==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,5,10,bp,2
1,5,10,dirty,4
1,5,10,wr,4
2,9,6,bp,1
2,9,6,dirty,3
2,9,6,wr,2
3,12,3,outsc,3
4,13,2,outsc,2

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數
27,NG,dirty,0.78
28,NG,bp,0.70
29,NG,dirty,0.52
30,NG,dirty,0.73
31,NG,bp,0.69
32,NG,dirty,0.67
33,NG,wr,0.89
34,NG,wr,0.87
35,NG,wr,0.74
36,NG,wr,0.87
37,NG,dirty,0.65
38,OK,-,-
39,NG,outsc,0.85
40,OK,-,-
41,NG,dirty,0.53

==== 總體統計 ====
總樣品數,15
OK數量,2
NG數量,13
不良率(%),86.67

==== 瑕疵統計 ====
瑕疵類型,數量,比例
dirty,6,0.46
wr,4,0.31
bp,2,0.15
outsc,1,0.08
