==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,9,122,dirty,12
1,9,122,wr,110
2,15,116,bp,1
2,15,116,dirty,13
2,15,116,wr,102
3,126,5,outsc,5
4,129,2,outsc,2

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,OK,wr,0.84,-555.60
1,OK,wr,0.83,-556.87
2,OK,wr,0.89,-502.79
3,OK,wr,0.87,-457.59
4,OK,wr,0.81,-571.61
5,OK,wr,0.84,-379.13
6,OK,wr,0.79,-550.06
7,OK,wr,0.83,-570.34
8,OK,wr,0.83,-581.16
9,OK,wr,0.84,-586.04
10,OK,wr,0.89,-576.98
11,OK,wr,0.82,-268.76
12,OK,wr,0.81,-557.04
13,OK,wr,0.77,-573.08
14,OK,wr,0.80,-553.68
15,OK,wr,0.76,-579.21
16,OK,wr,0.83,-557.85
17,OK,wr,0.65,-572.56
18,OK,wr,0.78,-490.09
19,OK,wr,0.87,-362.44
20,OK,outsc,0.90,69.88
21,OK,wr,0.88,-157.55
22,OK,wr,0.90,1392.48
23,OK,wr,0.82,1650.82
24,OK,wr,0.60,1558.60
25,OK,wr,0.55,611.62
26,OK,wr,0.82,1128.14
27,OK,wr,0.88,1191.36
28,OK,wr,0.77,1754.59
29,OK,dirty,0.85,2558.03
30,OK,wr,0.79,3040.04
31,OK,wr,0.89,3077.27
32,OK,outsc,0.81,3169.26
33,OK,dirty,0.90,3115.28
34,OK,wr,0.86,3752.91
35,OK,wr,0.84,4080.02
36,OK,wr,0.91,4821.15
37,OK,wr,0.80,5768.87
38,OK,wr,0.88,5938.14
39,OK,wr,0.83,6322.21
40,OK,outsc,0.91,7109.18
41,OK,wr,0.86,7126.76
42,OK,wr,0.76,7524.29
43,OK,wr,0.90,8633.51
44,OK,wr,0.80,8796.05
45,OK,wr,0.86,9488.96
46,OK,wr,0.82,9268.38
47,OK,wr,0.82,9664.77
48,OK,wr,0.87,9792.15
49,OK,dirty,0.62,9753.81
50,OK,wr,0.90,9696.41
51,OK,wr,0.85,9954.01
52,OK,wr,0.78,10287.24
53,OK,wr,0.84,10563.22
54,OK,wr,0.83,11007.55
55,OK,outsc,0.85,11973.15
56,OK,wr,0.88,12300.97
57,OK,wr,0.84,14479.53
58,OK,dirty,0.82,14520.73
59,OK,wr,0.82,14437.31
60,OK,wr,0.86,3498.49
61,OK,wr,0.80,3233.61
62,OK,wr,0.86,1149.03
63,OK,wr,0.89,636.98
64,OK,wr,0.86,448.19
65,OK,wr,0.84,98.90
66,OK,wr,0.83,-112.20
67,OK,wr,0.87,-88.58
68,OK,wr,0.78,162.92
69,OK,wr,0.82,442.05
70,OK,wr,0.88,1100.77
71,OK,dirty,0.42,1098.09
72,OK,wr,0.77,1113.39
73,OK,outsc,0.87,1045.64
74,OK,wr,0.84,1325.84
75,OK,wr,0.85,2478.59
76,OK,wr,0.80,2750.48
77,OK,wr,0.86,3332.45
78,OK,wr,0.87,4508.58
79,OK,wr,0.88,6420.34
80,OK,wr,0.89,6329.74
81,OK,wr,0.89,6615.49
82,OK,wr,0.86,7036.72
83,OK,wr,0.86,7462.34
84,OK,wr,0.82,7644.31
85,OK,wr,0.83,7707.90
86,OK,OK,0.00,7620.13
87,OK,outsc,0.84,7645.78
88,OK,wr,0.80,8644.44
89,OK,dirty,0.83,9653.53
90,OK,wr,0.73,10301.96
91,OK,wr,0.89,10494.09
92,OK,wr,0.85,10979.02
93,OK,wr,0.84,11147.88
94,OK,wr,0.86,10766.49
95,OK,dirty,0.85,11335.32
96,OK,wr,0.87,11371.20
97,OK,wr,0.85,10348.11
98,OK,wr,0.88,10432.91
99,OK,wr,0.90,10445.11
100,OK,wr,0.75,10656.82
101,OK,wr,0.79,10703.79
102,OK,wr,0.64,10693.94
103,OK,wr,0.76,9961.13
104,OK,wr,0.85,10362.25
105,OK,wr,0.89,10538.14
