==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,98,8,bp,1
1,98,8,dirty,7
2,83,23,bp,1
2,83,23,dirty,21
2,83,23,wr,1
3,102,4,outsc,4
4,103,3,outsc,3

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,NG,dirty,0.74,-3896.64
1,OK,dirty,0.38,-543.39
2,NG,bp,0.50,-3664.32
3,NG,dirty,0.76,-3920.09
4,OK,bp,0.26,-523.16
5,OK,OK,0.00,-540.71
6,NG,dirty,0.80,-3871.81
7,OK,dirty,0.25,1507.57
8,OK,outsc,0.36,622.02
9,OK,dirty,0.66,1478.38
10,OK,outsc,0.39,-549.47
11,OK,OK,0.00,-547.77
12,OK,outsc,0.35,-545.43
13,OK,bp,0.41,-548.42
14,NG,dirty,0.63,-3694.90
15,OK,outsc,0.52,-529.73
16,OK,dirty,0.67,-542.00
17,OK,outsc,0.72,-544.71
18,OK,bp,0.30,-546.48
19,OK,outsc,0.61,-544.42
20,OK,bp,0.37,-545.62
21,NG,dirty,0.75,-3895.29
22,OK,dirty,0.41,-545.71
23,OK,outsc,0.30,-544.78
24,OK,outsc,0.35,-542.01
25,NG,dirty,0.85,-3876.40
26,NG,dirty,0.82,-3893.28
27,NG,dirty,0.80,-3748.43
28,OK,outsc,0.75,-569.66
29,OK,outsc,0.27,-548.77
30,OK,dirty,0.42,-541.31
31,NG,dirty,0.55,-1837.58
32,OK,OK,0.00,-533.84
33,NG,dirty,0.74,-1838.15
34,OK,dirty,0.36,399.80
35,NG,dirty,0.71,-3863.78
36,NG,dirty,0.78,-3878.30
37,NG,dirty,0.73,-3863.85
38,OK,outsc,0.75,-259.63
39,OK,dirty,0.47,-573.40
40,NG,dirty,0.73,-3925.28
41,OK,dirty,0.30,-573.50
42,OK,outsc,0.33,3537.21
43,NG,dirty,0.74,-1527.78
44,OK,outsc,0.42,-225.25
45,NG,dirty,0.82,-3888.00
46,NG,dirty,0.54,-3904.05
47,NG,dirty,0.72,-3744.60
48,OK,dirty,0.46,-558.29
