==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,87,153,bp,9
1,87,153,dirty,131
1,87,153,wr,13
2,160,80,bp,8
2,160,80,dirty,63
2,160,80,wr,9
3,240,0,無,0
4,235,5,outsc,5

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,NG,dirty,0.75,-3934.09
1,OK,OK,0.00,-586.50
2,OK,OK,0.00,-566.54
3,OK,OK,0.00,-584.92
4,NG,dirty,0.80,-3930.91
5,NG,dirty,0.77,-3925.96
6,NG,dirty,0.55,-3921.73
7,OK,dirty,0.44,-556.25
8,OK,dirty,0.42,-587.15
9,NG,dirty,0.83,-3916.68
10,NG,dirty,0.79,-3935.85
11,NG,dirty,0.75,-3932.64
12,NG,dirty,0.72,-3937.64
13,NG,dirty,0.78,-3916.04
14,NG,dirty,0.77,-3926.91
15,NG,dirty,0.65,-3922.31
16,OK,OK,0.00,-574.63
17,NG,dirty,0.76,-3917.12
18,NG,dirty,0.77,-3936.90
19,NG,dirty,0.68,-3927.31
20,NG,dirty,0.78,-3928.64
21,NG,bp,0.57,-3868.46
22,OK,dirty,0.50,-412.71
23,NG,dirty,0.65,-3927.48
24,OK,dirty,0.46,-586.44
25,OK,dirty,0.44,-586.36
26,OK,dirty,0.70,-588.20
27,NG,dirty,0.53,-3939.87
28,OK,OK,0.00,-583.11
29,NG,dirty,0.72,-3928.98
30,NG,dirty,0.80,-3932.80
31,OK,OK,0.00,-575.39
32,NG,dirty,0.79,-3936.46
33,NG,dirty,0.72,-3931.10
34,NG,dirty,0.82,-3938.61
35,NG,dirty,0.81,-3927.48
36,OK,dirty,0.42,-295.90
37,NG,dirty,0.74,-3937.55
38,NG,dirty,0.85,-3930.23
39,NG,wr,0.51,-3633.83
40,OK,OK,0.00,-542.22
41,NG,dirty,0.73,-3942.79
42,NG,dirty,0.74,-3928.10
43,OK,dirty,0.29,-568.96
44,NG,dirty,0.72,-3930.10
45,NG,dirty,0.57,-3925.46
46,NG,bp,0.64,-3930.79
47,OK,dirty,0.37,-570.36
48,NG,dirty,0.78,-3705.01
49,OK,bp,0.49,-522.00
50,NG,dirty,0.76,-3913.58
51,OK,OK,0.00,-583.57
52,NG,dirty,0.79,-3909.63
53,NG,dirty,0.60,-3916.12
54,NG,dirty,0.74,-3780.21
55,NG,dirty,0.78,-3942.12
56,NG,dirty,0.75,-3928.19
57,NG,dirty,0.78,-3929.49
58,NG,dirty,0.73,-3934.78
59,NG,dirty,0.52,-3934.62
60,NG,dirty,0.55,-3933.90
61,NG,dirty,0.77,-3933.78
62,NG,dirty,0.61,-3932.96
63,NG,dirty,0.67,-3915.95
64,NG,dirty,0.80,-3906.42
65,NG,dirty,0.81,-3932.33
66,NG,outsc,0.90,-3556.40
67,NG,dirty,0.77,-3647.94
68,NG,dirty,0.77,-3784.82
69,OK,dirty,0.51,-572.67
70,NG,dirty,0.76,-3933.35
71,NG,dirty,0.86,-3923.47
72,OK,dirty,0.37,-583.87
73,NG,dirty,0.87,-3911.04
74,NG,dirty,0.62,-3854.77
75,OK,dirty,0.66,-567.14
76,NG,wr,0.88,-3241.52
77,OK,OK,0.00,2335.60
78,NG,dirty,0.72,-1036.98
79,NG,dirty,0.75,1021.45
80,NG,dirty,0.76,-1170.38
81,NG,dirty,0.77,-173.63
82,NG,dirty,0.78,-388.74
83,NG,dirty,0.53,-1549.94
84,OK,dirty,0.55,1689.03
85,OK,outsc,0.77,1572.45
86,NG,bp,0.55,-1783.62
87,NG,dirty,0.81,-1965.27
88,OK,dirty,0.62,1354.50
89,NG,dirty,0.81,-1897.62
90,NG,dirty,0.72,-2962.25
91,NG,dirty,0.79,-3414.06
92,NG,dirty,0.50,-3892.77
93,NG,dirty,0.76,-3922.18
94,NG,dirty,0.78,-3900.36
95,NG,dirty,0.57,-3941.51
96,OK,dirty,0.63,-531.88
97,NG,dirty,0.64,-3928.41
98,NG,dirty,0.78,-3934.30
99,NG,wr,0.82,-3919.68
100,NG,dirty,0.74,-3904.03
101,NG,bp,0.55,-3903.62
102,NG,dirty,0.85,-3906.09
103,NG,dirty,0.73,-3915.71
104,NG,dirty,0.72,-3931.72
105,OK,OK,0.00,-581.66
106,NG,dirty,0.80,-3919.19
107,NG,dirty,0.84,-3921.79
108,NG,dirty,0.73,-3918.57
109,OK,dirty,0.27,-550.60
110,NG,dirty,0.77,-3905.63
111,NG,dirty,0.83,-3753.96
112,NG,dirty,0.66,-3937.61
113,OK,dirty,0.69,-583.82
114,NG,dirty,0.78,-3929.24
115,NG,dirty,0.74,-3720.97
116,NG,dirty,0.80,-3930.98
117,NG,dirty,0.62,-3940.91
118,NG,outsc,0.90,-3892.73
119,NG,dirty,0.63,-3909.79
120,NG,wr,0.53,-3928.52
121,OK,outsc,0.28,-580.31
122,NG,dirty,0.84,-3898.28
123,NG,dirty,0.51,-3890.77
124,NG,dirty,0.90,-3911.70
125,NG,dirty,0.80,-3906.58
126,NG,dirty,0.78,-3913.00
127,OK,bp,0.32,-557.17
128,NG,wr,0.74,-3939.32
129,NG,wr,0.61,-3913.26
130,NG,dirty,0.81,-3938.73
131,NG,dirty,0.71,-3937.25
132,OK,wr,0.50,-583.10
133,NG,dirty,0.55,-3924.63
134,NG,dirty,0.86,-3661.32
135,OK,dirty,0.59,-581.86
136,NG,dirty,0.74,-3930.58
137,OK,dirty,0.64,-570.49
138,NG,dirty,0.73,-3936.15
139,OK,dirty,0.68,-578.56
140,NG,dirty,0.55,-3936.75
141,NG,dirty,0.87,-3927.24
142,NG,dirty,0.51,-3936.27
143,NG,dirty,0.82,-3942.32
144,NG,wr,0.81,-3936.96
145,OK,dirty,0.35,-588.85
146,NG,dirty,0.80,-3942.93
147,OK,OK,0.00,-590.20
148,NG,dirty,0.75,-3928.76
149,OK,OK,0.00,-581.78
150,NG,dirty,0.72,-3941.49
151,OK,dirty,0.58,-584.61
152,OK,dirty,0.48,-576.42
153,NG,dirty,0.79,-3917.97
154,NG,dirty,0.67,-3907.09
155,NG,bp,0.50,-3914.48
156,NG,dirty,0.64,-3933.12
157,NG,dirty,0.82,-3932.78
158,NG,dirty,0.77,-3928.16
159,NG,dirty,0.80,-3939.70
160,OK,dirty,0.38,-589.84
161,NG,dirty,0.89,-3936.92
162,NG,dirty,0.57,-3925.49
163,NG,dirty,0.77,-3742.98
