==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,213,97,bp,19
1,213,97,SC,71
1,213,97,WP,7
2,211,99,bp,37
2,211,99,SC,52
2,211,99,WP,9
2,211,99,deform,1
3,84,226,outsc,226
4,116,194,outsc,194

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,OK,bp,0.48,3532.47
1,NG,outsc,0.73,63.31
2,NG,outsc,0.87,-0.79
3,NG,outsc,0.82,-900.17
4,NG,outsc,0.80,-1057.13
5,NG,outsc,0.80,-1230.98
6,NG,SC,0.80,-1845.81
7,NG,outsc,0.82,-2719.74
8,NG,outsc,0.83,-2862.30
9,NG,outsc,0.72,-3062.11
10,NG,outsc,0.85,-3448.23
11,OK,outsc,0.63,-247.30
12,NG,outsc,0.79,-3927.76
13,NG,outsc,0.87,-3570.59
14,NG,outsc,0.90,-3663.26
15,NG,SC,0.55,-3798.05
16,NG,outsc,0.81,-3861.50
17,NG,outsc,0.86,-3885.63
18,NG,deform,1.00,-3654.65
19,NG,outsc,0.86,-3893.53
20,NG,outsc,0.88,-3798.57
21,NG,outsc,0.80,-3801.32
22,NG,outsc,0.91,-3891.35
23,OK,outsc,0.66,-565.45
24,NG,outsc,0.88,-3791.35
25,NG,SC,0.82,-3890.34
26,NG,outsc,0.83,-3887.45
27,NG,bp,0.76,-3695.49
28,NG,outsc,0.80,-3910.65
29,NG,bp,0.79,-3890.90
30,NG,outsc,0.86,-3934.38
31,NG,outsc,0.88,-3877.36
32,NG,outsc,0.89,-3742.87
33,NG,outsc,0.90,-3812.66
34,NG,outsc,0.81,-3742.73
35,NG,outsc,0.89,-3843.81
36,NG,outsc,0.89,-3927.93
37,OK,outsc,0.65,-554.20
38,NG,outsc,0.88,-3822.06
39,NG,outsc,0.78,-3939.46
40,OK,outsc,0.66,-537.16
41,NG,outsc,0.79,-3902.78
42,NG,WP,0.62,-3885.58
43,NG,outsc,0.90,-3930.25
44,NG,outsc,0.89,-3819.51
45,NG,outsc,0.71,-3864.56
46,OK,SC,0.32,-445.94
47,NG,outsc,0.84,-3897.74
48,NG,outsc,0.85,-3771.41
49,NG,outsc,0.88,-3863.80
50,NG,outsc,0.89,-3882.13
51,OK,OK,0.00,-564.00
52,OK,SC,0.32,-568.30
53,NG,SC,0.84,-3921.25
54,NG,outsc,0.90,-3785.54
55,NG,outsc,0.78,-3923.63
56,NG,outsc,0.88,-3845.26
57,NG,bp,0.76,-3653.15
58,NG,outsc,0.84,-3822.38
59,NG,outsc,0.89,-3870.96
60,NG,SC,0.89,-3938.79
61,NG,outsc,0.81,-3826.73
62,OK,SC,0.47,-556.68
63,NG,outsc,0.82,-3580.93
64,NG,outsc,0.88,-3937.06
65,OK,outsc,0.66,-574.25
66,NG,bp,0.70,-3951.11
67,OK,bp,0.27,-572.21
68,NG,bp,0.56,-3930.42
69,NG,outsc,0.89,-3664.76
70,NG,outsc,0.89,-3790.08
71,NG,outsc,0.86,-3886.40
72,NG,outsc,0.78,-3912.32
73,NG,SC,0.77,-3952.86
74,NG,outsc,0.82,-3911.55
75,OK,SC,0.29,-404.25
76,NG,outsc,0.85,-3799.27
77,NG,outsc,0.89,-3815.30
78,NG,outsc,0.87,-3955.81
79,NG,outsc,0.92,-3866.03
80,NG,SC,0.84,-3952.29
81,NG,outsc,0.87,-3845.33
82,NG,bp,0.52,-3638.97
83,NG,outsc,0.86,-3848.31
84,NG,outsc,0.89,-3933.49
85,NG,outsc,0.86,-3727.43
86,NG,outsc,0.85,-3810.29
87,OK,outsc,0.64,-495.68
88,NG,outsc,0.86,-3868.00
89,NG,outsc,0.81,-3933.36
90,NG,outsc,0.82,-3913.40
91,NG,outsc,0.83,-3924.34
92,NG,outsc,0.91,-3624.85
93,NG,outsc,0.86,-3892.41
94,NG,outsc,0.85,-3882.16
95,NG,outsc,0.89,-3912.71
96,NG,outsc,0.86,-3887.94
97,NG,outsc,0.88,-3586.23
98,NG,outsc,0.79,-3781.07
99,NG,outsc,0.79,-3956.18
100,NG,outsc,0.90,-3839.10
101,NG,outsc,0.91,-3855.44
102,OK,outsc,0.30,-271.13
103,NG,SC,0.81,-3954.73
104,NG,outsc,0.88,-3958.29
105,NG,outsc,0.86,-3862.86
106,NG,outsc,0.72,-3854.21
107,NG,outsc,0.82,-3954.04
108,NG,SC,0.68,-3919.40
109,NG,outsc,0.88,-3912.84
110,NG,outsc,0.83,-3659.23
111,NG,outsc,0.86,-3662.36
112,NG,outsc,0.80,-3796.85
113,NG,outsc,0.84,-3838.78
114,NG,SC,0.89,-3927.36
115,NG,outsc,0.72,-3913.33
116,NG,outsc,0.80,-3906.07
117,NG,bp,0.58,-3940.00
118,NG,SC,0.57,-3961.49
119,NG,outsc,0.85,-3767.15
120,NG,outsc,0.91,-3834.16
121,OK,outsc,0.66,-514.98
122,NG,outsc,0.81,-3868.85
123,NG,outsc,0.90,-3764.02
124,NG,outsc,0.87,-3882.70
125,NG,outsc,0.77,-3887.48
126,NG,outsc,0.87,-3844.06
127,NG,outsc,0.87,-3932.23
128,NG,outsc,0.87,-3829.17
129,NG,SC,0.71,-3887.60
130,NG,outsc,0.83,-3768.95
131,NG,outsc,0.89,-3830.85
132,NG,outsc,0.89,-3918.72
133,NG,outsc,0.86,-3948.32
134,NG,SC,0.79,-3949.38
135,NG,outsc,0.90,-3928.72
136,NG,outsc,0.85,-3839.36
137,NG,outsc,0.85,-3820.90
138,NG,SC,0.80,-3935.02
139,NG,outsc,0.90,-3803.15
140,NG,SC,0.83,-3620.63
141,NG,outsc,0.80,-3727.03
142,NG,outsc,0.90,-3882.98
143,NG,SC,0.79,-3945.73
144,NG,SC,0.83,201.29
145,NG,outsc,0.90,309.87
146,NG,SC,0.88,-107.28
147,NG,outsc,0.83,-85.76
148,NG,outsc,0.83,-1448.62
149,NG,outsc,0.85,-1567.27
150,NG,outsc,0.74,-2910.22
151,NG,outsc,0.85,-2801.75
152,NG,outsc,0.71,-3068.92
153,NG,outsc,0.77,-3237.11
154,NG,outsc,0.88,-3737.13
155,NG,outsc,0.87,-3865.72
156,NG,outsc,0.87,-3907.31
157,NG,outsc,0.88,-3805.20
158,OK,bp,0.30,-587.87
159,NG,outsc,0.85,-3924.77
160,NG,outsc,0.87,-3854.05
161,NG,outsc,0.88,-3921.54
162,NG,outsc,0.74,-3910.46
163,NG,outsc,0.89,-3884.42
164,NG,outsc,0.82,-3848.42
165,NG,outsc,0.91,-3616.18
166,NG,outsc,0.83,-3912.61
167,NG,outsc,0.87,-3910.58
168,NG,outsc,0.86,-3875.68
169,NG,outsc,0.89,-3947.73
170,NG,outsc,0.87,-3948.77
171,NG,outsc,0.86,-3499.03
172,NG,outsc,0.92,-3922.22
173,NG,SC,0.63,-3922.98
174,NG,outsc,0.83,-3954.17
175,NG,outsc,0.88,-3823.67
176,NG,outsc,0.88,-3661.36
177,OK,bp,0.27,-573.93
178,NG,outsc,0.82,-3875.46
179,NG,outsc,0.89,-3872.09
180,NG,outsc,0.87,-3786.56
181,OK,OK,0.00,-548.20
182,NG,outsc,0.82,-3766.98
183,NG,outsc,0.76,-3914.76
184,NG,outsc,0.82,-3868.07
185,NG,outsc,0.90,-3921.35
186,NG,outsc,0.77,-3947.77
187,NG,outsc,0.78,-3784.68
188,NG,outsc,0.89,-3501.94
189,NG,outsc,0.89,-3474.18
190,NG,outsc,0.88,-3733.76
191,NG,outsc,0.87,-3886.75
192,NG,outsc,0.89,-3790.48
193,NG,SC,0.83,-3895.46
194,NG,outsc,0.86,-3830.63
195,NG,outsc,0.91,-3822.66
196,NG,outsc,0.88,-3862.62
197,NG,outsc,0.87,-3888.52
198,OK,bp,0.39,-592.48
199,OK,outsc,0.67,-557.89
200,NG,outsc,0.86,-3811.14
201,NG,outsc,0.92,-3813.69
202,NG,outsc,0.87,-3892.15
203,NG,outsc,0.84,-3740.89
204,OK,outsc,0.53,-535.26
205,NG,outsc,0.87,-3784.16
206,NG,outsc,0.90,-3545.24
207,NG,outsc,0.87,-3902.92
208,NG,outsc,0.86,-3888.34
209,NG,outsc,0.75,-3876.49
210,NG,SC,0.81,-3942.94
211,NG,outsc,0.86,-3855.03
212,NG,SC,0.83,-3604.77
213,NG,outsc,0.85,-3780.21
214,NG,outsc,0.78,-3859.74
215,NG,bp,0.50,-3918.76
216,NG,outsc,0.89,-3856.19
217,NG,SC,0.60,-3950.20
218,NG,outsc,0.87,-3937.37
219,NG,outsc,0.92,-3821.76
220,NG,outsc,0.77,-3769.60
221,NG,outsc,0.88,-3762.60
222,NG,outsc,0.91,-3905.27
223,NG,outsc,0.88,-3888.84
224,NG,outsc,0.91,-3853.01
225,NG,outsc,0.90,-3961.27
226,NG,outsc,0.91,-3818.94
227,NG,outsc,0.77,-3881.89
228,NG,outsc,0.88,-3931.69
229,NG,outsc,0.89,-3823.87
230,NG,outsc,0.83,-3832.08
231,NG,outsc,0.81,-3669.40
232,NG,SC,0.87,-3870.21
233,NG,outsc,0.88,-3776.38
234,NG,outsc,0.90,-3909.51
