==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,70,36,bp,6
1,70,36,SC,29
1,70,36,WP,1
2,53,53,bp,27
2,53,53,SC,23
2,53,53,WP,3
3,23,83,outsc,83
4,39,67,outsc,67

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,NG,bp,0.62,-3923.53
1,NG,bp,0.67,-3918.45
2,NG,outsc,0.88,-3804.52
3,NG,outsc,0.88,-3846.81
4,NG,outsc,0.78,-3806.57
5,NG,outsc,0.86,-3450.89
6,NG,outsc,0.69,-3888.17
7,NG,outsc,0.85,-3777.10
8,NG,SC,0.62,-3938.01
9,NG,outsc,0.84,-3831.87
10,NG,SC,0.71,-3933.10
11,NG,outsc,0.84,-3892.59
12,NG,outsc,0.73,-3806.21
13,OK,SC,0.30,-536.20
14,NG,outsc,0.80,-3744.00
15,NG,outsc,0.87,-3883.92
16,NG,outsc,0.87,-3859.32
17,NG,outsc,0.89,-3793.24
18,NG,outsc,0.90,-3790.80
19,NG,outsc,0.88,-3915.73
20,NG,outsc,0.85,-3897.57
21,NG,outsc,0.91,-3754.40
22,NG,SC,0.68,-3895.24
23,NG,WP,0.75,-3894.46
24,NG,outsc,0.77,-3817.31
25,NG,outsc,0.93,-3816.37
26,OK,OK,0.00,-522.43
27,NG,outsc,0.85,-3906.55
28,NG,outsc,0.87,-3851.18
29,NG,outsc,0.80,-3939.55
30,NG,SC,0.86,-3737.73
31,NG,outsc,0.77,-3898.36
32,NG,SC,0.73,-3906.50
33,NG,outsc,0.78,-3792.22
34,NG,SC,0.85,-3902.35
35,NG,outsc,0.88,-3869.40
36,NG,outsc,0.91,-3852.21
37,NG,SC,0.81,-3942.44
38,NG,outsc,0.89,-3853.60
39,NG,outsc,0.73,-3914.00
40,NG,outsc,0.88,-3675.44
41,NG,outsc,0.88,-3901.96
42,NG,outsc,0.79,-3850.31
43,NG,bp,0.83,-3908.90
44,NG,bp,0.59,-3849.09
45,NG,outsc,0.88,-3662.54
46,NG,outsc,0.90,-3680.23
47,NG,outsc,0.90,-3946.06
48,NG,outsc,0.91,-3904.91
49,NG,outsc,0.88,-3779.66
50,NG,outsc,0.86,-3817.02
51,NG,outsc,0.81,-3908.27
52,NG,outsc,0.73,-3835.32
53,NG,outsc,0.73,-3859.71
54,NG,outsc,0.78,-3939.28
55,NG,outsc,0.78,-3872.49
56,NG,outsc,0.86,-3842.66
57,NG,outsc,0.88,-3860.14
58,NG,outsc,0.88,-3799.47
59,NG,SC,0.81,-3915.77
60,NG,SC,0.86,-3662.93
61,NG,outsc,0.85,-3741.72
62,NG,outsc,0.90,-3863.65
63,NG,outsc,0.85,-3925.48
64,NG,outsc,0.78,-3917.83
65,NG,outsc,0.88,-3872.45
66,NG,SC,0.83,-3891.59
67,NG,outsc,0.90,-3862.30
68,NG,outsc,0.89,-3578.82
69,NG,outsc,0.85,-3893.72
70,NG,outsc,0.88,-3937.30
71,NG,outsc,0.88,-3774.33
72,NG,outsc,0.90,-3608.31
73,NG,outsc,0.61,-3918.63
74,NG,SC,0.87,-3891.09
75,OK,bp,0.26,-543.07
76,NG,outsc,0.88,-3802.40
77,NG,outsc,0.85,-1739.08
78,NG,SC,0.75,-0.32
79,NG,WP,0.83,-624.15
80,NG,outsc,0.83,-642.14
81,NG,outsc,0.82,-914.13
82,NG,outsc,0.90,-1518.06
83,NG,outsc,0.65,-3187.85
84,OK,bp,0.31,-560.72
85,NG,outsc,0.87,-3782.77
86,NG,outsc,0.88,-3662.04
87,NG,bp,0.65,-3902.59
88,NG,bp,0.80,-3725.30
89,NG,outsc,0.67,-3922.48
90,NG,SC,0.74,-3937.83
91,NG,outsc,0.79,-3806.90
92,NG,outsc,0.85,-3936.82
93,NG,outsc,0.55,-3914.63
94,NG,outsc,0.78,183.22
95,NG,outsc,0.86,-879.24
96,NG,outsc,0.90,-1494.14
97,NG,outsc,0.86,-2331.04
98,NG,outsc,0.63,-3163.66
99,NG,SC,0.72,-3852.56
100,NG,outsc,0.71,-3878.22
101,NG,outsc,0.76,-3696.89
102,NG,outsc,0.77,-3551.86
103,OK,SC,0.39,-554.41
