==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,77,2,SC,2
2,72,7,SC,3
2,72,7,NULL_invalid,4
3,78,1,OTP,1
4,77,2,OTP,2

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,OK,OK,0.00,-605.66
1,NG,SC,0.51,-3989.72
2,OK,OK,0.00,-563.41
3,OK,OK,0.00,-563.66
4,OK,OK,0.00,-573.25
5,OK,INP,0.00,-568.77
6,OK,OK,0.00,-305.42
7,OK,OK,0.00,-572.37
8,OK,OK,0.00,-605.08
9,OK,OK,0.00,-608.01
10,NG,OTP,0.59,-3960.69
11,OK,OK,0.00,-555.00
12,OK,OK,0.00,-592.62
13,OK,OK,0.00,-553.44
14,OK,OK,0.00,-593.51
15,OK,INP,0.00,-467.17
16,NG,SC,0.84,-3992.47
17,OK,OK,0.00,-612.97
18,OK,OK,0.00,-614.54
19,OK,OK,0.00,-608.11
20,OK,OK,0.00,-595.17
21,OK,OK,0.00,-588.61
22,OK,OK,0.00,-545.97
23,OK,OK,0.00,-586.08
24,OK,OK,0.00,-587.37
25,OK,OK,0.00,-545.53
26,OK,OK,0.00,-569.85
27,OK,OK,0.00,-477.59
28,OK,OK,0.00,-616.25
29,OK,OK,0.00,-609.84
30,OK,OK,0.00,-600.64
31,OK,OK,0.00,-551.06
32,OK,OK,0.00,-586.88
33,NG,OTP,0.52,-3970.53
34,NG,SC,0.83,-3968.48
35,OK,OK,0.00,-579.44
36,OK,OK,0.00,-575.21
37,OK,OK,0.00,-577.43
38,OK,OK,0.00,-561.93
39,OK,OK,0.00,-584.06
40,OK,OK,0.00,-577.81
41,OK,OK,0.00,-547.75
42,OK,OK,0.00,-584.02
43,OK,OK,0.00,-571.45
44,OK,OK,0.00,-574.43
45,OK,OK,0.00,-555.15
46,OK,OK,0.00,3539.84
47,OK,OK,0.00,3167.67
48,OK,OK,0.00,2864.04
49,OK,OK,0.00,2496.22
50,OK,OK,0.00,2218.39
51,OK,OK,0.00,2174.53
52,OK,OK,0.00,1854.60
53,OK,OK,0.00,1624.45
54,OK,OK,0.00,1268.58
55,OK,OK,0.00,749.21
56,OK,OK,0.00,-603.88
57,OK,OK,0.00,-615.10
58,OK,OK,0.00,-597.43
59,OK,OK,0.00,-567.73
60,OK,OK,0.00,-593.22
61,OK,OK,0.00,-597.30
62,OK,SC,0.00,-601.87
63,OK,OK,0.00,-613.21
64,OK,OK,0.00,-605.25
65,OK,OK,0.00,-1293.25
66,OK,OK,0.00,-1290.63
67,OK,OK,0.00,-1291.25
68,OK,OK,0.00,-1173.69
69,OK,OK,0.00,-1040.90
70,OK,OK,0.00,-1278.21
71,OK,OK,0.00,-1298.57
72,OK,OK,0.00,-1299.92
73,OK,OK,0.00,-1298.63
74,OK,NULL_invalid,1.00,-1293.42
75,OK,NULL_invalid,1.00,-1232.20
76,OK,OK,0.00,-1269.93
77,OK,NULL_invalid,1.00,-1255.76
78,OK,NULL_invalid,1.00,-1269.85

==== 總體統計 ====
總樣品數,79
OK數量,74
NG數量,5
不良率(%),6.33

==== 瑕疵統計 ====
瑕疵類型,數量,比例
SC,3,0.60
OTP,2,0.40

==== 分數分布分析 ====
瑕疵類型,樣本數量,最小值,最大值,平均值,5%分位數,25%分位數,中位數,75%分位數,95%分位數,99%分位數,推薦閾值
OK,67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,4,0.00,0.84,0.54,0.00,0.00,0.67,0.84,0.84,0.84,0.01
INP,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
OTP,2,0.52,0.59,0.56,0.52,0.52,0.56,0.59,0.59,0.59,0.00
NULL_invalid,4,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00

==== ROC曲線數據 ====
瑕疵類型,閾值,真陽性率,假陽性率,準確率,F1分數
OK,0.00,0.00,1.00,0.00,0.00
OK,0.05,0.00,0.00,1.00,0.00
OK,0.10,0.00,0.00,1.00,0.00
OK,0.15,0.00,0.00,1.00,0.00
OK,0.20,0.00,0.00,1.00,0.00
OK,0.25,0.00,0.00,1.00,0.00
OK,0.30,0.00,0.00,1.00,0.00
OK,0.35,0.00,0.00,1.00,0.00
OK,0.40,0.00,0.00,1.00,0.00
OK,0.45,0.00,0.00,1.00,0.00
OK,0.50,0.00,0.00,1.00,0.00
OK,0.55,0.00,0.00,1.00,0.00
OK,0.60,0.00,0.00,1.00,0.00
OK,0.65,0.00,0.00,1.00,0.00
OK,0.70,0.00,0.00,1.00,0.00
OK,0.75,0.00,0.00,1.00,0.00
OK,0.80,0.00,0.00,1.00,0.00
OK,0.85,0.00,0.00,1.00,0.00
OK,0.90,0.00,0.00,1.00,0.00
OK,0.95,0.00,0.00,1.00,0.00

==== 混淆矩陣（使用推薦閾值）====
瑕疵類型,閾值,真陽性(TP),假陽性(FP),真陰性(TN),假陰性(FN),準確率,靈敏度,特異度
OK,0.00,0,67,0,0,0.00,0.00,0.00
SC,0.01,3,0,1,0,1.00,1.00,1.00
INP,0.00,0,2,0,0,0.00,0.00,0.00
OTP,0.00,2,0,0,0,1.00,1.00,0.00
NULL_invalid,1.00,0,4,0,0,0.00,0.00,0.00
