==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,23,40,bp,6
1,23,40,SC,34
2,17,46,bp,10
2,17,46,SC,35
2,17,46,deform,1
3,55,8,outsc,8
4,56,7,outsc,7

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,NG,SC,0.82,-3927.36
1,NG,SC,0.81,-3937.14
2,NG,SC,0.84,-3906.01
3,NG,SC,0.84,-3902.56
4,OK,bp,0.28,-551.13
5,NG,outsc,0.82,-3950.45
6,OK,bp,0.40,-588.57
7,NG,SC,0.85,-3951.55
8,NG,SC,0.77,-3939.15
9,NG,SC,0.82,-3946.36
10,OK,SC,0.42,-521.81
11,NG,SC,0.80,-3922.98
12,NG,outsc,0.71,-3894.24
13,OK,bp,0.46,-376.55
14,NG,SC,0.85,-3929.01
15,NG,SC,0.81,-3861.78
16,OK,bp,0.26,-558.82
17,NG,bp,0.54,-3932.14
18,NG,SC,0.77,-3911.51
19,NG,SC,0.70,-3729.65
20,NG,SC,0.85,-3961.84
21,OK,outsc,0.38,-577.41
22,NG,SC,0.85,-3950.24
23,NG,SC,0.80,-3912.55
24,NG,SC,0.82,-1857.02
25,NG,SC,0.84,-276.39
26,NG,SC,0.75,-775.47
27,NG,bp,0.66,-1044.66
28,NG,SC,0.70,-1408.02
29,NG,SC,0.79,-2814.55
30,NG,SC,0.83,-3946.22
31,OK,SC,0.50,-582.41
32,NG,SC,0.84,-3935.71
33,NG,SC,0.82,-3932.47
34,NG,SC,0.70,-3870.80
35,NG,SC,0.65,-3922.09
36,NG,outsc,0.69,-3914.73
37,NG,bp,0.63,-3910.97
38,NG,SC,0.81,-3918.43
39,NG,SC,0.80,-3924.45
40,NG,bp,0.54,-3683.19
41,NG,SC,0.76,-3951.88
42,NG,SC,0.79,-3956.34
43,NG,SC,0.75,-3948.17
44,NG,bp,0.79,-3934.90
45,NG,SC,0.78,-3828.38
46,NG,outsc,0.84,-3603.14
47,NG,SC,0.79,-3907.93
48,NG,SC,0.71,-3951.17
49,NG,SC,0.85,-3947.24
50,NG,bp,0.74,-3928.50
51,NG,outsc,0.59,-3573.81
52,NG,bp,0.57,-3956.31
53,NG,SC,0.70,-3951.93
54,NG,outsc,0.79,-3938.66
55,NG,bp,0.66,-3952.01
56,NG,deform,1.00,-3943.06
57,OK,outsc,0.39,-553.57
58,NG,SC,0.59,-3911.60
59,NG,bp,0.51,-3931.14
60,NG,bp,0.83,-3630.84
61,NG,SC,0.70,-3962.93
62,NG,SC,0.77,-3955.61

==== 總體統計 ====
總樣品數,63
OK數量,8
NG數量,55
不良率(%),87.30

==== 瑕疵統計 ====
瑕疵類型,數量,比例
SC,38,0.69
bp,10,0.18
outsc,6,0.11
deform,1,0.02

==== 分數分布分析 ====
瑕疵類型,樣本數量,最小值,最大值,平均值,5%分位數,25%分位數,中位數,75%分位數,95%分位數,99%分位數,推薦閾值
SC,40,0.42,0.85,0.77,0.59,0.75,0.80,0.83,0.85,0.85,0.50
bp,14,0.26,0.83,0.56,0.26,0.46,0.56,0.66,0.83,0.83,0.46
outsc,8,0.38,0.84,0.65,0.38,0.59,0.70,0.82,0.84,0.84,0.39
deform,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00

==== ROC曲線數據 ====
瑕疵類型,閾值,真陽性率,假陽性率,準確率,F1分數
SC,0.00,1.00,1.00,0.95,0.97
SC,0.05,1.00,1.00,0.95,0.97
SC,0.10,1.00,1.00,0.95,0.97
SC,0.15,1.00,1.00,0.95,0.97
SC,0.20,1.00,1.00,0.95,0.97
SC,0.25,1.00,1.00,0.95,0.97
SC,0.30,1.00,1.00,0.95,0.97
SC,0.35,1.00,1.00,0.95,0.97
SC,0.40,1.00,1.00,0.95,0.97
SC,0.45,1.00,0.50,0.98,0.99
SC,0.50,1.00,0.00,1.00,1.00
SC,0.55,1.00,0.00,1.00,1.00
SC,0.60,0.97,0.00,0.98,0.99
SC,0.65,0.95,0.00,0.95,0.97
SC,0.70,0.95,0.00,0.95,0.97
SC,0.75,0.76,0.00,0.78,0.87
SC,0.80,0.50,0.00,0.53,0.67
SC,0.85,0.05,0.00,0.10,0.10
SC,0.90,0.00,0.00,0.05,0.00
SC,0.95,0.00,0.00,0.05,0.00

==== 混淆矩陣（使用推薦閾值）====
瑕疵類型,閾值,真陽性(TP),假陽性(FP),真陰性(TN),假陰性(FN),準確率,靈敏度,特異度
SC,0.50,38,0,2,0,1.00,1.00,1.00
bp,0.46,10,0,4,0,1.00,1.00,1.00
outsc,0.39,6,0,2,0,1.00,1.00,1.00
deform,0.00,1,0,0,0,1.00,1.00,0.00
