==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,84,37,bp,10
1,84,37,dirty,25
1,84,37,wr,2
2,86,35,bp,11
2,86,35,dirty,21
2,86,35,wr,3
3,109,12,outsc,12
4,91,30,outsc,30

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,NG,bp,0.88,-3926.57
1,NG,dirty,0.55,-3932.54
2,OK,bp,0.44,-561.36
3,NG,wr,0.60,-3923.23
4,NG,dirty,0.80,-3914.96
5,OK,OK,0.00,-556.48
6,NG,dirty,0.70,-3887.68
7,OK,dirty,0.50,-537.62
8,NG,dirty,0.57,-3718.28
9,NG,dirty,0.79,-3941.65
10,NG,outsc,0.58,-3925.21
11,OK,outsc,0.34,-568.67
12,NG,dirty,0.79,-3929.61
13,NG,outsc,0.52,-3743.72
14,OK,outsc,0.36,-573.66
15,NG,outsc,0.57,-3935.80
16,OK,OK,0.00,-582.25
17,NG,dirty,0.88,-3936.00
18,OK,dirty,0.43,-578.65
19,NG,outsc,0.78,-3922.64
20,OK,OK,0.00,-357.20
21,NG,outsc,0.79,-3811.35
22,OK,OK,0.00,-567.32
23,NG,dirty,0.75,-3634.10
24,OK,outsc,0.50,-582.76
25,NG,bp,0.84,-3931.79
26,NG,dirty,0.62,-3914.83
27,NG,wr,0.88,-3892.09
28,NG,bp,0.80,-3915.04
29,OK,OK,0.00,-557.00
30,NG,bp,0.61,-3908.87
31,OK,bp,0.50,-560.05
32,OK,outsc,0.26,-296.37
33,OK,OK,0.00,-589.31
34,OK,OK,0.00,-587.47
35,NG,dirty,0.90,-3936.49
36,NG,dirty,0.75,-3914.99
37,OK,OK,0.00,-575.92
38,NG,dirty,0.82,-3887.22
39,NG,outsc,0.71,-3870.18
40,OK,bp,0.45,-397.12
41,NG,dirty,0.50,-3942.83
42,OK,outsc,0.39,-544.02
43,NG,outsc,0.70,-3824.55
44,NG,bp,0.83,-3612.38
45,NG,bp,0.77,-3877.38
46,NG,dirty,0.81,-3940.07
47,NG,outsc,0.76,-3925.14
48,NG,dirty,0.61,-3918.50
49,NG,outsc,0.63,-3814.26
50,OK,OK,0.00,-271.08
51,NG,dirty,0.80,-3936.48
52,OK,dirty,0.47,-582.72
53,OK,outsc,0.36,-580.85
54,NG,dirty,0.75,-3938.38
55,OK,dirty,0.44,-584.43
56,NG,dirty,0.88,-3906.61
57,NG,bp,0.79,-3911.31
58,NG,wr,0.86,-3883.44
59,OK,OK,0.00,-561.16
60,NG,bp,0.62,-3942.75
61,NG,outsc,0.84,-1894.62
62,OK,bp,0.42,1150.08
63,NG,outsc,0.75,-2442.49
64,OK,OK,0.00,517.75
65,NG,dirty,0.78,-3917.95
66,NG,dirty,0.73,-1864.48
67,OK,OK,0.00,563.56
68,NG,bp,0.60,-3095.07
69,OK,outsc,0.48,-572.92
70,NG,bp,0.56,-3915.53
71,OK,outsc,0.44,-577.46
72,NG,outsc,0.53,-3926.91
73,NG,outsc,0.71,-3871.65
74,NG,dirty,0.84,-3941.35
75,NG,dirty,0.59,-3910.68
76,NG,dirty,0.79,-3922.66
77,OK,OK,0.00,-566.94
78,NG,bp,0.63,-3901.97
79,NG,outsc,0.70,-3738.45
80,NG,outsc,0.83,-3921.96
81,NG,outsc,0.60,-3923.47
82,OK,dirty,0.40,-582.71
83,OK,outsc,0.48,-548.64
84,OK,bp,0.32,-347.45
85,OK,outsc,0.28,-565.65
86,NG,dirty,0.88,-3938.90
87,NG,bp,0.86,-3928.47
88,NG,outsc,0.74,-3906.78
89,OK,OK,0.00,-589.54
90,OK,outsc,0.27,-562.21
91,NG,outsc,0.65,-3925.13
92,NG,outsc,0.82,-3865.75
93,NG,dirty,0.57,-3904.80
94,NG,bp,0.84,-3926.94
95,NG,dirty,0.68,-3942.26
96,NG,dirty,0.53,-3924.08
97,NG,dirty,0.68,-3932.74
98,OK,OK,0.00,-569.63
99,NG,outsc,0.74,-3925.32
100,NG,outsc,0.61,-3918.37
101,OK,outsc,0.38,-540.08
102,OK,OK,0.00,-416.32
103,NG,outsc,0.55,-3913.54
104,NG,outsc,0.80,-3931.46
105,NG,dirty,0.82,-3670.01
106,OK,OK,0.00,-593.86
107,NG,dirty,0.84,-3931.86
108,NG,bp,0.88,-3883.23
109,NG,outsc,0.76,-3900.58
110,NG,outsc,0.72,-3900.44
111,NG,dirty,0.62,-3907.18
112,OK,outsc,0.28,-553.71
113,OK,outsc,0.46,-283.71
114,NG,outsc,0.87,-3883.37
115,OK,bp,0.46,-584.71
116,NG,dirty,0.86,-3928.16
117,NG,outsc,0.67,-3885.14
118,NG,outsc,0.51,-3923.84
119,OK,bp,0.32,-583.40
120,NG,dirty,0.65,-3935.48

==== 總體統計 ====
總樣品數,121
OK數量,43
NG數量,78
不良率(%),64.46

==== 瑕疵統計 ====
瑕疵類型,數量,比例
dirty,33,0.42
outsc,28,0.36
bp,14,0.18
wr,3,0.04

==== 分數分布分析 ====
瑕疵類型,樣本數量,最小值,最大值,平均值,5%分位數,25%分位數,中位數,75%分位數,95%分位數,99%分位數,推薦閾值
bp,21,0.32,0.88,0.64,0.32,0.46,0.62,0.83,0.88,0.88,0.50
dirty,38,0.40,0.90,0.69,0.43,0.57,0.74,0.81,0.88,0.90,0.50
wr,3,0.60,0.88,0.78,0.60,0.60,0.86,0.88,0.88,0.88,0.00
OK,17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
outsc,42,0.26,0.87,0.59,0.28,0.46,0.61,0.74,0.83,0.87,0.50

==== ROC曲線數據 ====
瑕疵類型,閾值,真陽性率,假陽性率,準確率,F1分數
bp,0.00,1.00,1.00,0.67,0.80
bp,0.05,1.00,1.00,0.67,0.80
bp,0.10,1.00,1.00,0.67,0.80
bp,0.15,1.00,1.00,0.67,0.80
bp,0.20,1.00,1.00,0.67,0.80
bp,0.25,1.00,1.00,0.67,0.80
bp,0.30,1.00,1.00,0.67,0.80
bp,0.35,1.00,0.71,0.76,0.85
bp,0.40,1.00,0.71,0.76,0.85
bp,0.45,1.00,0.29,0.90,0.93
bp,0.50,1.00,0.00,1.00,1.00
bp,0.55,1.00,0.00,1.00,1.00
bp,0.60,0.93,0.00,0.95,0.96
bp,0.65,0.64,0.00,0.76,0.78
bp,0.70,0.64,0.00,0.76,0.78
bp,0.75,0.64,0.00,0.76,0.78
bp,0.80,0.43,0.00,0.62,0.60
bp,0.85,0.21,0.00,0.48,0.35
bp,0.90,0.00,0.00,0.33,0.00
bp,0.95,0.00,0.00,0.33,0.00
dirty,0.00,1.00,1.00,0.87,0.93
dirty,0.05,1.00,1.00,0.87,0.93
dirty,0.10,1.00,1.00,0.87,0.93
dirty,0.15,1.00,1.00,0.87,0.93
dirty,0.20,1.00,1.00,0.87,0.93
dirty,0.25,1.00,1.00,0.87,0.93
dirty,0.30,1.00,1.00,0.87,0.93
dirty,0.35,1.00,1.00,0.87,0.93
dirty,0.40,1.00,1.00,0.87,0.93
dirty,0.45,1.00,0.40,0.95,0.97
dirty,0.50,1.00,0.00,1.00,1.00
dirty,0.55,0.91,0.00,0.92,0.95
dirty,0.60,0.82,0.00,0.84,0.90
dirty,0.65,0.73,0.00,0.76,0.84
dirty,0.70,0.64,0.00,0.68,0.78
dirty,0.75,0.52,0.00,0.58,0.68
dirty,0.80,0.30,0.00,0.39,0.47
dirty,0.85,0.15,0.00,0.26,0.26
dirty,0.90,0.00,0.00,0.13,0.00
dirty,0.95,0.00,0.00,0.13,0.00
outsc,0.00,1.00,1.00,0.67,0.80
outsc,0.05,1.00,1.00,0.67,0.80
outsc,0.10,1.00,1.00,0.67,0.80
outsc,0.15,1.00,1.00,0.67,0.80
outsc,0.20,1.00,1.00,0.67,0.80
outsc,0.25,1.00,1.00,0.67,0.80
outsc,0.30,1.00,0.71,0.76,0.85
outsc,0.35,1.00,0.64,0.79,0.86
outsc,0.40,1.00,0.36,0.88,0.92
outsc,0.45,1.00,0.29,0.90,0.93
outsc,0.50,1.00,0.00,1.00,1.00
outsc,0.55,0.86,0.00,0.90,0.92
outsc,0.60,0.79,0.00,0.86,0.88
