==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,133,63,bp,14
1,133,63,SC,46
1,133,63,WP,2
1,133,63,deform,1
2,131,65,bp,31
2,131,65,SC,30
2,131,65,WP,4
3,60,136,outsc,136
4,69,127,outsc,127

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,NG,outsc,0.84,242.18
1,NG,outsc,0.88,-2813.99
2,NG,SC,0.82,-3881.90
3,NG,outsc,0.91,-3918.47
4,NG,outsc,0.91,-3798.28
5,NG,outsc,0.82,-3851.00
6,NG,outsc,0.90,-3810.67
7,NG,outsc,0.84,-3904.53
8,NG,outsc,0.89,-3830.31
9,NG,outsc,0.84,-3786.56
10,NG,bp,0.73,-3934.98
11,NG,outsc,0.85,-3906.35
12,NG,outsc,0.87,-3882.50
13,NG,outsc,0.80,-3740.55
14,NG,SC,0.82,-3889.33
15,NG,outsc,0.90,-3675.98
16,NG,outsc,0.91,-3608.57
17,NG,outsc,0.90,-3813.53
18,NG,outsc,0.89,-3943.27
19,NG,outsc,0.81,-3801.02
20,NG,outsc,0.90,-3882.56
21,NG,bp,0.67,-3901.29
22,NG,outsc,0.87,-3893.74
23,OK,OK,0.00,-541.57
24,OK,bp,0.42,-531.82
25,NG,outsc,0.87,-3796.56
26,NG,outsc,0.85,-3888.01
27,NG,outsc,0.88,-3783.49
28,NG,outsc,0.78,-3946.26
29,NG,outsc,0.87,-3801.86
30,NG,outsc,0.91,-3902.04
31,NG,SC,0.63,-3916.61
32,NG,SC,0.83,-3687.66
33,NG,SC,0.91,-3821.34
34,NG,outsc,0.87,-3853.26
35,NG,outsc,0.80,-3921.11
36,NG,outsc,0.88,-3900.88
37,NG,outsc,0.91,-3864.17
38,NG,SC,0.83,-3922.73
39,NG,outsc,0.85,-3831.33
40,NG,outsc,0.89,-3851.14
41,NG,outsc,0.89,-3931.21
42,NG,outsc,0.77,-3888.80
43,NG,outsc,0.90,-3848.95
44,NG,outsc,0.88,-3893.87
45,NG,outsc,0.90,-3882.00
46,NG,outsc,0.83,-3923.22
47,NG,outsc,0.85,-3907.08
