==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,185,125,bp,88
1,185,125,SC,28
1,185,125,WP,7
1,185,125,deform,2
2,150,160,bp,124
2,150,160,SC,26
2,150,160,WP,6
2,150,160,deform,4
3,87,223,outsc,223
4,114,196,outsc,196

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,NG,bp,0.80,-3762.85
1,OK,bp,0.35,-542.85
2,NG,outsc,0.91,-3755.26
3,NG,outsc,0.84,-3782.96
4,NG,outsc,0.94,-3787.43
5,NG,outsc,0.94,-3790.54
6,NG,outsc,0.90,-3784.36
7,NG,SC,0.86,-3785.21
8,NG,outsc,0.71,-3791.37
9,NG,outsc,0.81,-3796.56
10,NG,outsc,0.93,-3783.35
11,NG,outsc,0.88,-3783.91
12,NG,outsc,0.79,-3788.13
13,NG,SC,0.89,-3774.32
14,NG,outsc,0.89,-3769.67
15,NG,bp,0.75,-3811.84
16,NG,outsc,0.80,-3789.57
17,NG,outsc,0.89,-3777.65
18,NG,outsc,0.66,-3796.07
19,NG,outsc,0.91,-3786.19
20,NG,outsc,0.92,-3773.63
21,NG,outsc,0.93,-3766.18
22,NG,outsc,0.89,-3774.37
23,NG,outsc,0.82,-3803.91
24,NG,outsc,0.91,-3780.30
25,NG,bp,0.89,-3808.56
26,NG,outsc,0.81,-3787.20
27,NG,bp,0.72,-3788.87
28,NG,bp,0.74,-3773.84
29,NG,outsc,0.78,-3791.70
30,NG,outsc,0.92,-3777.99
31,NG,SC,0.74,-3803.47
32,NG,outsc,0.91,-3784.44
33,NG,outsc,0.85,-3753.02
34,NG,outsc,0.90,-3790.42
35,NG,outsc,0.89,-3775.49
36,NG,SC,0.91,-3794.85
37,NG,outsc,0.71,-3789.53
38,NG,outsc,0.93,-3753.68
39,NG,outsc,0.90,-3793.34
40,NG,outsc,0.83,-3801.34
41,NG,outsc,0.84,-3790.95
42,NG,bp,0.72,-3797.63
43,NG,outsc,0.92,-3794.63
44,NG,outsc,0.90,-3781.50
45,NG,outsc,0.65,-3799.47
46,NG,bp,0.77,-3800.00
47,NG,SC,0.87,-3739.29
48,NG,bp,0.91,-3786.21
49,NG,bp,0.81,-3783.99
50,NG,outsc,0.89,-3781.83
51,OK,bp,0.42,-558.59
52,NG,bp,0.83,-3808.08
53,NG,SC,0.88,-3803.05
54,NG,outsc,0.84,-3773.50
55,NG,bp,0.85,-3805.72
56,NG,outsc,0.92,-3788.67
57,NG,bp,0.75,-3790.22
58,NG,outsc,0.82,-3795.68
59,NG,outsc,0.94,-3773.46
60,NG,deform,1.00,-3808.49
61,NG,bp,0.83,-3797.30
62,NG,SC,0.92,-3782.44
63,NG,outsc,0.86,-3786.23
64,NG,outsc,0.93,-3796.28
65,NG,outsc,0.83,-3803.63
66,NG,bp,0.75,-3797.80
67,OK,OK,0.00,-563.30
68,NG,bp,0.59,-3810.63
69,NG,outsc,0.92,-3774.97
70,NG,outsc,0.90,-3782.95
71,NG,outsc,0.87,-3765.08
72,NG,bp,0.83,-3792.15
73,NG,SC,0.89,-3811.96
74,NG,outsc,0.92,-3785.72
75,NG,bp,0.73,-3800.54
76,NG,outsc,0.90,-3809.08
77,NG,SC,0.91,-3762.61
78,NG,bp,0.52,-3805.45
79,NG,outsc,0.90,-3778.57
80,NG,SC,0.90,-3798.78
81,NG,outsc,0.88,-3773.32
82,NG,bp,0.61,-3796.06
83,NG,outsc,0.78,-3804.39
84,NG,bp,0.85,-3807.40
85,NG,outsc,0.95,-3762.78
86,NG,outsc,0.79,-3783.01
87,NG,bp,0.84,-3804.16
88,NG,outsc,0.82,-3788.12
89,NG,SC,0.85,-3804.30
90,NG,outsc,0.91,-3779.72
91,OK,bp,0.42,-550.35
92,NG,outsc,0.93,-3801.13
93,NG,outsc,0.93,-3768.00
94,NG,bp,0.69,-3798.22
95,NG,outsc,0.92,-3797.30
96,NG,outsc,0.91,-3771.52
97,NG,bp,0.72,-3794.68
98,NG,outsc,0.89,-3788.32
99,NG,outsc,0.87,-3800.71
100,NG,outsc,0.93,-3779.70
101,NG,outsc,0.93,-3779.21
102,NG,outsc,0.70,-3804.38
103,NG,SC,0.87,-3796.11
104,NG,outsc,0.92,-3799.87
105,NG,outsc,0.76,-3795.67
106,NG,bp,0.87,-3789.33
107,NG,outsc,0.82,-3781.15
108,NG,bp,0.83,-3805.65
109,NG,outsc,0.87,-3793.66
110,NG,outsc,0.90,-3791.58
111,NG,outsc,0.81,-3786.46
112,NG,deform,1.00,-3793.22
113,NG,outsc,0.78,-3808.27
114,NG,bp,0.85,-3792.89
115,OK,OK,0.00,-561.44
116,NG,outsc,0.91,-3780.91
117,NG,outsc,0.74,-3802.59
118,NG,bp,0.79,-3807.26
119,NG,outsc,0.74,-3772.42
120,NG,outsc,0.88,-3771.62
121,NG,outsc,0.86,-3786.38
122,NG,outsc,0.92,-3778.05
123,NG,outsc,0.90,-3780.95
124,NG,outsc,0.89,-3767.38
125,NG,outsc,0.90,-3792.85
126,NG,outsc,0.92,-3779.45
127,NG,bp,0.81,-3788.33
128,NG,outsc,0.89,-3775.31
129,NG,outsc,0.89,-3798.96
130,NG,bp,0.90,-3799.39
131,NG,outsc,0.71,-3771.55
132,NG,outsc,0.91,-3782.12
133,NG,outsc,0.90,-3796.44
134,NG,SC,0.82,-3808.74
135,NG,outsc,0.80,-3785.46
136,NG,outsc,0.92,-3779.80
137,NG,SC,0.81,-3784.26
138,NG,bp,0.84,-3808.02
139,NG,outsc,0.91,-3769.34
140,NG,SC,0.89,-3794.91
141,NG,outsc,0.84,-3782.24
142,NG,outsc,0.77,-3779.46
143,NG,SC,0.89,-3788.84
144,NG,bp,0.84,-3803.20
145,NG,outsc,0.91,-3780.60
146,NG,outsc,0.92,-3786.24
147,NG,outsc,0.94,-3764.97
148,NG,bp,0.78,-3802.47
149,NG,outsc,0.93,-3758.12
150,NG,outsc,0.85,-3803.51
151,NG,outsc,0.90,-3755.15
152,NG,bp,0.76,-3805.61
153,NG,outsc,0.86,-3787.46
154,NG,bp,0.78,-3785.73
155,NG,outsc,0.92,-3773.73
156,NG,bp,0.62,-3801.87
157,NG,outsc,0.91,-3793.13
158,OK,OK,0.00,-542.19
159,NG,outsc,0.86,-3793.03
160,NG,outsc,0.77,-3784.48
161,NG,outsc,0.77,-3792.92
162,NG,bp,0.77,-3787.16
163,NG,outsc,0.91,-3788.71
164,NG,outsc,0.76,-3808.02
165,NG,outsc,0.90,-3776.22
166,NG,outsc,0.88,-2012.98
167,NG,outsc,0.89,-2329.78
168,NG,outsc,0.90,-2655.29
169,NG,outsc,0.83,-3021.01
170,NG,outsc,0.86,-1742.68
171,NG,outsc,0.78,211.17
172,NG,outsc,0.92,-87.74
173,NG,SC,0.79,-347.22
