==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,41,20,dirty,18
1,41,20,wr,2
2,50,11,dirty,8
2,50,11,wr,3
3,61,0,無,0
4,61,0,無,0

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,OK,OK,0.00,-372.32
1,OK,dirty,0.82,-592.95
2,OK,dirty,0.80,-590.47
3,OK,outsc,0.71,-554.60
4,OK,bp,0.43,-587.72
5,OK,OK,0.00,-573.36
6,OK,dirty,0.42,-591.77
7,OK,OK,0.00,-589.78
8,OK,OK,0.00,-590.80
9,OK,dirty,0.50,-588.42
10,OK,dirty,0.72,-581.94
11,OK,outsc,0.68,-569.57
12,OK,dirty,0.73,-562.33
13,OK,dirty,0.30,-564.78
14,OK,dirty,0.69,-554.35
15,OK,outsc,0.34,-557.13
16,OK,outsc,0.49,-569.50
17,OK,wr,0.53,-550.98
18,OK,dirty,0.78,-551.35
19,OK,OK,0.00,-556.63
20,OK,outsc,0.73,-553.77
21,OK,dirty,0.58,-550.66
22,OK,outsc,0.43,-551.78
23,OK,outsc,0.38,-562.24
24,OK,dirty,0.78,-562.92
25,OK,wr,0.65,-556.72
26,OK,outsc,0.58,-555.56
27,OK,outsc,0.82,-559.74
28,OK,outsc,0.74,-554.33
29,OK,dirty,0.54,-550.40
30,OK,outsc,0.85,-549.95
31,OK,OK,0.00,-565.85
32,OK,dirty,0.47,-554.47
33,OK,OK,0.00,-551.49
34,OK,dirty,0.76,-540.77
35,OK,outsc,0.47,-491.70
36,OK,outsc,0.52,-592.13
37,OK,outsc,0.82,-596.11
38,OK,OK,0.00,-596.53
39,OK,outsc,0.38,-587.22
40,OK,bp,0.29,-588.16
41,OK,dirty,0.56,-587.45
42,OK,bp,0.26,-587.28
43,OK,OK,0.00,-582.87
44,OK,dirty,0.42,-572.87
45,OK,dirty,0.28,-578.19
46,OK,OK,0.00,-576.09
47,OK,wr,0.31,-550.54
48,OK,outsc,0.54,-559.73
49,OK,dirty,0.81,-558.22
50,OK,outsc,0.75,-1206.13
51,OK,wr,0.84,-1210.00
52,OK,dirty,0.52,-1207.91
53,OK,dirty,0.78,-1210.33
54,OK,wr,0.81,-1212.64
55,OK,outsc,0.79,-1198.82
56,OK,dirty,0.77,-1212.40
57,OK,dirty,0.70,-1220.88
58,OK,OK,0.00,-1212.44
59,OK,wr,0.78,-1218.76
60,OK,dirty,0.80,-1218.61

==== 總體統計 ====
總樣品數,61
OK數量,61
NG數量,0
不良率(%),0.00

==== 瑕疵統計 ====
瑕疵類型,數量,比例

==== 分數分布分析 ====
瑕疵類型,樣本數量,最小值,最大值,平均值,5%分位數,25%分位數,中位數,75%分位數,95%分位數,99%分位數,推薦閾值
OK,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
dirty,23,0.28,0.82,0.63,0.30,0.50,0.70,0.78,0.81,0.82,0.81
outsc,18,0.34,0.85,0.61,0.34,0.47,0.63,0.75,0.85,0.85,0.85
bp,3,0.26,0.43,0.32,0.26,0.26,0.29,0.43,0.43,0.43,0.43
wr,6,0.31,0.84,0.65,0.31,0.53,0.71,0.81,0.84,0.84,0.84

==== ROC曲線數據 ====
瑕疵類型,閾值,真陽性率,假陽性率,準確率,F1分數
dirty,0.00,0.00,1.00,0.00,0.00
dirty,0.05,0.00,1.00,0.00,0.00
dirty,0.10,0.00,1.00,0.00,0.00
dirty,0.15,0.00,1.00,0.00,0.00
dirty,0.20,0.00,1.00,0.00,0.00
dirty,0.25,0.00,1.00,0.00,0.00
dirty,0.30,0.00,0.96,0.04,0.00
dirty,0.35,0.00,0.91,0.09,0.00
dirty,0.40,0.00,0.91,0.09,0.00
dirty,0.45,0.00,0.83,0.17,0.00
dirty,0.50,0.00,0.74,0.26,0.00
dirty,0.55,0.00,0.65,0.35,0.00
dirty,0.60,0.00,0.57,0.43,0.00
dirty,0.65,0.00,0.57,0.43,0.00
dirty,0.70,0.00,0.48,0.52,0.00
dirty,0.75,0.00,0.39,0.61,0.00
dirty,0.80,0.00,0.13,0.87,0.00
dirty,0.85,0.00,0.00,1.00,0.00
dirty,0.90,0.00,0.00,1.00,0.00
dirty,0.95,0.00,0.00,1.00,0.00

==== 混淆矩陣（使用推薦閾值）====
瑕疵類型,閾值,真陽性(TP),假陽性(FP),真陰性(TN),假陰性(FN),準確率,靈敏度,特異度
OK,0.00,0,11,0,0,0.00,0.00,0.00
dirty,0.81,0,2,21,0,0.91,0.00,0.91
outsc,0.85,0,1,17,0,0.94,0.00,0.94
bp,0.43,0,1,2,0,0.67,0.00,0.67
wr,0.84,0,1,5,0,0.83,0.00,0.83
