==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,206,104,bp,20
1,206,104,SC,75
1,206,104,WP,8
1,206,104,deform,1
2,210,100,bp,35
2,210,100,SC,57
2,210,100,WP,6
2,210,100,deform,2
3,87,223,outsc,223
4,113,197,outsc,197

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,OK,bp,0.45,-536.87
1,NG,SC,0.57,-3790.30
2,NG,outsc,0.91,-3780.15
3,NG,outsc,0.84,-3766.36
4,NG,outsc,0.94,-3776.17
5,NG,outsc,0.94,-3770.57
6,NG,outsc,0.90,-3779.15
7,NG,outsc,0.76,-3754.64
8,NG,outsc,0.71,-3780.12
9,NG,outsc,0.81,-3788.71
10,NG,outsc,0.93,-3778.06
11,NG,outsc,0.88,-3781.87
12,NG,outsc,0.79,-3605.12
13,NG,SC,0.87,-3804.40
14,NG,outsc,0.89,-3800.78
15,OK,OK,0.00,-578.78
16,NG,outsc,0.80,-3810.24
17,NG,outsc,0.89,-3808.86
18,NG,outsc,0.67,-3817.41
19,NG,outsc,0.91,-3803.51
20,NG,outsc,0.92,-3776.99
21,NG,outsc,0.93,-3780.98
22,NG,outsc,0.89,-3797.54
23,NG,outsc,0.82,-3765.76
24,NG,outsc,0.91,-3772.69
25,NG,SC,0.82,-3773.11
26,NG,outsc,0.81,-3775.50
27,NG,bp,0.76,-3789.94
28,OK,outsc,0.49,-519.37
29,NG,bp,0.80,-3784.42
30,NG,outsc,0.92,-3779.24
31,NG,bp,0.71,-3788.50
32,NG,outsc,0.91,-3669.80
33,NG,outsc,0.85,-3768.23
34,NG,outsc,0.90,-3786.87
35,NG,outsc,0.89,-3771.47
36,NG,outsc,0.79,-3789.87
37,NG,outsc,0.71,-3785.06
38,NG,outsc,0.93,-3755.17
39,NG,outsc,0.90,-3767.85
40,NG,outsc,0.82,-3787.80
41,NG,outsc,0.84,-3776.03
42,NG,WP,0.74,-3782.96
43,NG,outsc,0.92,-3773.51
44,NG,outsc,0.90,-3773.26
45,NG,outsc,0.65,-3762.27
46,OK,OK,0.00,-521.47
47,NG,outsc,0.73,-3760.10
48,NG,outsc,0.91,-3765.21
49,OK,outsc,0.40,-512.92
50,NG,outsc,0.89,-3773.43
51,OK,OK,0.00,-527.70
52,OK,SC,0.42,-524.25
53,NG,SC,0.83,-3763.20
54,NG,bp,0.84,-3764.53
55,NG,WP,0.74,-3790.55
56,NG,outsc,0.89,-3778.56
57,NG,bp,0.74,-3751.66
58,NG,outsc,0.87,-3794.00
59,NG,outsc,0.87,-3752.92
60,NG,deform,1.00,-3787.53
