==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,30,9,bp,1
1,30,9,dirty,8
2,33,6,bp,1
2,33,6,dirty,4
2,33,6,wr,1
3,36,3,outsc,3
4,30,9,outsc,9

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,NG,outsc,0.81,-3895.25
1,NG,dirty,0.50,-3914.43
2,NG,dirty,0.67,-3930.18
3,NG,outsc,0.66,-3935.26
4,OK,dirty,0.41,-579.27
5,NG,dirty,0.53,-3887.53
6,NG,wr,0.52,-3670.25
7,OK,OK,0.00,-589.82
8,OK,outsc,0.30,-570.91
9,NG,dirty,0.60,-3945.78
10,NG,dirty,0.55,-3935.17
11,NG,dirty,0.87,-3881.72
12,NG,dirty,0.63,-3929.92
13,NG,outsc,0.82,-3613.19
14,OK,dirty,0.28,-521.56
15,OK,OK,0.00,-592.20
16,OK,OK,0.00,-590.80
17,OK,OK,0.00,-528.77
18,OK,outsc,0.33,-571.51
19,OK,OK,0.00,-574.99
20,NG,dirty,0.54,-3882.60
21,NG,outsc,0.53,-3923.57
22,OK,dirty,0.30,-588.36
23,OK,OK,0.00,-574.73
24,NG,dirty,0.79,-3922.37
25,NG,dirty,0.84,-3866.93
26,NG,bp,0.76,-3869.58
27,OK,outsc,0.40,-310.31
28,OK,bp,0.37,-590.00
29,NG,outsc,0.69,-3938.72
30,NG,outsc,0.82,-3919.91
31,OK,outsc,0.44,-567.37
32,NG,outsc,0.64,-3876.76
33,OK,OK,0.00,-558.91
34,OK,dirty,0.32,-582.56
35,OK,OK,0.00,-585.03
36,NG,outsc,0.60,-3938.88
37,OK,dirty,0.47,-571.65
38,NG,outsc,0.82,-3874.52

==== 總體統計 ====
總樣品數,39
OK數量,18
NG數量,21
不良率(%),53.85

==== 瑕疵統計 ====
瑕疵類型,數量,比例
dirty,10,0.48
outsc,9,0.43
wr,1,0.05
bp,1,0.05

==== 分數分布分析 ====
瑕疵類型,樣本數量,最小值,最大值,平均值,5%分位數,25%分位數,中位數,75%分位數,95%分位數,99%分位數,推薦閾值
outsc,13,0.30,0.82,0.60,0.30,0.44,0.64,0.81,0.82,0.82,0.45
dirty,15,0.28,0.87,0.55,0.28,0.41,0.54,0.67,0.87,0.87,0.47
wr,1,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.00
OK,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
bp,2,0.37,0.76,0.57,0.37,0.37,0.57,0.76,0.76,0.76,0.38

==== ROC曲線數據 ====
瑕疵類型,閾值,真陽性率,假陽性率,準確率,F1分數

==== 混淆矩陣（使用推薦閾值）====
瑕疵類型,閾值,真陽性(TP),假陽性(FP),真陰性(TN),假陰性(FN),準確率,靈敏度,特異度
outsc,0.45,9,0,4,0,1.00,1.00,1.00
dirty,0.47,10,0,5,0,1.00,1.00,1.00
wr,0.00,1,0,0,0,1.00,1.00,0.00
OK,0.00,0,8,0,0,0.00,0.00,0.00
bp,0.38,1,0,1,0,1.00,1.00,1.00
