==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,337,49,bp,16
1,337,49,SC,30
1,337,49,WP,3
2,297,89,bp,46
2,297,89,SC,35
2,297,89,WP,6
2,297,89,deform,2
3,297,89,outsc,89
4,307,79,outsc,79

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,NG,outsc,0.85,-3906.48
1,NG,outsc,0.88,-3807.95
2,OK,OK,0.00,-223.32
3,OK,outsc,0.66,-576.56
4,OK,bp,0.42,-590.88
5,OK,OK,0.00,-584.08
6,OK,OK,0.00,-572.53
7,NG,bp,0.74,-3870.51
8,OK,SC,0.46,-565.66
9,OK,outsc,0.60,-530.20
10,NG,bp,0.60,-3943.43
11,OK,OK,0.00,-585.10
12,OK,bp,0.43,-582.22
13,OK,bp,0.43,-580.20
14,NG,bp,0.55,-3949.55
15,OK,OK,0.00,-570.74
16,OK,outsc,0.30,-563.21
17,OK,outsc,0.33,-491.27
18,OK,bp,0.39,-583.66
19,OK,SC,0.47,-584.96
20,OK,bp,0.34,-570.66
21,OK,bp,0.35,-575.84
22,NG,bp,0.54,-3953.71
23,NG,bp,0.71,-3941.24
24,OK,OK,0.00,-562.06
25,OK,OK,0.00,-552.85
26,OK,bp,0.35,-562.40
27,NG,bp,0.78,-3935.21
28,OK,OK,0.00,-586.56
29,NG,SC,0.79,-3951.97
30,NG,bp,0.51,-3953.95
31,OK,bp,0.28,-575.07
32,OK,OK,0.00,-583.33
33,OK,bp,0.39,-586.06
34,OK,outsc,0.67,-554.30
35,NG,SC,0.55,-3945.90
36,OK,WP,0.32,-583.80
37,OK,OK,0.00,-591.03
38,OK,outsc,0.48,-557.07
39,OK,OK,0.00,-585.83
40,OK,bp,0.30,-578.44
41,OK,OK,0.00,-538.77
42,OK,OK,0.00,-558.47
43,OK,OK,0.00,-372.75
44,OK,bp,0.43,-590.42
45,NG,outsc,0.77,-3932.26
46,OK,OK,0.00,-578.45
47,OK,bp,0.47,-592.13
48,OK,OK,0.00,-514.14
49,OK,OK,0.00,-580.07
50,NG,SC,0.54,-3925.68
51,OK,OK,0.00,-581.60
52,OK,OK,0.00,-578.97
53,OK,OK,0.00,-570.55
54,NG,outsc,0.88,-3646.09
55,NG,bp,0.64,-3961.53
56,OK,OK,0.00,-582.30
57,NG,bp,0.61,-3942.70
58,NG,outsc,0.89,-3908.82
59,OK,OK,0.00,-582.64
60,NG,bp,0.52,-3921.50
61,NG,bp,0.57,-3923.50
62,NG,bp,0.57,-3957.02
63,OK,OK,0.00,-571.21
64,NG,outsc,0.91,-3878.05
65,NG,outsc,0.86,-3870.31
66,OK,outsc,0.32,-576.40
67,NG,bp,0.66,-3916.65
68,OK,bp,0.31,-558.58
69,OK,bp,0.40,-547.36
70,OK,OK,0.00,-352.80
71,OK,OK,0.00,-573.96
72,OK,outsc,0.51,-578.00
73,OK,OK,0.00,-1279.52
74,OK,OK,0.00,-1276.87
75,OK,OK,0.00,-1271.51
76,OK,OK,0.00,-1185.23
77,OK,bp,0.45,-1245.62
78,OK,bp,0.48,-1261.64
79,OK,OK,0.00,-1211.87
80,OK,OK,0.00,-1277.84
81,NG,outsc,0.81,-3957.57
82,OK,SC,0.44,-1271.61
83,OK,bp,0.32,-1265.72
84,OK,bp,0.49,-1140.23
85,OK,outsc,0.61,-1013.02
86,OK,OK,0.00,-1276.41
87,OK,bp,0.48,-1271.66
88,OK,bp,0.49,-1242.64
89,OK,bp,0.28,-1270.01
90,OK,OK,0.00,-1262.64
91,NG,outsc,0.83,-3916.23
92,NG,SC,0.62,-3884.04
93,OK,OK,0.00,-1242.64
94,OK,OK,0.00,-1045.81
95,OK,outsc,0.32,-1263.73
96,NG,SC,0.63,-3956.62
97,OK,OK,0.00,-1273.46
98,OK,outsc,0.30,-1268.34
99,OK,OK,0.00,-1267.54
100,OK,outsc,0.27,-1259.22
101,OK,OK,0.00,-1254.21
102,OK,OK,0.00,787.45
103,NG,WP,0.60,-1066.48
104,OK,OK,0.00,1734.08
105,OK,OK,0.00,1618.49
106,OK,SC,0.40,1136.76
107,OK,OK,0.00,605.92
