==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,10,90,bp,1
1,10,90,dirty,9
1,10,90,wr,80
2,5,95,bp,1
2,5,95,dirty,32
2,5,95,wr,62
3,73,27,outsc,27
4,73,27,outsc,27

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,NG,dirty,0.80,-3859.06
1,NG,wr,0.83,-3562.18
2,NG,wr,0.86,-3921.91
3,NG,wr,0.84,-3936.08
4,NG,wr,0.84,-3892.19
5,NG,wr,0.87,-3927.93
6,NG,dirty,0.75,-3929.23
7,NG,wr,0.91,-3912.68
8,NG,wr,0.87,-3904.41
9,NG,wr,0.88,-3898.21
10,NG,wr,0.68,-3637.16
11,NG,dirty,0.80,-3876.54
12,NG,wr,0.84,-3928.91
13,NG,wr,0.86,-3926.90
14,NG,dirty,0.84,-3907.37
15,NG,wr,0.85,-3882.09
16,NG,wr,0.73,-3914.78
17,NG,wr,0.85,-3918.11
18,NG,wr,0.88,-3903.00
19,NG,wr,0.86,-3460.16
20,NG,wr,0.85,-3624.79
21,OK,wr,0.36,-563.10
22,NG,outsc,0.89,-3799.51
23,NG,wr,0.83,-3624.94
24,NG,outsc,0.86,-3937.04
25,NG,wr,0.64,-3933.22
26,NG,outsc,0.87,-3900.69
27,NG,wr,0.86,-3901.15
28,NG,wr,0.82,-3711.57
29,NG,wr,0.88,-3828.36
30,NG,wr,0.85,-3901.47
31,NG,dirty,0.73,-3906.57
32,NG,wr,0.74,-3905.37
33,NG,wr,0.84,-3831.87
34,NG,wr,0.85,-3934.12
35,NG,wr,0.86,-3944.66
36,NG,wr,0.86,-3915.37
37,NG,dirty,0.73,-3907.38
38,NG,wr,0.87,-3858.06
39,NG,wr,0.85,-3901.30
40,NG,dirty,0.60,-3892.64
41,NG,wr,0.73,-3905.84
42,NG,outsc,0.84,-1827.21
43,NG,dirty,0.69,-2696.82
44,NG,wr,0.89,-1856.83
45,NG,wr,0.76,-1839.71
46,NG,wr,0.83,-1860.07
47,NG,dirty,0.85,-2088.28
48,NG,wr,0.85,-2375.87
49,NG,wr,0.85,-3276.50
50,NG,wr,0.86,-3938.54
51,NG,wr,0.80,-3933.19
52,NG,wr,0.85,-3930.20
53,NG,wr,0.87,-3916.42
54,NG,wr,0.86,-3893.61
55,NG,wr,0.89,-3939.01
56,NG,outsc,0.80,-3914.92
57,NG,dirty,0.71,-3934.64
