==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,22,78,bp,3
1,22,78,dirty,10
1,22,78,wr,65
2,23,77,bp,1
2,23,77,dirty,18
2,23,77,wr,58
3,69,31,outsc,31
4,75,25,outsc,25

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,NG,dirty,0.85,-3904.33
1,NG,wr,0.87,-3624.59
2,NG,wr,0.83,-3934.38
3,NG,wr,0.85,-3904.68
4,OK,outsc,0.38,-577.06
5,NG,wr,0.86,-3938.91
6,NG,dirty,0.66,-3938.42
7,NG,wr,0.78,-3929.27
8,NG,wr,0.89,-3929.06
9,NG,dirty,0.85,-3714.80
10,OK,wr,0.36,-587.51
11,NG,outsc,0.76,-3935.00
12,NG,outsc,0.82,-3922.09
13,NG,dirty,0.77,-3923.91
14,NG,dirty,0.78,-3897.33
15,NG,wr,0.70,-3913.73
16,NG,wr,0.62,-3771.71
17,NG,wr,0.74,-3923.05
18,NG,wr,0.86,-3849.71
19,NG,outsc,0.77,-3883.72
20,NG,wr,0.77,-3934.83
21,NG,outsc,0.81,-3895.51
22,NG,wr,0.78,-3894.13
23,NG,wr,0.84,-3911.44
24,NG,outsc,0.83,-3922.12
25,NG,dirty,0.85,-3920.51
26,NG,wr,0.81,-3931.91
27,NG,bp,0.84,-3894.20
28,NG,wr,0.63,-3898.68
29,NG,outsc,0.89,-3785.85
30,NG,wr,0.86,-3849.35
31,NG,outsc,0.81,-3605.26
32,NG,wr,0.85,-3921.89
33,NG,wr,0.88,-3913.39
34,NG,dirty,0.77,-3909.15
35,NG,wr,0.80,-3910.29
36,NG,wr,0.77,-3929.32
37,NG,wr,0.80,-3909.38
38,NG,wr,0.82,-3919.83
39,OK,outsc,0.29,-569.48
40,NG,outsc,0.67,-3936.63
41,NG,wr,0.86,-3926.56
42,NG,dirty,0.85,-3907.06
43,NG,wr,0.73,-3692.20
44,NG,outsc,0.76,-3895.54
45,NG,wr,0.63,-3924.33
46,NG,wr,0.88,-3905.97
47,NG,wr,0.72,-3902.32
48,NG,wr,0.82,-3910.94
49,NG,dirty,0.83,-3922.51
50,NG,wr,0.87,-3900.49
51,NG,wr,0.78,-3716.45
52,NG,dirty,0.72,-3942.22
53,NG,wr,0.90,-3933.88
54,NG,wr,0.86,-3830.03
55,NG,wr,0.80,-3907.71
56,NG,wr,0.91,-3905.66
57,NG,wr,0.75,-3946.89
58,NG,wr,0.88,-3908.74
59,NG,wr,0.53,-3920.67
60,OK,dirty,0.34,-568.18
61,NG,wr,0.85,-3896.83
62,NG,outsc,0.86,-3552.84
63,NG,wr,0.89,-3761.00
64,NG,outsc,0.84,-3939.24
65,OK,outsc,0.39,-553.21
66,NG,dirty,0.85,-3590.27
67,NG,wr,0.81,-3943.68
68,NG,wr,0.88,-1882.59
69,NG,outsc,0.88,-3033.26
70,NG,wr,0.83,-2086.42
71,NG,wr,0.83,-1874.55
72,NG,wr,0.88,-2288.56
73,NG,wr,0.85,-3021.56
74,NG,outsc,0.85,-3778.88
75,NG,wr,0.84,-3771.10
76,NG,wr,0.52,-3939.70
77,NG,wr,0.84,-3897.34
78,NG,outsc,0.73,-3868.37
79,NG,dirty,0.80,-3855.15
80,NG,dirty,0.68,-3901.20
81,NG,wr,0.71,-3719.59
82,NG,wr,0.83,-3918.69
83,NG,wr,0.83,-3905.30
84,NG,outsc,0.91,-3689.92
85,NG,wr,0.88,-3845.92
86,NG,wr,0.79,-3808.11
87,NG,outsc,0.88,-3897.76
88,NG,wr,0.88,-3915.49
89,NG,wr,0.84,-3887.11
90,NG,wr,0.89,-3920.31
91,NG,dirty,0.88,-3868.45
92,NG,outsc,0.56,-3604.48
93,NG,wr,0.76,-3918.26
94,NG,outsc,0.84,-3624.90
95,NG,wr,0.85,-3919.35
96,NG,wr,0.69,-3930.65
97,OK,outsc,0.36,-558.90
98,NG,dirty,0.75,-3923.73
99,NG,wr,0.87,-3736.27

==== 總體統計 ====
總樣品數,100
OK數量,6
NG數量,94
不良率(%),94.00

==== 瑕疵統計 ====
瑕疵類型,數量,比例
wr,60,0.64
outsc,18,0.19
dirty,15,0.16
bp,1,0.01

==== 分數分布分析 ====
瑕疵類型,樣本數量,最小值,最大值,平均值,5%分位數,25%分位數,中位數,75%分位數,95%分位數,99%分位數,推薦閾值
dirty,16,0.34,0.88,0.77,0.34,0.75,0.79,0.85,0.88,0.88,0.34
wr,61,0.36,0.91,0.80,0.62,0.77,0.83,0.86,0.89,0.91,0.37
outsc,22,0.29,0.91,0.72,0.36,0.67,0.81,0.85,0.89,0.91,0.40
bp,1,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.00

==== ROC曲線數據 ====
瑕疵類型,閾值,真陽性率,假陽性率,準確率,F1分數
wr,0.00,1.00,1.00,0.98,0.99
wr,0.05,1.00,1.00,0.98,0.99
wr,0.10,1.00,1.00,0.98,0.99
wr,0.15,1.00,1.00,0.98,0.99
wr,0.20,1.00,1.00,0.98,0.99
wr,0.25,1.00,1.00,0.98,0.99
wr,0.30,1.00,1.00,0.98,0.99
wr,0.35,1.00,1.00,0.98,0.99
wr,0.40,1.00,0.00,1.00,1.00
wr,0.45,1.00,0.00,1.00,1.00
wr,0.50,1.00,0.00,1.00,1.00
wr,0.55,0.97,0.00,0.97,0.98
wr,0.60,0.97,0.00,0.97,0.98
wr,0.65,0.92,0.00,0.92,0.96
wr,0.70,0.90,0.00,0.90,0.95
wr,0.75,0.82,0.00,0.82,0.90
wr,0.80,0.65,0.00,0.66,0.79
wr,0.85,0.37,0.00,0.38,0.54
wr,0.90,0.03,0.00,0.05,0.06
wr,0.95,0.00,0.00,0.02,0.00
outsc,0.00,1.00,1.00,0.82,0.90
outsc,0.05,1.00,1.00,0.82,0.90
outsc,0.10,1.00,1.00,0.82,0.90
outsc,0.15,1.00,1.00,0.82,0.90
outsc,0.20,1.00,1.00,0.82,0.90
outsc,0.25,1.00,1.00,0.82,0.90
outsc,0.30,1.00,0.75,0.86,0.92
outsc,0.35,1.00,0.75,0.86,0.92
outsc,0.40,1.00,0.00,1.00,1.00
outsc,0.45,1.00,0.00,1.00,1.00
outsc,0.50,1.00,0.00,1.00,1.00
outsc,0.55,1.00,0.00,1.00,1.00
outsc,0.60,0.94,0.00,0.95,0.97
outsc,0.65,0.94,0.00,0.95,0.97
