==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,69,6,SC,5
1,69,6,INP,1
2,67,8,SC,4
2,67,8,NULL_invalid,2
2,67,8,INP,1
2,67,8,deform,1
3,71,4,OTP,4
4,70,5,OTP,5

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,OK,OK,0.00,3504.14
1,NG,SC,0.78,-1348.88
2,OK,OK,0.00,1808.25
3,OK,OK,0.00,1473.11
4,OK,OK,0.00,1013.81
5,OK,OK,0.00,800.03
6,NG,SC,0.60,-2992.52
7,OK,OK,0.00,104.67
8,NG,SC,0.86,-3987.26
9,OK,OK,0.00,-597.57
10,OK,OK,0.00,-585.06
11,OK,OK,0.00,-587.84
12,NG,SC,0.64,-3959.76
13,OK,OK,0.00,-278.14
14,OK,OK,0.00,-585.20
15,OK,SC,0.00,-582.55
16,OK,OK,0.00,-609.55
17,OK,OK,0.00,-608.57
18,OK,OK,0.00,-576.61
19,OK,OK,0.00,-603.94
20,OK,OK,0.00,-584.57
21,OK,OK,0.00,-454.68
22,OK,OK,0.00,-611.11
23,NG,OTP,0.70,-3979.69
24,NG,OTP,0.50,-3975.75
25,OK,OK,0.00,-609.85
26,OK,OK,0.00,-602.67
27,OK,INP,0.00,-603.30
28,OK,OK,0.00,-596.84
29,OK,SC,0.00,-602.78
30,NG,OTP,0.54,-3971.55
31,OK,OK,0.00,-615.99
32,OK,OK,0.00,-610.84
33,OK,OK,0.00,-598.77
34,OK,OK,0.00,-598.48
35,OK,OK,0.00,-593.11
36,OK,OK,0.00,-405.67
37,OK,OK,0.00,-602.22
38,OK,OK,0.00,-604.70
39,NG,OTP,0.55,-3988.68
40,NG,OTP,0.61,-3936.83
41,OK,OK,0.00,-591.97
42,OK,OK,0.00,-579.29
43,OK,OK,0.00,-596.21
44,OK,OK,0.00,-593.31
45,NG,INP,0.73,-3974.01
46,OK,OK,0.00,-427.66
47,OK,OK,0.00,-606.13
48,OK,OK,0.00,-599.90
49,OK,OK,0.00,-614.76
50,OK,OK,0.00,-601.10
51,OK,OK,0.00,-588.25
52,NG,SC,0.79,-3979.67
53,OK,OK,0.00,-529.76
54,OK,OK,0.00,-596.31
55,OK,OK,0.00,-407.90
56,OK,OK,0.00,-602.67
57,OK,OK,0.00,-581.50
58,NG,SC,0.61,-3994.30
59,OK,OK,0.00,-606.43
60,OK,OK,0.00,-606.23
61,NG,OTP,0.54,-3981.98
62,OK,OK,0.00,-578.31
63,OK,OK,0.00,-601.13
64,OK,OK,0.00,-580.89
65,OK,OK,0.00,-566.97
66,NG,deform,1.00,-3797.60
67,OK,OK,0.00,-615.71
68,OK,OK,0.00,-610.69
69,OK,OK,0.00,-592.78
70,OK,OK,0.00,-1282.17
71,NG,SC,0.76,-3767.13
72,OK,OK,0.00,-1282.39
73,OK,NULL_invalid,1.00,-1273.37
74,OK,NULL_invalid,1.00,-1272.41

==== 總體統計 ====
總樣品數,75
OK數量,60
NG數量,15
不良率(%),20.00

==== 瑕疵統計 ====
瑕疵類型,數量,比例
SC,7,0.47
OTP,6,0.40
INP,1,0.07
deform,1,0.07

==== 分數分布分析 ====
瑕疵類型,樣本數量,最小值,最大值,平均值,5%分位數,25%分位數,中位數,75%分位數,95%分位數,99%分位數,推薦閾值
OK,55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,9,0.00,0.86,0.56,0.00,0.60,0.64,0.78,0.86,0.86,0.01
OTP,6,0.50,0.70,0.57,0.50,0.54,0.54,0.61,0.70,0.70,0.00
INP,2,0.00,0.73,0.36,0.00,0.00,0.36,0.73,0.73,0.73,0.01
deform,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
NULL_invalid,2,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00

==== ROC曲線數據 ====
瑕疵類型,閾值,真陽性率,假陽性率,準確率,F1分數
OK,0.00,0.00,1.00,0.00,0.00
OK,0.05,0.00,0.00,1.00,0.00
OK,0.10,0.00,0.00,1.00,0.00
OK,0.15,0.00,0.00,1.00,0.00
OK,0.20,0.00,0.00,1.00,0.00
OK,0.25,0.00,0.00,1.00,0.00
OK,0.30,0.00,0.00,1.00,0.00
OK,0.35,0.00,0.00,1.00,0.00
OK,0.40,0.00,0.00,1.00,0.00
OK,0.45,0.00,0.00,1.00,0.00
OK,0.50,0.00,0.00,1.00,0.00
OK,0.55,0.00,0.00,1.00,0.00
OK,0.60,0.00,0.00,1.00,0.00
OK,0.65,0.00,0.00,1.00,0.00
OK,0.70,0.00,0.00,1.00,0.00
OK,0.75,0.00,0.00,1.00,0.00
OK,0.80,0.00,0.00,1.00,0.00
OK,0.85,0.00,0.00,1.00,0.00
OK,0.90,0.00,0.00,1.00,0.00
OK,0.95,0.00,0.00,1.00,0.00

==== 混淆矩陣（使用推薦閾值）====
瑕疵類型,閾值,真陽性(TP),假陽性(FP),真陰性(TN),假陰性(FN),準確率,靈敏度,特異度
OK,0.00,0,55,0,0,0.00,0.00,0.00
SC,0.01,7,0,2,0,1.00,1.00,1.00
OTP,0.00,6,0,0,0,1.00,1.00,0.00
INP,0.01,1,0,1,0,1.00,1.00,1.00
deform,0.00,1,0,0,0,1.00,1.00,0.00
NULL_invalid,1.00,0,2,0,0,0.00,0.00,0.00
