==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,221,2125,SC,1978
1,221,2125,INP,26
1,221,2125,deform,121
2,738,1608,SC,1485
2,738,1608,NULL_invalid,17
2,738,1608,INP,8
2,738,1608,deform,98
3,2146,200,OTP,200
4,2208,138,OTP,138

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,NG,SC,0.81,-3715.75
1,NG,SC,0.76,-3904.94
2,NG,SC,0.82,-3967.78
3,NG,SC,0.83,-3974.68
4,NG,SC,0.79,-3971.66
5,NG,SC,0.84,-3966.22
6,NG,SC,0.88,-3957.68
7,NG,SC,0.66,-3965.23
8,NG,SC,0.71,-3948.95
9,NG,SC,0.83,-3943.91
10,NG,OTP,0.81,-3968.05
11,NG,SC,0.67,-3970.73
12,NG,SC,0.85,-3969.44
13,NG,SC,0.84,-3889.96
14,NG,SC,0.83,-3933.72
15,NG,,-,-3950.31
16,NG,SC,0.79,-3950.87
17,NG,SC,0.51,-3947.88
18,NG,SC,0.72,-3947.48
19,NG,SC,0.74,-3939.76
20,NG,SC,0.82,-3907.04
21,NG,SC,0.86,-3945.98
22,NG,SC,0.82,-3936.95
23,NG,deform,1.00,-3882.22
24,NG,SC,0.81,-3978.27
25,NG,SC,0.71,-3967.76
26,NG,SC,0.79,-3973.77
27,NG,SC,0.63,-3968.86
28,NG,deform,1.00,-3966.32
29,NG,SC,0.61,-3732.38
30,NG,SC,0.87,-3974.96
31,NG,SC,0.73,-3976.55
32,NG,SC,0.66,-3930.36
33,NG,SC,0.84,-3959.84
34,NG,SC,0.81,-3973.93
35,NG,SC,0.54,-3974.51
36,NG,SC,0.73,-3965.35
37,NG,SC,0.73,-3957.12
38,NG,SC,0.72,-3956.48
39,NG,SC,0.82,-3943.75
40,NG,SC,0.85,-3930.79
41,NG,deform,1.00,-3770.27
42,NG,deform,1.00,-3970.09
43,NG,OTP,0.77,-3971.93
44,NG,SC,0.87,-3969.28
45,NG,SC,0.85,-3972.66
46,NG,SC,0.77,-3916.68
47,NG,SC,0.86,-3957.68
48,NG,SC,0.77,-3963.96
49,NG,SC,0.72,-3945.38
50,NG,SC,0.87,-3897.52
51,NG,SC,0.85,-3915.42
52,NG,SC,0.52,-3934.62
53,NG,SC,0.85,-3659.91
54,NG,SC,0.82,-3912.88
55,NG,SC,0.87,-3976.06
56,NG,SC,0.63,-3933.15
57,NG,,-,-1920.76
58,NG,,-,-76.76
59,NG,SC,0.87,-626.57
60,NG,SC,0.71,-914.67
61,NG,SC,0.67,-1292.06
62,NG,SC,0.81,-1607.30
63,NG,SC,0.88,-2776.80
64,NG,SC,0.73,-3085.35
65,NG,deform,1.00,-3735.25
66,NG,SC,0.84,-3967.75
67,NG,SC,0.53,-3965.46
68,NG,SC,0.84,-3938.05
69,NG,,-,-3961.50
70,NG,SC,0.87,-3965.31
71,NG,SC,0.79,-3689.32
72,NG,SC,0.83,-3952.33
73,NG,SC,0.78,-3975.08
74,NG,deform,1.00,-3970.73
75,NG,SC,0.64,-3969.83
76,NG,SC,0.81,-3975.96
77,NG,SC,0.85,-3944.55
78,NG,SC,0.82,-3671.64
79,NG,SC,0.81,-3900.14
80,NG,SC,0.72,-3964.05
81,NG,SC,0.58,-3985.86
82,NG,SC,0.82,-3965.45
83,NG,SC,0.73,-3968.88
84,NG,SC,0.83,-3954.07
85,NG,deform,1.00,-3963.14
86,NG,SC,0.78,-3901.48
87,NG,deform,1.00,-3759.07
88,NG,deform,1.00,-3974.28
89,NG,SC,0.78,-3975.65
90,NG,SC,0.83,-3967.13
91,NG,SC,0.74,-3958.46
92,NG,SC,0.57,-3969.25
93,NG,SC,0.81,-3972.12
94,NG,SC,0.87,-3960.00
95,NG,SC,0.73,-3959.23
96,NG,SC,0.78,-3955.00
97,NG,SC,0.86,-3610.86
98,NG,SC,0.80,-3965.12
99,NG,SC,0.85,-3967.14
100,NG,SC,0.80,-3973.18
101,NG,SC,0.70,-3959.57
102,NG,SC,0.56,-3967.68
103,NG,SC,0.83,-3961.77
104,NG,SC,0.68,-3919.12
105,NG,SC,0.82,-3959.98
106,NG,SC,0.80,-3613.24
107,NG,SC,0.79,-3973.58
108,NG,SC,0.83,-3971.14
109,NG,,-,-3973.93
110,NG,SC,0.88,-3966.05
111,NG,SC,0.79,-3958.68
112,NG,,-,-3907.75
113,NG,deform,1.00,-3950.18
114,NG,deform,1.00,-3950.68
115,NG,SC,0.75,-3638.23
116,NG,SC,0.83,-3941.18
117,NG,SC,0.85,-3967.21
118,NG,SC,0.84,-3973.31
119,NG,SC,0.70,-3970.68
120,NG,SC,0.77,-3973.13
121,NG,INP,0.86,-3970.90
122,NG,SC,0.83,-3968.95
123,NG,SC,0.81,-3951.23
124,NG,SC,0.62,-3950.34
125,NG,SC,0.78,-3858.00
126,NG,SC,0.61,-3956.52
127,NG,SC,0.79,-3947.77
128,NG,SC,0.87,-3939.76
129,NG,SC,0.86,-3740.88
130,NG,SC,0.75,-3969.43
131,NG,SC,0.79,-3955.23
132,NG,SC,0.84,-3976.91
133,NG,SC,0.84,-3964.32
134,NG,SC,0.85,-3948.32
135,NG,SC,0.79,-3958.76
136,NG,deform,1.00,-3966.14
137,NG,SC,0.82,-3919.70
138,NG,SC,0.77,-3974.00
139,NG,OTP,0.55,-3972.12
140,NG,SC,0.63,-3931.80
141,NG,SC,0.76,-3962.95
142,NG,SC,0.83,-3949.36
143,NG,SC,0.82,-3946.82
144,NG,deform,1.00,-3795.34
145,NG,SC,0.85,-3944.69
146,NG,SC,0.71,-3969.16
147,NG,deform,1.00,-3969.18
148,NG,SC,0.80,-3972.58
149,NG,SC,0.87,-3944.16
150,NG,SC,0.71,-3948.93
151,NG,SC,0.67,-3949.31
152,NG,SC,0.70,-3932.04
153,NG,SC,0.53,-3956.56
154,NG,SC,0.67,-3944.95
155,NG,SC,0.82,-3923.82
156,NG,SC,0.75,-3940.82
157,NG,SC,0.76,-3969.28
158,NG,SC,0.77,-3973.69
159,NG,SC,0.78,-3958.61
160,NG,SC,0.79,-3966.88
161,NG,SC,0.86,-3957.08
162,NG,,-,-3709.92
163,NG,SC,0.79,-3970.80
164,NG,SC,0.81,-3967.55
165,NG,SC,0.67,-3967.66
166,NG,SC,0.77,-3950.89
167,NG,OTP,0.74,-3947.43
168,NG,SC,0.51,-3958.46
169,NG,SC,0.85,-3901.47
170,NG,SC,0.67,-3668.08
171,NG,SC,0.69,-3968.61
172,NG,SC,0.85,-3624.07
173,NG,SC,0.84,-3926.97
174,NG,SC,0.73,-3972.59
175,NG,,-,-3963.23
176,NG,SC,0.85,-3918.68
177,NG,,-,-3954.54
178,NG,SC,0.74,-3965.97
179,NG,SC,0.81,-3955.40
180,NG,SC,0.81,-3957.37
181,NG,SC,0.86,-3940.34
182,NG,SC,0.85,-3937.50
183,NG,SC,0.79,-3942.28
184,NG,SC,0.80,-3837.03
185,NG,SC,0.88,-3973.28
186,NG,SC,0.74,-3968.42
187,NG,SC,0.63,-3968.94
188,NG,SC,0.84,-3967.43
189,NG,SC,0.88,-3965.31
190,NG,SC,0.75,-3965.61
191,NG,SC,0.66,-3835.56
192,NG,SC,0.83,-3897.13
193,NG,SC,0.80,-3921.79
194,NG,SC,0.76,-3953.28
195,NG,SC,0.76,-3951.28
196,NG,deform,1.00,-3763.05
197,NG,SC,0.88,-3959.70
198,NG,SC,0.55,-3957.73
199,NG,SC,0.65,-3966.61
200,NG,SC,0.82,-3967.27
201,NG,SC,0.83,-3946.20
202,NG,SC,0.71,-3643.30
203,NG,SC,0.82,-3931.36
204,NG,SC,0.83,-3972.78
205,NG,SC,0.76,-3974.62
206,NG,SC,0.51,-3962.07
207,NG,SC,0.75,-3955.72
