==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數
0,OK,bp,0.42,43.17
1,OK,outsc,0.32,78.77
2,OK,OK,0.00,35.85
3,OK,outsc,0.26,44.84
4,NG,outsc,0.83,-3208.39
5,OK,outsc,0.43,29.07
6,OK,OK,0.00,37.91
7,NG,outsc,0.81,-3246.00
8,OK,OK,0.00,164.53
9,OK,OK,0.00,67.56
10,OK,OK,0.00,-6.83
11,OK,OK,0.00,-17.02
12,NG,outsc,0.77,-3396.65
13,NG,outsc,0.80,-3182.36
14,NG,dirty,0.72,-3179.20
15,OK,OK,0.00,133.13
16,OK,OK,0.00,33.23
17,OK,OK,0.00,-11.76
18,OK,OK,0.00,-78.48
19,NG,outsc,0.67,-3502.35
20,NG,outsc,0.80,-3530.33
21,OK,OK,0.00,-227.17
22,OK,OK,0.00,-306.05
23,OK,wr,0.47,-322.69
24,NG,outsc,0.63,-3720.31
25,OK,OK,0.00,-319.28
26,OK,OK,0.00,-389.78
27,NG,outsc,0.80,-3862.68
28,NG,outsc,0.70,-3836.78
29,OK,OK,0.00,-505.67
30,OK,OK,0.00,-506.66
31,NG,outsc,0.81,-3657.79
32,OK,OK,0.00,-402.15
33,OK,OK,0.00,-487.61
34,OK,OK,0.00,-446.30
35,OK,OK,0.00,-244.83
36,NG,cf,0.57,-3678.96
37,NG,cf,0.60,-3758.11
38,OK,OK,0.00,-500.51
39,NG,outsc,0.89,-3821.81
40,NG,cf,0.55,-3848.72
41,OK,outsc,0.25,-501.05
42,OK,outsc,0.30,-475.41
43,NG,outsc,0.85,-3697.26
44,OK,OK,0.00,-412.50
45,OK,OK,0.00,-492.13
46,OK,OK,0.00,-502.11
47,OK,OK,0.00,-242.37
48,OK,outsc,0.34,-306.37
49,NG,outsc,0.70,-3679.41
50,OK,outsc,0.28,-369.80
51,OK,OK,0.00,-498.00
52,OK,OK,0.00,-509.15
53,NG,outsc,0.62,-3855.90
54,NG,outsc,0.56,-3814.44
55,OK,OK,0.00,-511.04
56,OK,OK,0.00,-411.53
57,OK,OK,0.00,-440.35
58,OK,OK,0.00,-503.88
59,NG,outsc,0.69,-3863.05
60,OK,OK,0.00,-244.97
61,OK,OK,0.00,-354.07
62,OK,OK,0.00,-417.75
63,OK,OK,0.00,-513.51
64,OK,OK,0.00,-511.03
65,OK,dirty,0.31,-491.66
66,OK,OK,0.00,-451.23
67,OK,OK,0.00,-504.33
68,OK,OK,0.00,-491.89
69,OK,OK,0.00,-497.92
70,NG,outsc,0.59,-3816.57
71,OK,OK,0.00,-1132.05
72,OK,OK,0.00,-930.31
73,NG,outsc,0.78,-3703.09
74,OK,OK,0.00,-1086.33
75,NG,outsc,0.87,-3824.31
76,OK,outsc,0.29,-1165.43
77,OK,OK,0.00,-1168.09
78,OK,outsc,0.42,-1155.09
79,OK,OK,0.00,-1133.71
80,NG,outsc,0.69,-3795.98
81,OK,OK,0.00,-1114.48
82,NG,outsc,0.54,-3852.44
83,OK,OK,0.00,-1035.92
84,OK,outsc,0.47,-981.41
85,OK,OK,0.00,-984.91
86,NG,outsc,0.87,-3689.94
87,OK,OK,0.00,-1015.04
88,OK,OK,0.00,-1089.99
89,NG,outsc,0.92,-3831.27
90,OK,outsc,0.29,-1110.45
91,OK,OK,0.00,-1133.69
92,OK,OK,0.00,-907.73
93,OK,OK,0.00,-1042.01

==== 總體統計 ====

==== 分數分布分析 ====
瑕疵類型,樣本數量,最小值,最大值,平均值,5%分位數,25%分位數,中位數,75%分位數,95%分位數,99%分位數,推薦閾值
bp,1,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
outsc,34,0.25,0.92,0.61,0.26,0.42,0.68,0.80,0.89,0.92,0.48
OK,53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
dirty,2,0.31,0.72,0.51,0.31,0.31,0.51,0.72,0.72,0.72,0.32
wr,1,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47
cf,3,0.55,0.60,0.57,0.55,0.55,0.57,0.60,0.60,0.60,0.00

==== ROC曲線數據 ====
瑕疵類型,閾值,真陽性率,假陽性率,準確率,F1分數
outsc,0.00,1.00,1.00,0.68,0.81
outsc,0.05,1.00,1.00,0.68,0.81
outsc,0.10,1.00,1.00,0.68,0.81
outsc,0.15,1.00,1.00,0.68,0.81
outsc,0.20,1.00,1.00,0.68,0.81
outsc,0.25,1.00,1.00,0.68,0.81
outsc,0.30,1.00,0.45,0.85,0.90
outsc,0.35,1.00,0.27,0.91,0.94
outsc,0.40,1.00,0.27,0.91,0.94
outsc,0.45,1.00,0.09,0.97,0.98
outsc,0.50,1.00,0.00,1.00,1.00
outsc,0.55,0.96,0.00,0.97,0.98
outsc,0.60,0.87,0.00,0.91,0.93
outsc,0.65,0.78,0.00,0.85,0.88
outsc,0.70,0.65,0.00,0.76,0.79
outsc,0.75,0.57,0.00,0.71,0.72
outsc,0.80,0.43,0.00,0.62,0.61
outsc,0.85,0.17,0.00,0.44,0.30
outsc,0.90,0.04,0.00,0.35,0.08
outsc,0.95,0.00,0.00,0.32,0.00
OK,0.00,0.00,1.00,0.00,0.00
OK,0.05,0.00,0.00,1.00,0.00
OK,0.10,0.00,0.00,1.00,0.00
OK,0.15,0.00,0.00,1.00,0.00
OK,0.20,0.00,0.00,1.00,0.00
