==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,99,47,bp,9
1,99,47,SC,36
1,99,47,WP,1
1,99,47,deform,1
2,80,66,bp,33
2,80,66,SC,31
2,80,66,deform,2
3,120,26,outsc,26
4,125,21,outsc,21

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,NG,bp,0.66,-3957.11
1,NG,deform,1.00,-3937.28
2,NG,outsc,0.88,-3925.08
3,NG,SC,0.83,-3871.47
4,NG,bp,0.52,-3894.94
5,NG,bp,0.82,-3684.06
6,NG,bp,0.75,-3943.33
7,NG,SC,0.82,-3944.58
8,OK,OK,0.00,-577.36
9,NG,outsc,0.67,-3935.48
10,OK,SC,0.33,-551.32
11,NG,bp,0.53,-3928.72
12,NG,SC,0.82,-3915.76
13,NG,outsc,0.65,-3746.40
14,NG,bp,0.68,-3939.75
15,OK,bp,0.37,-575.60
16,NG,deform,1.00,-3931.62
17,NG,SC,0.57,-3811.78
18,OK,bp,0.29,-538.98
19,NG,outsc,0.71,-3830.51
20,NG,bp,0.54,-3927.37
21,NG,bp,0.66,-3935.89
22,NG,SC,0.82,-3906.99
23,NG,outsc,0.88,-3910.70
24,NG,outsc,0.77,-3893.86
25,NG,SC,0.87,-3712.71
26,OK,outsc,0.40,-557.69
27,OK,SC,0.44,-584.33
28,NG,bp,0.75,-3949.77
29,NG,outsc,0.62,-3948.38
30,NG,SC,0.89,-3902.49
31,NG,bp,0.53,-3939.35
32,NG,bp,0.53,-3926.69
33,NG,outsc,0.57,-3905.06
34,OK,OK,0.00,-550.69
35,NG,outsc,0.51,-3897.80
36,OK,OK,0.00,-317.14
37,NG,bp,0.71,-3959.34
38,OK,SC,0.30,-590.41
39,NG,outsc,0.86,-3920.46
40,NG,outsc,0.56,-3922.13
41,OK,OK,0.00,-331.28
42,NG,outsc,0.67,-3945.49
43,NG,bp,0.56,-3959.34
44,NG,outsc,0.51,-3940.49
45,NG,bp,0.51,-3926.55
46,NG,outsc,0.73,-3897.87
47,NG,outsc,0.85,-3574.88
48,OK,outsc,0.49,1482.43
49,OK,OK,0.00,3322.10
50,NG,outsc,0.83,-1321.06
51,NG,outsc,0.56,-2434.26
52,NG,outsc,0.78,-3586.43
53,NG,outsc,0.87,-3914.26
54,NG,SC,0.74,-3959.35
55,OK,bp,0.41,-578.88
56,NG,SC,0.81,-3930.95
57,NG,outsc,0.57,-3909.75
58,OK,SC,0.40,-546.92
59,NG,outsc,0.83,-3912.02
60,NG,SC,0.69,-3955.11
61,OK,OK,0.00,-585.66
62,NG,bp,0.56,-3950.70
