==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,89,8,SC,8
2,95,2,SC,2
3,95,2,OTP,2
4,95,2,OTP,2

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,NG,SC,0.61,-3987.76
1,OK,OK,0.00,-594.37
2,OK,OK,0.00,-613.86
3,OK,OK,0.00,-566.84
4,NG,SC,0.57,-3931.61
5,OK,OK,0.00,-290.08
6,OK,OK,0.00,-610.97
7,OK,OK,0.00,-610.75
8,OK,OK,0.00,-609.99
9,OK,OK,0.00,-597.91
10,OK,OK,0.00,-547.74
11,OK,OK,0.00,-559.07
12,OK,OK,0.00,-595.24
13,OK,OK,0.00,-546.29
14,OK,OK,0.00,-577.73
15,OK,SC,0.00,-296.67
16,NG,OTP,0.62,-3984.77
17,OK,SC,0.00,-610.94
18,OK,OK,0.00,-576.53
19,OK,OK,0.00,-575.23
20,OK,OK,0.00,-572.52
21,OK,OK,0.00,-537.87
22,OK,OK,0.00,-283.81
23,OK,OK,0.00,-597.76
24,OK,OK,0.00,-605.57
25,OK,SC,0.00,-604.24
26,OK,OK,0.00,-606.87
27,OK,OK,0.00,-579.25
28,OK,OK,0.00,-601.92
29,OK,OK,0.00,-580.76
30,OK,OK,0.00,-595.60
31,OK,OK,0.00,-574.72
32,OK,OK,0.00,-556.35
33,OK,OK,0.00,-588.60
34,OK,OK,0.00,-613.69
35,OK,OK,0.00,-600.07
36,OK,OK,0.00,-611.10
37,OK,OK,0.00,-591.98
38,OK,SC,0.00,-604.25
39,OK,OK,0.00,-374.93
40,OK,OK,0.00,-592.79
41,OK,OK,0.00,-618.42
42,OK,OK,0.00,-613.99
43,OK,OK,0.00,-613.17
44,OK,OK,0.00,-606.68
45,OK,OK,0.00,-573.31
46,OK,OK,0.00,-599.55
47,OK,OK,0.00,-576.86
48,OK,SC,0.00,-585.51
49,OK,OK,0.00,-575.40
50,OK,OK,0.00,-367.41
51,OK,INP,0.00,-604.15
52,OK,OK,0.00,-605.87
53,OK,OK,0.00,-1279.62
54,OK,OK,0.00,-1281.30
55,NG,SC,0.52,-3977.70
56,NG,SC,0.80,-3976.53
57,OK,OK,0.00,-961.80
58,OK,OK,0.00,-1289.98
59,OK,OK,0.00,-1301.72
60,NG,SC,0.79,-3987.19
61,OK,OK,0.00,-1296.87
62,OK,OK,0.00,-1292.59
63,NG,SC,0.70,-3982.09
64,OK,OK,0.00,-1221.75
65,OK,OK,0.00,-1243.41
66,OK,OK,0.00,-1282.31
67,NG,SC,0.60,-3941.79
68,OK,OK,0.00,-1237.35
69,OK,SC,0.00,-1193.81
70,OK,OK,0.00,-1303.84
71,OK,OK,0.00,-1298.80
72,OK,OK,0.00,-1288.01
73,OK,OK,0.00,-1296.81
74,OK,OK,0.00,-1285.04
75,NG,OTP,0.68,-3923.42
76,OK,OK,0.00,-1226.88
77,OK,OK,0.00,-1268.03
78,NG,SC,0.69,-3979.58
79,OK,OK,0.00,-1305.30
80,OK,OK,0.00,-1297.80
81,OK,SC,0.00,-1284.93
82,OK,OK,0.00,-1296.46
83,OK,OK,0.00,-1279.44
84,NG,OTP,0.53,-3899.13
85,OK,SC,0.00,-1281.55
86,OK,OK,0.00,-1009.93
87,OK,OK,0.00,-1302.77
88,OK,OK,0.00,-1281.93
89,OK,OK,0.00,-1299.25
90,OK,OK,0.00,-1298.62
91,OK,OK,0.00,-1263.78
92,OK,OK,0.00,-999.97
93,NG,SC,0.75,-3993.98
94,OK,OK,0.00,-1281.36
95,OK,OK,0.00,-1290.46
96,OK,OK,0.00,-1279.06

==== 總體統計 ====
總樣品數,97
OK數量,85
NG數量,12
不良率(%),12.37

==== 瑕疵統計 ====
瑕疵類型,數量,比例
SC,9,0.75
OTP,3,0.25

==== 分數分布分析 ====
瑕疵類型,樣本數量,最小值,最大值,平均值,5%分位數,25%分位數,中位數,75%分位數,95%分位數,99%分位數,推薦閾值
SC,17,0.00,0.80,0.35,0.00,0.00,0.52,0.69,0.80,0.80,0.01
OK,76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
OTP,3,0.53,0.68,0.61,0.53,0.53,0.62,0.68,0.68,0.68,0.00
INP,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

==== ROC曲線數據 ====
瑕疵類型,閾值,真陽性率,假陽性率,準確率,F1分數
OK,0.00,0.00,1.00,0.00,0.00
OK,0.05,0.00,0.00,1.00,0.00
OK,0.10,0.00,0.00,1.00,0.00
OK,0.15,0.00,0.00,1.00,0.00
OK,0.20,0.00,0.00,1.00,0.00
