==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,113,4,SC,4
2,114,3,SC,3
3,116,1,OTP,1
4,114,3,OTP,3

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,OK,INP,0.00,-546.92
1,OK,OK,0.00,-572.78
2,OK,OK,0.00,-557.69
3,OK,OK,0.00,-488.32
4,OK,OK,0.00,-566.81
5,OK,OK,0.00,-426.93
6,OK,OK,0.00,-601.71
7,OK,OK,0.00,-612.36
8,OK,OK,0.00,-593.15
9,OK,OK,0.00,-578.27
10,OK,OK,0.00,-448.72
11,OK,INP,0.00,-615.31
12,OK,OK,0.00,-612.78
13,OK,OK,0.00,-606.38
14,NG,SC,0.55,-3964.77
15,OK,OK,0.00,-549.56
16,OK,OK,0.00,-574.84
17,OK,OK,0.00,-582.55
18,OK,OK,0.00,1461.72
19,OK,OK,0.00,2303.21
20,OK,OK,0.00,1593.84
21,OK,INP,0.00,1187.08
22,OK,OK,0.00,23.37
23,OK,OK,0.00,-609.90
24,OK,OK,0.00,-606.03
25,OK,INP,0.00,-432.04
26,OK,OK,0.00,-611.31
27,OK,OK,0.00,-600.94
28,OK,OK,0.00,-603.09
29,OK,OK,0.00,-605.81
30,OK,OK,0.00,-602.37
31,OK,OK,0.00,-587.62
32,OK,OK,0.00,-599.97
33,OK,OK,0.00,-570.72
34,OK,OK,0.00,-595.41
35,OK,OK,0.00,-254.46
36,NG,OTP,0.55,-3974.19
37,OK,OK,0.00,-603.59
38,OK,OK,0.00,-607.95
39,OK,OK,0.00,-605.24
40,OK,OK,0.00,-607.98
41,OK,OK,0.00,-603.38
42,OK,OK,0.00,-604.08
43,OK,OK,0.00,-602.44
44,OK,OK,0.00,-596.75
45,OK,OK,0.00,-567.82
46,OK,OK,0.00,-281.92
47,OK,OK,0.00,-581.73
48,OK,OK,0.00,-600.32
49,OK,OK,0.00,-565.56
50,OK,OK,0.00,-609.39
51,OK,OK,0.00,-607.74
52,OK,OK,0.00,-600.60
53,OK,OK,0.00,-594.04
54,OK,OK,0.00,-576.74
55,OK,OK,0.00,-268.81
56,OK,OK,0.00,-616.37
57,OK,OK,0.00,-1308.15
58,OK,OK,0.00,-1299.62
59,OK,OK,0.00,-1294.09
60,OK,OK,0.00,-1107.19
61,OK,OK,0.00,-1307.51
62,OK,OK,0.00,-1297.40
63,OK,OK,0.00,-1300.40
64,OK,OK,0.00,-1298.21
65,OK,OK,0.00,-1278.28
66,OK,OK,0.00,-1285.81
67,OK,OK,0.00,-1259.81
68,OK,OK,0.00,-1268.78
69,OK,OK,0.00,-1270.55
70,OK,INP,0.00,-1247.04
71,OK,OK,0.00,-1296.56
72,OK,OK,0.00,-1305.39
73,NG,SC,0.79,-3985.26
74,OK,OK,0.00,-1290.66
75,OK,OK,0.00,-1189.28
76,OK,OK,0.00,-1271.96
77,OK,OK,0.00,-1264.06
78,OK,OK,0.00,-1103.12
79,OK,OK,0.00,-1279.82
80,OK,OK,0.00,-1298.11
81,OK,OK,0.00,-1304.73
82,OK,OK,0.00,-1280.74
83,OK,OK,0.00,-1265.61
84,OK,OK,0.00,-1278.21
85,OK,OK,0.00,-1292.58
86,OK,OK,0.00,-1265.88
87,OK,OK,0.00,-1108.15
88,OK,OK,0.00,-1294.32
89,OK,OK,0.00,-1299.92
90,OK,OK,0.00,-1298.72
91,OK,OK,0.00,-1255.29
92,OK,OK,0.00,-1282.95
93,OK,OK,0.00,-1294.14
94,OK,OK,0.00,-1295.45
95,OK,OK,0.00,-1303.03
96,OK,OK,0.00,-1291.97
97,OK,OK,0.00,-1291.89
98,OK,OK,0.00,-1195.84
99,OK,OK,0.00,-1278.37
100,OK,OK,0.00,-1267.32
101,OK,OK,0.00,-1140.69
102,OK,OK,0.00,-1296.20
103,NG,OTP,0.61,-3971.13
104,OK,SC,0.00,-1260.86
105,OK,OK,0.00,-957.31
106,OK,OK,0.00,-1295.83
107,NG,SC,0.85,-3993.38
108,OK,OK,0.00,752.37
109,OK,OK,0.00,2515.36
110,NG,SC,0.88,-1499.39
111,NG,SC,0.82,-1453.05
112,OK,OK,0.00,476.30
113,NG,OTP,0.72,-3855.27
114,OK,OK,0.00,-1302.04
115,OK,OK,0.00,-1290.14
116,OK,OK,0.00,-582.34

==== 總體統計 ====
總樣品數,117
OK數量,109
NG數量,8
不良率(%),6.84

==== 瑕疵統計 ====
瑕疵類型,數量,比例
SC,5,0.63
OTP,3,0.38

==== 分數分布分析 ====
瑕疵類型,樣本數量,最小值,最大值,平均值,5%分位數,25%分位數,中位數,75%分位數,95%分位數,99%分位數,推薦閾值
INP,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
OK,103,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,6,0.00,0.88,0.65,0.00,0.55,0.80,0.85,0.88,0.88,0.01
OTP,3,0.55,0.72,0.62,0.55,0.55,0.61,0.72,0.72,0.72,0.00

==== ROC曲線數據 ====
瑕疵類型,閾值,真陽性率,假陽性率,準確率,F1分數
OK,0.00,0.00,1.00,0.00,0.00
OK,0.05,0.00,0.00,1.00,0.00
OK,0.10,0.00,0.00,1.00,0.00
OK,0.15,0.00,0.00,1.00,0.00
OK,0.20,0.00,0.00,1.00,0.00
OK,0.25,0.00,0.00,1.00,0.00
OK,0.30,0.00,0.00,1.00,0.00
