==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,66,7,SC,6
1,66,7,INP,1
2,69,4,SC,4
3,71,2,OTP,2
4,73,0,無,0

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,OK,OK,0.00,-605.14
1,OK,OK,0.00,-607.10
2,OK,OK,0.00,-602.70
3,OK,OK,0.00,3882.39
4,OK,OK,0.00,1610.62
5,OK,OK,0.00,411.31
6,OK,OTP,0.42,-323.40
7,OK,OK,0.00,-596.89
8,NG,SC,0.60,-3972.70
9,OK,OK,0.00,-605.03
10,OK,OK,0.00,-565.37
11,OK,OK,0.00,-592.64
12,OK,SC,0.31,-594.05
13,OK,OK,0.00,-568.26
14,OK,OTP,0.37,-592.28
15,NG,INP,0.51,-3945.62
16,OK,OTP,0.26,-562.27
17,OK,OK,0.00,-580.01
18,OK,INP,0.31,-577.67
19,OK,OK,0.00,-515.69
20,OK,SC,0.29,-428.58
21,OK,OK,0.00,-578.01
22,OK,OTP,0.41,-595.94
23,OK,OTP,0.30,-591.34
24,OK,OK,0.00,-589.41
25,OK,OK,0.00,-579.57
26,OK,OK,0.00,-538.77
27,OK,OK,0.00,-569.50
28,OK,OK,0.00,-562.85
29,OK,OK,0.00,-422.87
30,OK,OK,0.00,-591.50
31,OK,OK,0.00,-593.59
32,OK,OK,0.00,-597.96
33,OK,OK,0.00,-595.25
34,OK,OK,0.00,-588.98
35,OK,OK,0.00,-583.08
36,OK,INP,0.32,-578.74
37,OK,OK,0.00,-549.62
38,NG,SC,0.81,-3944.37
39,NG,SC,0.59,-3690.70
40,OK,INP,0.26,-602.74
41,NG,OTP,0.67,-3977.85
42,OK,OK,0.00,-598.68
43,OK,OTP,0.34,-485.32
44,NG,SC,0.60,-3943.39
45,OK,OK,0.00,-504.03
46,OK,OK,0.00,-376.58
47,OK,OK,0.00,-590.68
48,OK,OTP,0.36,-559.47
49,NG,SC,0.79,-3966.83
50,OK,OK,0.00,-576.18
51,OK,OK,0.00,-596.46
52,OK,OTP,0.35,-557.75
53,NG,SC,0.69,-3973.85
54,OK,OK,0.00,-590.80
55,OK,OK,0.00,-583.73
56,OK,INP,0.26,-589.39
57,OK,OK,0.00,-571.21
58,OK,OK,0.00,-1210.83
59,OK,OK,0.00,-1108.03
60,OK,OK,0.00,-1286.76
61,OK,OTP,0.37,-1261.15
62,OK,OK,0.00,-1272.00
63,NG,SC,0.75,-3970.62
64,OK,OK,0.00,-1246.94
65,OK,SC,0.27,-1277.10
66,NG,OTP,0.50,-3929.84
67,OK,OK,0.00,-1256.23
68,OK,OK,0.00,-1205.73
69,OK,OK,0.00,-1236.87
70,OK,OK,0.00,-1244.24
71,OK,OK,0.00,-1228.52
72,NG,SC,0.81,-3943.25

==== 總體統計 ====
總樣品數,73
OK數量,62
NG數量,11
不良率(%),15.07

==== 瑕疵統計 ====
瑕疵類型,數量,比例
SC,8,0.73
OTP,2,0.18
INP,1,0.09

==== 分數分布分析 ====
瑕疵類型,樣本數量,最小值,最大值,平均值,5%分位數,25%分位數,中位數,75%分位數,95%分位數,99%分位數,推薦閾值
OK,46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
OTP,11,0.26,0.67,0.40,0.26,0.34,0.37,0.42,0.67,0.67,0.43
SC,11,0.27,0.81,0.59,0.27,0.31,0.60,0.79,0.81,0.81,0.32
INP,5,0.26,0.51,0.33,0.26,0.26,0.31,0.32,0.51,0.51,0.33

==== ROC曲線數據 ====
瑕疵類型,閾值,真陽性率,假陽性率,準確率,F1分數
OK,0.00,0.00,1.00,0.00,0.00
OK,0.05,0.00,0.00,1.00,0.00
OK,0.10,0.00,0.00,1.00,0.00
OK,0.15,0.00,0.00,1.00,0.00
OK,0.20,0.00,0.00,1.00,0.00
OK,0.25,0.00,0.00,1.00,0.00
OK,0.30,0.00,0.00,1.00,0.00
OK,0.35,0.00,0.00,1.00,0.00
OK,0.40,0.00,0.00,1.00,0.00
OK,0.45,0.00,0.00,1.00,0.00
OK,0.50,0.00,0.00,1.00,0.00
OK,0.55,0.00,0.00,1.00,0.00
OK,0.60,0.00,0.00,1.00,0.00
OK,0.65,0.00,0.00,1.00,0.00
OK,0.70,0.00,0.00,1.00,0.00
OK,0.75,0.00,0.00,1.00,0.00
OK,0.80,0.00,0.00,1.00,0.00
OK,0.85,0.00,0.00,1.00,0.00
OK,0.90,0.00,0.00,1.00,0.00
OK,0.95,0.00,0.00,1.00,0.00

==== 混淆矩陣（使用推薦閾值）====
瑕疵類型,閾值,真陽性(TP),假陽性(FP),真陰性(TN),假陰性(FN),準確率,靈敏度,特異度
OK,0.00,0,46,0,0,0.00,0.00,0.00
OTP,0.43,2,0,9,0,1.00,1.00,1.00
SC,0.32,8,0,3,0,1.00,1.00,1.00
INP,0.33,1,0,4,0,1.00,1.00,1.00
