==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,182,128,bp,96
1,182,128,SC,26
1,182,128,WP,5
1,182,128,deform,1
2,156,154,bp,118
2,156,154,SC,26
2,156,154,WP,8
2,156,154,deform,2
3,39,271,outsc,271
4,62,248,outsc,248

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,NG,bp,0.80,-3600.51
1,NG,outsc,0.87,-3816.13
2,NG,outsc,0.87,-3735.73
3,NG,outsc,0.86,-3789.22
4,NG,bp,0.76,-3817.84
5,NG,SC,0.82,-3796.47
6,NG,bp,0.88,-3813.67
7,NG,SC,0.86,-3813.99
8,NG,outsc,0.69,-3823.88
9,NG,outsc,0.86,-3806.03
10,NG,outsc,0.78,-3792.89
11,NG,bp,0.52,-3820.45
12,NG,outsc,0.83,-3799.38
13,NG,SC,0.89,-3762.30
14,NG,outsc,0.85,-3646.64
15,NG,bp,0.75,-3779.24
16,NG,outsc,0.90,-3758.33
17,NG,outsc,0.86,-3749.32
18,NG,outsc,0.75,-3793.81
19,NG,outsc,0.82,-3776.21
20,NG,outsc,0.88,-3695.77
21,NG,outsc,0.86,-3706.74
22,NG,outsc,0.89,-3757.23
23,NG,outsc,0.80,-3808.16
24,NG,outsc,0.84,-3735.83
25,NG,bp,0.88,-3809.72
26,NG,outsc,0.83,-3736.30
27,NG,outsc,0.74,-3784.50
28,NG,outsc,0.85,-3771.15
29,NG,outsc,0.82,-3738.49
30,NG,outsc,0.80,-3780.03
31,NG,outsc,0.76,-3725.60
32,NG,bp,0.79,-3785.61
33,NG,outsc,0.83,-3743.13
34,NG,outsc,0.86,-3729.28
35,NG,outsc,0.86,-3744.87
36,NG,SC,0.92,-3746.68
37,NG,outsc,0.74,-3782.64
38,NG,outsc,0.90,-3715.09
39,NG,outsc,0.90,-3781.55
40,NG,outsc,0.86,-3779.06
41,NG,outsc,0.82,-3771.05
42,NG,bp,0.73,-3793.72
43,NG,bp,0.87,-3782.41
44,NG,outsc,0.82,-3727.84
45,NG,outsc,0.82,-3777.46
46,NG,bp,0.77,-3791.13
47,NG,outsc,0.83,-3753.42
48,NG,outsc,0.84,-3626.34
49,NG,outsc,0.87,-3720.68
50,NG,outsc,0.85,-3751.01
51,OK,bp,0.33,-547.52
52,NG,SC,0.81,-3785.68
53,NG,SC,0.86,-3779.83
54,NG,outsc,0.88,-3768.83
55,NG,outsc,0.86,-3810.48
56,NG,outsc,0.87,-3738.79
57,NG,outsc,0.82,-3780.98
58,NG,bp,0.81,-3797.14
59,NG,outsc,0.81,-3733.65
60,NG,deform,1.00,-3775.45
61,NG,outsc,0.85,-3740.72
62,NG,SC,0.80,-3784.96
63,NG,outsc,0.88,-3773.20
64,NG,outsc,0.82,-3775.13
65,NG,outsc,0.85,-3783.26
66,NG,bp,0.75,-3787.65
67,OK,OK,0.00,-544.96
68,NG,outsc,0.85,-3778.00
69,NG,outsc,0.70,-3771.78
70,NG,outsc,0.89,-3717.77
71,NG,outsc,0.92,-3745.40
72,NG,outsc,0.86,-3732.90
73,NG,SC,0.89,-3781.44
74,NG,outsc,0.83,-3766.76
75,NG,bp,0.72,-3788.69
76,NG,WP,0.82,-3769.05
77,NG,SC,0.91,-3710.78
78,NG,outsc,0.73,-3794.22
79,NG,bp,0.86,-3714.88
80,NG,SC,0.90,-3797.64
81,NG,outsc,0.87,-3704.12
82,NG,outsc,0.83,-3787.50
83,NG,outsc,0.87,-3789.36
