==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,82,6,SC,4
1,82,6,INP,2
2,83,5,SC,2
2,83,5,NULL_invalid,3
3,87,1,OTP,1
4,83,5,OTP,5

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,OK,OK,0.00,-610.30
1,OK,OK,0.00,-607.10
2,NG,OTP,0.56,-3947.57
3,OK,OK,0.00,-576.05
4,OK,OK,0.00,-404.05
5,OK,OK,0.00,-615.38
6,OK,OK,0.00,-606.53
7,OK,OK,0.00,-583.21
8,OK,OK,0.00,-592.27
9,NG,SC,0.57,-3960.52
10,OK,OK,0.00,-576.77
11,NG,SC,0.81,-3962.35
12,NG,SC,0.85,-3991.86
13,OK,SC,0.00,-579.48
14,OK,OK,0.00,-608.98
15,OK,OK,0.00,-593.22
16,OK,OK,0.00,-570.80
17,OK,OK,0.00,-582.24
18,OK,OK,0.00,-577.72
19,OK,OK,0.00,3488.84
20,OK,OK,0.00,2509.17
21,OK,OK,0.00,2137.37
22,OK,OK,0.00,1727.54
23,OK,OK,0.00,1395.28
24,OK,OK,0.00,1028.22
25,OK,OK,0.00,756.36
26,OK,OK,0.00,498.85
27,OK,OK,0.00,137.50
28,OK,OK,0.00,-279.09
29,OK,OK,0.00,-559.41
30,OK,OK,0.00,-600.89
31,OK,OK,0.00,-557.94
32,NG,OTP,0.58,-3955.75
33,OK,OK,0.00,-606.91
34,OK,OK,0.00,-590.97
35,OK,OK,0.00,-588.92
36,OK,OK,0.00,-575.73
37,OK,OK,0.00,-575.15
38,NG,INP,0.72,-3777.66
39,OK,OK,0.00,-608.90
40,OK,OK,0.00,-616.10
41,OK,OK,0.00,-609.09
42,OK,OK,0.00,-606.11
43,OK,OK,0.00,-606.73
44,OK,OK,0.00,-600.22
45,OK,OK,0.00,-593.55
46,OK,OK,0.00,-592.30
47,NG,INP,0.72,-3815.84
48,NG,SC,0.83,-3993.04
49,NG,OTP,0.60,-3968.35
50,OK,OK,0.00,-552.84
51,OK,OK,0.00,-598.04
52,NG,OTP,0.58,-3904.67
53,OK,OK,0.00,-570.44
54,OK,OK,0.00,-570.94
55,OK,OK,0.00,-414.20
56,NG,OTP,0.52,-3950.39
57,OK,OK,0.00,-608.02
58,OK,OK,0.00,-612.83
59,OK,OK,0.00,-604.20
60,OK,OK,0.00,-587.51
61,OK,OK,0.00,-367.48
62,OK,OK,0.00,-612.23
63,OK,OK,0.00,-605.95
64,OK,OK,0.00,-587.91
65,OK,OK,0.00,-608.28
66,OK,OK,0.00,-609.85
67,OK,OK,0.00,-557.48
68,OK,OK,0.00,-534.97
69,OK,OK,0.00,-578.54
70,OK,OK,0.00,-1256.99
71,OK,OK,0.00,-1151.43
72,OK,OK,0.00,-1300.25
73,OK,OK,0.00,-1300.92
74,OK,OK,0.00,-1292.67
75,OK,OK,0.00,-1297.99
76,OK,OK,0.00,-1289.75
77,OK,NULL_invalid,1.00,-1245.91
78,OK,NULL_invalid,1.00,-1281.98
79,OK,NULL_invalid,1.00,-1049.22
80,OK,OK,0.00,-1303.00
81,OK,OK,0.00,-1302.19
82,OK,INP,0.00,-1272.81
83,OK,INP,0.00,-1299.51
84,OK,OK,0.00,-1293.01
85,OK,OK,0.00,-1268.95
86,NG,OTP,0.55,-3960.09
87,OK,OK,0.00,-1270.42

==== 總體統計 ====
總樣品數,88
OK數量,76
NG數量,12
不良率(%),13.64

==== 瑕疵統計 ====
瑕疵類型,數量,比例
OTP,6,0.50
SC,4,0.33
INP,2,0.17

==== 分數分布分析 ====
瑕疵類型,樣本數量,最小值,最大值,平均值,5%分位數,25%分位數,中位數,75%分位數,95%分位數,99%分位數,推薦閾值
OK,70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
OTP,6,0.52,0.60,0.57,0.52,0.55,0.57,0.58,0.60,0.60,0.00
SC,5,0.00,0.85,0.61,0.00,0.57,0.81,0.83,0.85,0.85,0.01
INP,4,0.00,0.72,0.36,0.00,0.00,0.36,0.72,0.72,0.72,0.01
NULL_invalid,3,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00

==== ROC曲線數據 ====
瑕疵類型,閾值,真陽性率,假陽性率,準確率,F1分數
OK,0.00,0.00,1.00,0.00,0.00
OK,0.05,0.00,0.00,1.00,0.00
OK,0.10,0.00,0.00,1.00,0.00
OK,0.15,0.00,0.00,1.00,0.00
OK,0.20,0.00,0.00,1.00,0.00
OK,0.25,0.00,0.00,1.00,0.00
OK,0.30,0.00,0.00,1.00,0.00
OK,0.35,0.00,0.00,1.00,0.00
OK,0.40,0.00,0.00,1.00,0.00
OK,0.45,0.00,0.00,1.00,0.00
OK,0.50,0.00,0.00,1.00,0.00
OK,0.55,0.00,0.00,1.00,0.00
OK,0.60,0.00,0.00,1.00,0.00
OK,0.65,0.00,0.00,1.00,0.00
OK,0.70,0.00,0.00,1.00,0.00
OK,0.75,0.00,0.00,1.00,0.00
OK,0.80,0.00,0.00,1.00,0.00
OK,0.85,0.00,0.00,1.00,0.00
OK,0.90,0.00,0.00,1.00,0.00
OK,0.95,0.00,0.00,1.00,0.00

==== 混淆矩陣（使用推薦閾值）====
瑕疵類型,閾值,真陽性(TP),假陽性(FP),真陰性(TN),假陰性(FN),準確率,靈敏度,特異度
OK,0.00,0,70,0,0,0.00,0.00,0.00
OTP,0.00,6,0,0,0,1.00,1.00,0.00
SC,0.01,4,0,1,0,1.00,1.00,1.00
INP,0.01,2,0,2,0,1.00,1.00,1.00
NULL_invalid,1.00,0,3,0,0,0.00,0.00,0.00
