==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,54,10,SC,10
2,26,38,bp,27
2,26,38,SC,8
2,26,38,WP,1
2,26,38,deform,2
3,60,4,outsc,4
4,22,42,outsc,42

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,OK,outsc,0.38,-525.03
1,NG,outsc,0.59,-3883.82
2,NG,outsc,0.87,-3859.26
3,OK,SC,0.32,-554.04
4,OK,bp,0.46,-521.52
5,NG,outsc,0.77,-3902.30
6,NG,outsc,0.57,-3929.78
7,NG,outsc,0.76,-3927.69
8,NG,outsc,0.64,-3904.06
9,NG,bp,0.71,-3870.82
10,NG,deform,1.00,-3937.09
11,NG,outsc,0.85,-3896.83
12,NG,SC,0.62,-3915.03
13,NG,bp,0.61,-3867.86
14,NG,outsc,0.73,-3875.85
15,OK,bp,0.38,-551.66
16,NG,bp,0.62,-3796.62
17,NG,bp,0.76,-3938.21
18,NG,bp,0.61,-3930.47
19,NG,outsc,0.62,-3936.92
20,NG,outsc,0.58,-3891.52
21,NG,outsc,0.87,-3878.64
22,NG,outsc,0.78,-3894.13
23,NG,outsc,0.74,-3890.90
24,NG,outsc,0.78,-3829.69
25,NG,outsc,0.90,-3898.92
26,NG,outsc,0.75,-3927.18
27,NG,outsc,0.86,-3921.68
28,NG,outsc,0.70,-3909.85
29,NG,bp,0.75,-3626.76
30,NG,outsc,0.84,-3898.74
31,NG,SC,0.55,-3963.51
32,NG,SC,0.85,-3923.82
33,NG,bp,0.69,-3884.81
34,NG,outsc,0.58,-3921.58
35,NG,bp,0.55,-3925.71
36,NG,outsc,0.73,-3931.66
37,NG,SC,0.66,-3949.61
38,NG,outsc,0.77,-3903.99
39,NG,outsc,0.78,-3875.86
40,NG,deform,1.00,-3604.92
41,OK,outsc,0.48,1459.67
42,NG,bp,0.65,-2205.01
43,NG,outsc,0.81,-724.19
44,OK,outsc,0.47,2464.71
45,NG,outsc,0.64,-1231.02
46,NG,outsc,0.69,-1619.63
47,NG,bp,0.53,-2979.78
48,NG,outsc,0.89,-3244.73
49,NG,SC,0.79,-3909.45
50,NG,outsc,0.84,-3876.37
51,NG,outsc,0.66,-3924.94
52,NG,outsc,0.66,-3919.17
53,NG,outsc,0.60,-3916.04
54,NG,outsc,0.87,-3781.15
55,NG,SC,0.57,-3893.98
56,OK,bp,0.40,-549.00
57,NG,bp,0.67,-3866.14
58,NG,outsc,0.78,-3830.87
59,NG,outsc,0.80,-3909.71
60,NG,outsc,0.65,-3935.58
61,OK,SC,0.40,-551.91
62,NG,bp,0.62,-3853.52
63,NG,SC,0.75,-3927.64

==== 總體統計 ====
總樣品數,64
OK數量,8
NG數量,56
不良率(%),87.50

==== 瑕疵統計 ====
瑕疵類型,數量,比例
outsc,35,0.63
bp,12,0.21
SC,7,0.13
deform,2,0.04

==== 分數分布分析 ====
瑕疵類型,樣本數量,最小值,最大值,平均值,5%分位數,25%分位數,中位數,75%分位數,95%分位數,99%分位數,推薦閾值
outsc,38,0.38,0.90,0.72,0.47,0.64,0.74,0.81,0.89,0.90,0.48
SC,9,0.32,0.85,0.61,0.32,0.55,0.62,0.75,0.85,0.85,0.41
bp,15,0.38,0.76,0.60,0.38,0.53,0.62,0.69,0.76,0.76,0.46
deform,2,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00

==== ROC曲線數據 ====
瑕疵類型,閾值,真陽性率,假陽性率,準確率,F1分數
outsc,0.00,1.00,1.00,0.92,0.96
outsc,0.05,1.00,1.00,0.92,0.96
outsc,0.10,1.00,1.00,0.92,0.96
outsc,0.15,1.00,1.00,0.92,0.96
outsc,0.20,1.00,1.00,0.92,0.96
outsc,0.25,1.00,1.00,0.92,0.96
outsc,0.30,1.00,1.00,0.92,0.96
outsc,0.35,1.00,1.00,0.92,0.96
outsc,0.40,1.00,0.67,0.95,0.97
outsc,0.45,1.00,0.67,0.95,0.97
outsc,0.50,1.00,0.00,1.00,1.00
outsc,0.55,1.00,0.00,1.00,1.00
outsc,0.60,0.89,0.00,0.89,0.94
outsc,0.65,0.74,0.00,0.76,0.85
outsc,0.70,0.63,0.00,0.66,0.77
outsc,0.75,0.51,0.00,0.55,0.68
outsc,0.80,0.31,0.00,0.37,0.48
outsc,0.85,0.17,0.00,0.24,0.29
outsc,0.90,0.03,0.00,0.11,0.06
outsc,0.95,0.00,0.00,0.08,0.00

==== 混淆矩陣（使用推薦閾值）====
瑕疵類型,閾值,真陽性(TP),假陽性(FP),真陰性(TN),假陰性(FN),準確率,靈敏度,特異度
outsc,0.48,35,0,3,0,1.00,1.00,1.00
SC,0.41,7,0,2,0,1.00,1.00,1.00
bp,0.46,12,0,3,0,1.00,1.00,1.00
deform,0.00,2,0,0,0,1.00,1.00,0.00
