==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,82,308,SC,298
1,82,308,INP,3
1,82,308,deform,7
2,164,226,SC,220
2,164,226,INP,1
2,164,226,deform,5
3,356,34,OTP,34
4,372,18,OTP,18

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,NG,SC,0.78,130.71
1,NG,SC,0.73,-1013.77
2,NG,SC,0.85,-1136.57
3,NG,SC,0.85,-2544.56
4,NG,SC,0.82,-3971.66
5,NG,SC,0.79,-3972.23
6,NG,SC,0.88,-3974.67
7,NG,SC,0.79,-3967.87
8,NG,SC,0.84,-3968.36
9,NG,SC,0.83,-3944.79
10,NG,OTP,0.85,-3963.87
11,NG,SC,0.81,-3950.06
12,NG,OTP,0.55,-3946.61
13,OK,OK,0.00,-402.68
14,NG,SC,0.57,-3973.83
15,OK,OK,0.00,-588.23
16,NG,SC,0.83,-3974.34
17,NG,SC,0.75,-3963.11
18,NG,SC,0.69,-3964.09
19,OK,OK,0.00,-564.05
20,NG,SC,0.90,-3946.18
21,NG,SC,0.81,-3884.57
22,NG,SC,0.77,-3956.03
23,NG,OTP,0.80,-3710.08
24,NG,SC,0.71,-3975.81
25,NG,SC,0.75,-3979.74
26,NG,SC,0.80,-3979.37
27,NG,SC,0.68,-3974.41
28,OK,OK,0.00,-549.11
29,OK,OK,0.00,-527.38
30,NG,SC,0.83,-3924.37
31,NG,SC,0.88,-3652.24
32,OK,SC,0.00,-552.36
33,NG,SC,0.58,-3969.81
34,NG,SC,0.61,-3976.31
35,NG,SC,0.76,-3973.83
36,NG,OTP,0.77,-3938.03
37,NG,SC,0.52,-3914.09
38,NG,SC,0.87,-3970.18
39,NG,SC,0.85,-3967.68
40,NG,SC,0.80,-3948.54
41,OK,SC,0.00,-564.50
42,NG,SC,0.86,-3933.03
43,NG,OTP,0.81,-3913.94
44,OK,SC,0.00,-545.93
45,NG,SC,0.76,-3918.80
46,NG,SC,0.84,-3756.61
47,NG,SC,0.85,-3972.00
48,NG,SC,0.82,-3979.00
49,NG,SC,0.80,-3932.89
50,OK,INP,0.00,-591.65
51,NG,SC,0.63,-3963.48
52,NG,SC,0.88,-3970.25
53,OK,SC,0.00,-576.69
54,NG,SC,0.83,-3678.75
55,NG,SC,0.85,-3973.36
56,NG,SC,0.82,-3976.13
57,OK,OK,0.00,-592.72
58,NG,SC,0.81,-3977.04
59,NG,SC,0.78,-3952.61
60,NG,SC,0.75,-3973.66
61,OK,OK,0.00,-591.13
62,NG,SC,0.56,-3625.33
63,NG,SC,0.73,-3824.17
64,NG,SC,0.65,-3979.56
65,NG,SC,0.85,-3979.63
66,OK,OK,0.00,-590.91
67,NG,OTP,0.87,-3942.59
68,NG,SC,0.82,-3755.13
69,NG,SC,0.68,-3974.60
70,NG,SC,0.74,-3973.10
71,NG,SC,0.85,-3978.58
72,NG,SC,0.88,-3978.92
73,NG,SC,0.86,-3967.82
74,NG,SC,0.85,-3972.74
75,NG,SC,0.61,-3977.72
76,NG,SC,0.88,-3973.02
77,OK,OK,0.00,-563.39
78,NG,SC,0.84,-3947.06
79,NG,SC,0.53,-3852.23
80,NG,SC,0.63,-3769.27
81,NG,SC,0.73,-3970.66
82,NG,SC,0.81,-3950.13
83,NG,SC,0.88,-3964.85
84,OK,OK,0.00,-570.73
85,NG,SC,0.52,-3692.31
86,NG,deform,1.00,-3976.89
87,NG,SC,0.79,-3974.79
88,NG,SC,0.65,-3973.38
89,NG,SC,0.80,-3971.01
90,NG,SC,0.77,-3954.78
91,NG,SC,0.79,-3952.47
92,NG,SC,0.81,-3969.84
93,NG,SC,0.89,-3911.13
94,NG,SC,0.73,-3975.26
95,OK,OK,0.00,-584.22
96,OK,OK,0.00,-595.31
97,NG,SC,0.68,-3974.08
98,NG,SC,0.83,-3962.61
99,NG,SC,0.83,-3972.68
100,NG,SC,0.80,-3971.89
101,NG,SC,0.64,-3966.93
102,NG,SC,0.69,-3964.86
103,NG,SC,0.87,-3965.18
104,NG,SC,0.86,-3949.01
105,NG,deform,1.00,-3667.29
106,NG,SC,0.68,-3971.30
107,NG,SC,0.84,-3974.38
108,NG,SC,0.74,-3956.81
109,NG,SC,0.85,-3971.43
110,NG,SC,0.72,-3969.86
111,NG,SC,0.82,-3970.91
112,NG,SC,0.82,-3943.85
113,NG,OTP,0.78,-3618.56
114,NG,SC,0.78,-3906.15
115,NG,SC,0.73,-3975.74
116,NG,SC,0.87,-3975.33
117,NG,INP,0.75,-3956.57
118,NG,SC,0.87,-3966.73
119,NG,SC,0.84,-3965.83
120,OK,SC,0.00,-581.24
121,OK,OK,0.00,-589.85
122,NG,SC,0.88,-3964.92
123,NG,SC,0.81,-3958.74
124,NG,SC,0.84,-3870.92
125,NG,SC,0.81,-3937.67
126,OK,SC,0.00,-580.90
127,OK,SC,0.00,-572.33
128,NG,SC,0.81,-3927.32
129,NG,SC,0.83,-3977.56
130,NG,SC,0.88,-3973.00
131,NG,SC,0.72,-3973.44
132,NG,SC,0.85,-3974.96
133,NG,SC,0.71,-3982.76
134,NG,SC,0.82,-3952.15
135,NG,SC,0.84,-3971.73
