==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,180,38,bp,16
1,180,38,SC,20
1,180,38,WP,1
1,180,38,deform,1
2,168,50,bp,22
2,168,50,SC,27
2,168,50,WP,1
3,160,58,outsc,58
4,168,50,outsc,50

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,OK,OK,0.00,-571.70
1,OK,SC,0.36,-529.75
2,OK,OK,0.00,-546.12
3,OK,OK,0.00,-548.14
4,OK,outsc,0.38,-514.99
5,OK,OK,0.00,-543.56
6,OK,OK,0.00,-532.30
7,OK,OK,0.00,-541.64
8,NG,bp,0.56,-3914.02
9,OK,bp,0.36,-537.64
10,OK,bp,0.29,-568.95
11,OK,SC,0.49,-575.69
12,OK,OK,0.00,-570.82
13,OK,OK,0.00,-555.26
14,OK,outsc,0.34,-518.11
15,OK,bp,0.28,-537.41
16,OK,OK,0.00,-541.38
17,OK,OK,0.00,-518.85
18,OK,WP,0.35,-545.39
19,NG,SC,0.51,-3684.51
20,OK,OK,0.00,-569.07
21,OK,OK,0.00,-569.20
22,NG,SC,0.69,-3924.01
23,OK,OK,0.00,-531.60
24,OK,OK,0.00,-545.66
25,OK,OK,0.00,-523.64
26,NG,bp,0.61,-3640.71
27,OK,bp,0.39,-574.38
28,OK,SC,0.29,-576.68
29,OK,bp,0.45,-572.61
30,OK,bp,0.28,-567.43
31,NG,bp,0.61,-3934.56
32,OK,OK,0.00,-229.50
33,OK,OK,0.00,-571.83
34,OK,bp,0.26,-565.59
35,OK,bp,0.27,-571.07
36,NG,bp,0.69,-3940.86
37,OK,OK,0.00,-568.05
38,OK,outsc,0.33,-359.77
39,OK,bp,0.29,-568.50
40,OK,OK,0.00,-572.30
41,OK,bp,0.42,-553.22
42,NG,bp,0.62,-3914.14
43,OK,OK,0.00,-547.47
44,OK,bp,0.47,-544.80
45,OK,OK,0.00,-510.44
46,NG,bp,0.76,-3896.30
47,OK,bp,0.33,-543.40
48,OK,OK,0.00,-545.68
49,NG,bp,0.79,-3917.64
50,OK,OK,0.00,-540.41
51,OK,outsc,0.32,-525.13
52,OK,SC,0.34,-485.85
53,NG,SC,0.84,-3944.65
54,OK,bp,0.36,-572.24
55,OK,OK,0.00,-573.84
56,OK,OK,0.00,-573.04
57,OK,bp,0.36,-561.70
58,OK,outsc,0.65,-526.80
59,NG,bp,0.60,-3881.04
60,OK,OK,0.00,-541.78
61,OK,OK,0.00,-1236.96
62,OK,bp,0.37,806.15
63,OK,OK,0.00,2140.74
64,OK,OK,0.00,453.54
65,OK,bp,0.31,274.75
66,OK,SC,0.40,115.57
67,OK,OK,0.00,20.45
68,OK,bp,0.31,-194.56
69,OK,OK,0.00,-1263.36
70,OK,bp,0.27,-1211.73
71,OK,SC,0.42,-1218.51
72,NG,SC,0.74,-3890.35
73,NG,outsc,0.80,-3814.23
74,OK,bp,0.26,-1265.78
75,NG,bp,0.61,-3944.10
76,NG,outsc,0.86,-3838.99
77,OK,OK,0.00,-1247.39
78,OK,OK,0.00,-1245.97
79,OK,OK,0.00,-1229.09
80,OK,OK,0.00,-1230.89
81,OK,OK,0.00,-1235.94
82,NG,SC,0.59,-3920.98
83,OK,OK,0.00,-924.97
84,NG,bp,0.57,-3943.88
85,NG,SC,0.62,-3942.43
86,OK,bp,0.44,-1259.44
87,OK,OK,0.00,-1265.55
88,NG,WP,0.51,-3896.80
89,OK,OK,0.00,-1262.09
