==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,100,31,cf,11
1,100,31,SC,5
1,100,31,deform,15
2,110,21,bp,7
2,110,21,SC,7
2,110,21,deform,7
3,123,8,outsc,8
4,85,46,outsc,46

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,NG,outsc,0.72,380.19
1,NG,deform,1.00,-3901.67
2,NG,bp,0.77,-3919.92
3,NG,outsc,0.80,-3886.81
4,OK,SC,0.34,-548.40
5,NG,outsc,0.76,-3879.92
6,OK,SC,0.31,3509.25
7,NG,outsc,0.74,-3908.84
8,NG,bp,0.57,-3921.40
9,NG,outsc,0.69,-3903.27
11,NG,deform,1.00,-3924.11
13,OK,outsc,0.35,-533.41
14,OK,bp,0.41,-540.50
15,OK,OK,0.00,-534.09
16,NG,outsc,0.54,-3899.08
17,OK,bp,0.40,-549.71
18,NG,outsc,0.89,-3892.25
19,NG,bp,0.57,-3905.19
20,OK,outsc,0.36,-530.63
21,OK,OK,0.00,-537.54
22,NG,outsc,0.81,-3900.31
23,NG,outsc,0.74,-3910.43
24,NG,outsc,0.63,195.48
25,NG,SC,0.56,-60.74
26,OK,SC,0.32,-540.33
27,NG,outsc,0.68,-3864.61
29,NG,outsc,0.65,-3907.18
30,NG,deform,1.00,-3895.58
31,NG,outsc,0.77,-3894.77
32,OK,outsc,0.44,-542.32
33,OK,outsc,0.49,-547.92
34,NG,outsc,0.55,-3899.46
35,NG,deform,1.00,-3922.91
36,OK,bp,0.36,-558.28
37,NG,cf,0.87,-3901.33
38,NG,outsc,0.92,-3899.66
39,NG,cf,0.82,-3921.65
40,NG,SC,0.75,-3910.43
41,OK,SC,0.37,-591.44
42,OK,OK,0.00,-590.11
44,OK,OK,0.00,-552.18
45,OK,OK,0.00,-551.07
46,NG,deform,1.00,173.22
47,OK,OK,0.00,-556.02
48,OK,OK,0.00,-553.38
49,NG,outsc,0.63,-3592.58
50,NG,outsc,0.84,-3938.82
51,OK,OK,0.00,-553.19
52,NG,outsc,0.69,-3902.66
53,OK,SC,0.43,-557.28
54,NG,outsc,0.79,-3903.64
57,NG,outsc,0.66,-3906.74
58,NG,outsc,0.76,-3892.72
59,OK,OK,0.00,-559.62
60,OK,OK,0.00,-554.71
61,NG,SC,0.53,-3918.97
62,OK,OK,0.00,-554.24
63,NG,outsc,0.60,-3869.35
64,NG,deform,1.00,-3921.99
65,OK,OK,0.00,3512.30
67,OK,OK,0.00,-552.77
68,OK,SC,0.27,-550.03
69,NG,outsc,0.88,-3902.95
70,OK,bp,0.38,-553.65
71,NG,outsc,0.71,-3909.00
72,NG,deform,1.00,-3928.24
73,OK,OK,0.00,-556.31
74,NG,outsc,0.83,-3910.90
75,OK,outsc,0.46,-513.22
76,NG,SC,0.52,-3919.98
77,OK,OK,0.00,-553.36
78,OK,bp,0.49,-556.86
79,NG,outsc,0.68,-3905.00
81,NG,deform,1.00,-3925.59
83,NG,outsc,0.84,-3905.06
84,NG,cf,0.73,-3902.62
86,NG,outsc,0.85,-3895.31
87,OK,OK,0.00,-556.74
88,OK,OK,0.00,3519.53
89,OK,bp,0.44,-553.74
90,NG,deform,1.00,-3894.21
91,OK,outsc,0.46,-527.18
92,OK,OK,0.00,-557.65
93,NG,deform,1.00,-3908.00
95,NG,deform,1.00,-3905.24
96,NG,outsc,0.73,-3881.12
97,OK,outsc,0.29,-532.40
99,NG,deform,1.00,-3915.27
100,NG,outsc,0.72,-3909.89
101,OK,SC,0.31,-538.05
102,NG,deform,1.00,-3911.42
103,OK,outsc,0.39,-524.28
104,OK,SC,0.45,-537.13
105,NG,SC,0.54,-3925.01
106,OK,OK,0.00,-543.23
107,NG,outsc,0.67,-3920.25
108,NG,bp,0.64,-3926.00
109,NG,deform,1.00,-3922.85
110,NG,deform,1.00,-3924.38
112,NG,SC,0.70,168.22
113,OK,OK,0.00,-556.96
114,NG,outsc,0.79,-3911.75
115,OK,bp,0.31,-558.11
116,NG,cf,0.52,-3927.77
117,NG,outsc,0.80,-3905.29
118,OK,bp,0.31,-547.32
119,NG,deform,1.00,-3917.93
120,NG,outsc,0.79,-3775.37
121,NG,SC,0.70,-3913.25
122,OK,outsc,0.34,-533.97
123,NG,outsc,0.79,-3875.60
124,NG,deform,1.00,148.72
125,NG,outsc,0.62,-467.56
126,NG,outsc,0.73,-1257.72
127,NG,SC,0.50,-2035.64
128,NG,deform,1.00,-3878.95
129,OK,outsc,0.46,-539.22
130,NG,SC,0.57,-3943.07
131,OK,OK,0.00,-569.84
133,OK,OK,0.00,-568.59
134,OK,OK,0.00,-552.62
136,NG,outsc,0.88,-3901.91
137,NG,bp,0.83,-3913.58
138,NG,outsc,0.63,-3922.65
139,OK,outsc,0.44,-538.67
141,NG,outsc,0.62,-3926.52
143,OK,bp,0.29,-1144.44
144,NG,outsc,0.84,-3898.94
145,NG,cf,0.57,-3941.18
146,OK,outsc,0.42,-1259.53
147,NG,outsc,0.55,-3887.41

==== 總體統計 ====
總樣品數,131
OK數量,52
NG數量,79
不良率(%),60.31

