==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,206,104,bp,20
1,206,104,SC,75
1,206,104,WP,8
1,206,104,deform,1
2,210,100,bp,35
2,210,100,SC,57
2,210,100,WP,6
2,210,100,deform,2
3,117,193,outsc,193
4,147,163,outsc,163

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,OK,bp,0.45,-537.71
1,NG,SC,0.57,-3797.79
2,NG,outsc,0.91,-3769.99
3,NG,outsc,0.84,-3770.79
4,NG,outsc,0.94,-3783.40
5,NG,outsc,0.94,-3773.01
6,NG,outsc,0.90,-3764.41
7,NG,outsc,0.76,-3767.50
8,NG,outsc,0.71,-3792.89
9,NG,outsc,0.81,-3798.97
10,NG,outsc,0.93,-3762.76
11,NG,outsc,0.88,-3775.22
12,NG,outsc,0.79,-3787.40
13,NG,SC,0.87,-3768.58
14,NG,outsc,0.89,-3774.09
15,OK,OK,0.00,-531.78
16,NG,outsc,0.80,-3780.41
17,NG,outsc,0.89,-3739.01
18,OK,outsc,0.67,-532.09
19,NG,outsc,0.91,-3732.78
20,NG,outsc,0.92,-3777.35
21,NG,outsc,0.93,-3772.09
22,NG,outsc,0.89,-3779.72
23,NG,outsc,0.82,-3783.50
24,NG,outsc,0.91,-3777.14
25,NG,SC,0.82,-3792.02
26,NG,outsc,0.81,-3756.39
27,NG,bp,0.76,-3768.49
28,OK,outsc,0.49,-527.28
29,NG,bp,0.80,-3783.61
30,NG,outsc,0.92,-3776.35
31,NG,bp,0.71,-3799.87
32,NG,outsc,0.91,-3756.84
33,NG,outsc,0.85,-3761.01
34,NG,outsc,0.90,-3778.62
35,NG,outsc,0.89,-3767.22
36,NG,outsc,0.79,-3794.78
37,NG,outsc,0.71,-3783.45
38,NG,outsc,0.93,-3749.67
39,NG,outsc,0.90,-3791.77
40,NG,outsc,0.82,-3784.81
41,NG,outsc,0.84,-3786.61
42,NG,WP,0.74,-3792.38
43,NG,outsc,0.92,-3787.66
44,NG,outsc,0.90,-1946.89
45,OK,outsc,0.65,960.76
46,OK,OK,0.00,627.36
47,NG,outsc,0.73,-2934.12
48,NG,outsc,0.91,-1752.61
49,OK,outsc,0.40,3512.38
50,NG,outsc,0.89,35.84
51,OK,OK,0.00,2973.21
52,OK,SC,0.42,2663.19
53,NG,SC,0.83,-893.53
54,NG,bp,0.84,-1190.38
55,NG,WP,0.74,-1488.88
56,NG,outsc,0.89,-1758.74
57,NG,bp,0.74,-2005.30
58,NG,outsc,0.87,-2279.90
59,NG,outsc,0.87,-2550.78
60,NG,deform,1.00,-2842.47
61,NG,outsc,0.81,-3138.22
