==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,113,11,bp,3
1,113,11,SC,8
2,57,67,bp,42
2,57,67,SC,22
2,57,67,deform,3
3,115,9,outsc,9
4,49,75,outsc,75

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,NG,bp,0.62,-3909.10
1,NG,outsc,0.69,-3884.44
2,OK,outsc,0.39,-512.33
3,NG,outsc,0.62,-3916.35
4,OK,OK,0.00,-587.68
5,NG,outsc,0.81,-3913.70
6,NG,outsc,0.82,-3915.46
7,NG,outsc,0.79,-3868.91
8,NG,outsc,0.54,-3908.24
9,NG,outsc,0.57,-3905.41
10,NG,bp,0.67,-3939.88
11,NG,outsc,0.76,-3923.42
12,NG,outsc,0.60,-3839.30
13,NG,SC,0.75,-3905.01
14,NG,outsc,0.77,-3892.66
15,NG,SC,0.72,-3755.13
16,NG,outsc,0.85,-3953.78
17,NG,outsc,0.82,-3912.13
18,NG,bp,0.57,-3943.76
19,NG,bp,0.70,-3899.36
20,NG,bp,0.59,-3937.00
21,NG,SC,0.83,-3914.95
22,NG,outsc,0.56,-3863.38
23,OK,bp,0.46,-550.34
24,OK,bp,0.33,-259.56
25,NG,outsc,0.88,-3928.80
26,NG,bp,0.75,-3955.11
27,NG,outsc,0.71,-3917.93
28,NG,outsc,0.81,-3913.10
29,NG,outsc,0.86,-3680.24
30,NG,outsc,0.58,-3943.74
31,NG,outsc,0.66,-3923.91
32,NG,outsc,0.70,-3909.46
33,NG,outsc,0.74,-3936.03
34,NG,SC,0.62,-3928.87
35,NG,outsc,0.65,-3859.81
36,NG,bp,0.73,-3873.89
37,NG,bp,0.58,-3933.28
38,OK,bp,0.41,-563.98
39,OK,bp,0.49,-280.47
40,NG,outsc,0.85,-3924.30
41,NG,bp,0.70,-3927.39
42,NG,outsc,0.61,-3901.23
43,NG,bp,0.58,-3924.04
44,NG,bp,0.70,-3924.00
45,NG,SC,0.55,-3958.66
46,NG,outsc,0.84,-1874.99
47,NG,SC,0.77,-404.16
48,NG,bp,0.74,-1665.52
49,NG,SC,0.63,-2359.82
50,NG,outsc,0.60,-2808.08
51,NG,outsc,0.72,-3445.92
52,NG,outsc,0.71,-3951.03
53,NG,bp,0.68,-3926.69
54,NG,outsc,0.80,-3875.88
55,NG,bp,0.62,-3917.89
56,NG,outsc,0.67,-3937.02
57,NG,outsc,0.84,-3934.34
58,NG,outsc,0.75,-3932.35
59,NG,outsc,0.68,-3830.92
60,NG,bp,0.65,-3947.00
61,NG,outsc,0.66,-3915.46
62,NG,SC,0.79,-3922.60
63,NG,outsc,0.63,-3919.77
64,NG,outsc,0.84,-3864.23
65,NG,bp,0.63,-3815.96
66,NG,SC,0.77,-3887.59
67,NG,outsc,0.81,-3864.54
68,NG,outsc,0.82,-3642.74
69,NG,outsc,0.74,-3897.58
70,NG,deform,1.00,-3942.39
71,NG,SC,0.73,-3930.26
72,NG,deform,1.00,-3936.98
73,NG,outsc,0.85,-3901.47
74,NG,bp,0.56,-3933.84
75,OK,bp,0.48,-557.82
76,NG,outsc,0.76,-3902.03
77,NG,bp,0.53,-3903.72
78,NG,outsc,0.75,-3783.00
79,NG,outsc,0.81,-3929.82
80,NG,outsc,0.70,-3930.41
81,NG,bp,0.55,-3955.56
82,NG,outsc,0.87,-3596.63
83,NG,deform,1.00,-3860.63
84,NG,outsc,0.83,-3945.35
85,NG,bp,0.51,-3951.03
86,NG,outsc,0.73,-3902.15
