==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,21,300,SC,285
1,21,300,INP,5
1,21,300,deform,10
2,100,221,SC,208
2,100,221,NULL_invalid,3
2,100,221,deform,10
3,300,21,OTP,21
4,307,14,OTP,14

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,OK,SC,0.57,-567.51
1,OK,SC,0.88,-582.25
2,OK,SC,0.85,-573.22
3,OK,SC,0.78,-557.37
4,OK,SC,0.82,-558.23
5,OK,SC,0.72,-573.75
6,OK,SC,0.81,-565.24
7,OK,SC,0.86,-569.71
8,OK,SC,0.79,-239.37
9,OK,SC,0.65,-547.19
10,OK,SC,0.64,-580.05
11,OK,SC,0.69,-594.00
12,OK,SC,0.82,-585.35
13,OK,SC,0.82,-590.71
14,OK,deform,1.00,-583.59
15,OK,SC,0.84,-587.75
16,OK,SC,0.83,-579.94
17,OK,deform,1.00,-560.12
18,OK,SC,0.78,-562.17
19,OK,SC,0.81,-560.36
20,OK,SC,0.84,-563.49
21,OK,SC,0.76,-528.81
22,OK,SC,0.87,-323.43
23,OK,SC,0.75,-556.59
24,OK,SC,0.87,-592.69
25,OK,SC,0.78,-587.06
26,OK,SC,0.87,-586.84
27,OK,SC,0.64,-585.80
28,OK,SC,0.77,-577.66
29,OK,SC,0.84,-566.28
30,OK,OK,0.00,-495.78
31,OK,SC,0.86,-267.26
32,OK,SC,0.84,-587.36
33,OK,SC,0.91,-589.02
34,OK,SC,0.81,-598.64
35,OK,SC,0.66,-594.63
36,OK,SC,0.48,-578.12
37,OK,OTP,0.83,-586.02
38,OK,OTP,0.69,-561.18
39,OK,SC,0.81,-558.84
40,OK,SC,0.80,-538.16
41,OK,SC,0.84,-577.25
42,OK,SC,0.74,-375.14
43,OK,SC,0.73,-590.90
44,OK,SC,0.75,-582.54
45,OK,SC,0.81,-583.32
46,OK,SC,0.84,-529.85
47,OK,SC,0.70,-573.28
48,OK,SC,0.51,-335.03
49,OK,SC,0.80,-590.04
50,OK,SC,0.72,-1256.41
51,OK,SC,0.86,-1272.27
52,OK,SC,0.81,-1248.86
53,OK,SC,0.82,-1281.19
54,OK,SC,0.88,-1264.48
55,OK,SC,0.38,-1267.96
56,OK,SC,0.78,-1269.49
57,OK,SC,0.89,-1126.59
58,OK,SC,0.85,-1286.45
59,OK,SC,0.52,-1280.55
60,OK,deform,1.00,-1275.33
61,OK,SC,0.80,-1282.65
62,OK,SC,0.73,-1267.49
63,OK,SC,0.86,-1278.46
64,OK,SC,0.78,-1270.42
65,OK,deform,1.00,-1222.35
66,OK,SC,0.67,-1273.56
67,OK,SC,0.85,-1269.35
68,OK,SC,0.71,-1282.84
69,OK,SC,0.76,-1280.44
70,OK,SC,0.73,-1279.18
71,OK,SC,0.84,-1251.47
72,OK,SC,0.84,-1275.75
73,OK,SC,0.83,-1269.09
74,OK,SC,0.61,-1229.58
75,OK,deform,1.00,-1261.69
76,OK,SC,0.61,-1250.19
77,OK,SC,0.86,-1222.71
78,OK,SC,0.72,-1020.03
79,OK,OK,0.00,-1273.76
80,OK,SC,0.86,-1281.69
81,OK,SC,0.68,-1247.26
82,OK,SC,0.83,-1272.12
83,OK,SC,0.84,-1280.37
84,OK,deform,1.00,-1277.32
85,OK,SC,0.82,-1204.00
86,OK,deform,1.00,-1252.41
87,OK,SC,0.80,-1227.58
88,OK,SC,0.54,-1226.90
89,OK,SC,0.81,-1250.77
90,OK,SC,0.89,-1209.38
91,OK,SC,0.85,-953.03
92,OK,SC,0.86,-1195.99
