==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,100,4,bp,2
1,100,4,dirty,2
2,94,10,bp,1
2,94,10,dirty,8
2,94,10,wr,1
3,102,2,outsc,2
4,102,2,outsc,2

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,OK,OK,0.00,-516.58
1,NG,outsc,0.86,-3877.30
2,OK,dirty,0.55,-583.51
3,NG,bp,0.50,-3943.50
4,OK,OK,0.00,-570.37
5,OK,outsc,0.71,-558.31
6,OK,outsc,0.35,-589.49
7,OK,dirty,0.47,-591.07
8,OK,dirty,0.43,-585.50
9,OK,dirty,0.60,-556.25
10,OK,OK,0.00,-574.45
11,OK,OK,0.00,-579.66
12,OK,outsc,0.74,-567.12
13,OK,dirty,0.67,-575.79
14,OK,OK,0.00,-537.23
15,OK,OK,0.00,-570.71
16,OK,bp,0.36,-563.46
17,OK,wr,0.41,-531.30
18,NG,outsc,0.85,-3814.87
19,OK,dirty,0.43,-585.65
20,OK,dirty,0.45,-574.27
21,OK,bp,0.37,-578.41
22,OK,dirty,0.38,-565.78
23,OK,OK,0.00,1478.01
24,OK,OK,0.00,906.03
25,OK,dirty,0.55,252.66
26,OK,OK,0.00,-530.27
27,OK,OK,0.00,1627.02
28,NG,dirty,0.72,-2122.84
29,OK,dirty,0.29,875.36
30,NG,dirty,0.78,-3941.95
31,OK,bp,0.39,-581.93
32,OK,bp,0.28,-581.12
33,OK,dirty,0.42,-580.51
34,NG,dirty,0.78,-3926.87
35,OK,outsc,0.37,-583.65
36,OK,outsc,0.52,-575.17
37,OK,dirty,0.58,-581.53
38,OK,dirty,0.44,-587.66
39,OK,dirty,0.56,-573.00
40,OK,outsc,0.60,-559.21
41,OK,dirty,0.26,-523.48
42,OK,OK,0.00,-555.21
43,OK,OK,0.00,-558.90
44,OK,outsc,0.47,-297.71
45,OK,dirty,0.57,-496.22
46,OK,dirty,0.53,-574.39
47,OK,OK,0.00,-576.02
48,NG,dirty,0.72,-3928.53
49,OK,dirty,0.31,-567.93
50,NG,dirty,0.81,-3903.73
51,NG,dirty,0.80,-3912.67
52,OK,OK,0.00,-259.95
53,OK,bp,0.35,-584.84
54,OK,dirty,0.34,-590.01
55,OK,OK,0.00,-571.20
56,OK,dirty,0.29,-588.86
57,OK,bp,0.33,-580.91
58,OK,outsc,0.74,-534.37
59,OK,outsc,0.38,-537.42
60,OK,dirty,0.61,-552.35
61,NG,dirty,0.74,-3895.16
62,OK,dirty,0.59,-569.39
63,OK,OK,0.00,-587.29
64,OK,OK,0.00,-587.22
65,OK,OK,0.00,-1222.29
66,OK,OK,0.00,-1225.40
67,OK,bp,0.28,-1208.30
68,OK,dirty,0.34,-1062.74
69,NG,dirty,0.73,-3942.43
70,OK,OK,0.00,-1218.44
71,OK,OK,0.00,-1242.39
72,NG,bp,0.53,-3893.45
73,OK,dirty,0.47,-1230.68
74,OK,outsc,0.82,-1229.41
75,OK,OK,0.00,-1178.21
76,NG,outsc,0.91,-3926.91
77,OK,OK,0.00,-1233.25
78,OK,OK,0.00,-1210.05
79,OK,bp,0.33,-1228.80
80,OK,dirty,0.26,-1237.31
81,OK,dirty,0.31,-1230.31
82,OK,OK,0.00,-882.37
83,OK,outsc,0.35,-1219.41
84,OK,OK,0.00,-1232.34
85,OK,dirty,0.57,-1236.39
86,OK,OK,0.00,-1223.15
87,OK,dirty,0.46,-1223.95
88,OK,OK,0.00,-1231.08
89,OK,bp,0.45,-1239.99
90,OK,outsc,0.45,-1238.68
91,OK,outsc,0.32,-1190.02
92,OK,dirty,0.41,-1218.12
93,NG,dirty,0.76,-3721.81
94,NG,outsc,0.85,-3931.06
95,OK,dirty,0.41,-1224.05
96,OK,outsc,0.39,-1210.15
97,OK,OK,0.00,-1235.77
98,NG,wr,0.68,-3915.17
99,NG,bp,0.57,-3930.22
100,OK,OK,0.00,-1230.90
101,OK,dirty,0.39,-1229.99
102,OK,OK,0.00,-1217.28
103,OK,OK,0.00,-1219.33

==== 總體統計 ====
總樣品數,104
OK數量,87
NG數量,17
不良率(%),16.35

==== 瑕疵統計 ====
瑕疵類型,數量,比例
dirty,9,0.53
outsc,4,0.24
bp,3,0.18
wr,1,0.06

==== 分數分布分析 ====
瑕疵類型,樣本數量,最小值,最大值,平均值,5%分位數,25%分位數,中位數,75%分位數,95%分位數,99%分位數,推薦閾值
OK,32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
outsc,18,0.32,0.91,0.59,0.32,0.38,0.56,0.82,0.91,0.91,0.82
dirty,40,0.26,0.81,0.52,0.29,0.41,0.50,0.67,0.80,0.81,0.67
bp,12,0.28,0.57,0.39,0.28,0.33,0.36,0.50,0.57,0.57,0.46
wr,2,0.41,0.68,0.55,0.41,0.41,0.55,0.68,0.68,0.68,0.42

==== ROC曲線數據 ====
瑕疵類型,閾值,真陽性率,假陽性率,準確率,F1分數
OK,0.00,0.00,1.00,0.00,0.00
OK,0.05,0.00,0.00,1.00,0.00
OK,0.10,0.00,0.00,1.00,0.00
OK,0.15,0.00,0.00,1.00,0.00
OK,0.20,0.00,0.00,1.00,0.00
OK,0.25,0.00,0.00,1.00,0.00
OK,0.30,0.00,0.00,1.00,0.00
OK,0.35,0.00,0.00,1.00,0.00
OK,0.40,0.00,0.00,1.00,0.00
OK,0.45,0.00,0.00,1.00,0.00
OK,0.50,0.00,0.00,1.00,0.00
OK,0.55,0.00,0.00,1.00,0.00
OK,0.60,0.00,0.00,1.00,0.00
OK,0.65,0.00,0.00,1.00,0.00
OK,0.70,0.00,0.00,1.00,0.00
OK,0.75,0.00,0.00,1.00,0.00
OK,0.80,0.00,0.00,1.00,0.00
OK,0.85,0.00,0.00,1.00,0.00
OK,0.90,0.00,0.00,1.00,0.00
OK,0.95,0.00,0.00,1.00,0.00
dirty,0.00,1.00,1.00,0.23,0.37
dirty,0.05,1.00,1.00,0.23,0.37
dirty,0.10,1.00,1.00,0.23,0.37
dirty,0.15,1.00,1.00,0.23,0.37
dirty,0.20,1.00,1.00,0.23,0.37
dirty,0.25,1.00,1.00,0.23,0.37
dirty,0.30,1.00,0.87,0.33,0.40
dirty,0.35,1.00,0.74,0.43,0.44
dirty,0.40,1.00,0.68,0.48,0.46
dirty,0.45,1.00,0.45,0.65,0.56
dirty,0.50,1.00,0.35,0.73,0.62
dirty,0.55,1.00,0.29,0.78,0.67
