==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,95,8,bp,2
1,95,8,SC,5
1,95,8,WP,1
2,87,16,bp,7
2,87,16,SC,3
2,87,16,WP,1
2,87,16,deform,5
3,90,13,outsc,13
4,94,9,outsc,9

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,OK,WP,0.32,-566.63
1,NG,SC,0.52,-3902.55
2,OK,outsc,0.38,-575.48
3,OK,SC,0.39,-587.64
4,OK,outsc,0.60,-529.10
5,OK,outsc,0.51,-528.31
6,NG,outsc,0.85,-3938.83
7,OK,outsc,0.27,-556.02
8,OK,outsc,0.39,-542.39
9,NG,bp,0.58,-3941.81
10,OK,outsc,0.54,-530.84
11,OK,outsc,0.30,-560.11
12,OK,bp,0.37,-583.33
13,OK,outsc,0.42,-540.29
14,OK,WP,0.32,-590.45
15,OK,OK,0.00,-571.22
16,OK,outsc,0.42,-564.78
17,NG,SC,0.80,-3948.55
18,NG,outsc,0.72,-3909.80
19,NG,bp,0.56,-3960.27
20,OK,OK,0.00,-580.26
21,NG,outsc,0.89,-3909.71
22,OK,OK,0.00,-529.81
23,OK,SC,0.32,-541.01
24,OK,WP,0.47,-554.70
25,OK,OK,0.00,-295.10
26,NG,outsc,0.66,-3959.78
27,OK,OK,0.00,-584.36
28,OK,bp,0.44,-582.09
29,NG,outsc,0.69,-3947.52
30,OK,outsc,0.56,-399.24
31,NG,outsc,0.87,-3792.84
32,OK,OK,0.00,-583.89
33,NG,WP,0.69,-3932.63
34,NG,bp,0.60,-3941.54
35,OK,outsc,0.33,-318.60
36,OK,outsc,0.31,-508.92
37,OK,OK,0.00,-584.54
38,OK,outsc,0.38,-563.18
39,NG,SC,0.70,-3881.25
40,OK,OK,0.00,-559.34
41,OK,OK,0.00,-553.24
42,OK,WP,0.36,-264.87
43,NG,outsc,0.89,-3931.91
44,OK,OK,0.00,-585.82
45,NG,SC,0.60,-3948.44
46,OK,outsc,0.53,-520.30
47,NG,bp,0.65,-3942.72
48,NG,bp,0.51,-3920.17
49,NG,bp,0.52,-3906.79
50,OK,outsc,0.32,-536.87
51,OK,WP,0.36,-582.03
52,OK,outsc,0.26,-582.17
53,OK,outsc,0.56,-562.06
54,OK,outsc,0.35,-571.33
55,NG,outsc,0.69,-3903.62
56,OK,outsc,0.37,-530.33
57,OK,bp,0.40,-318.46
58,OK,OK,0.00,-562.80
59,OK,OK,0.00,-583.49
60,NG,outsc,0.86,-3917.58
61,NG,SC,0.62,-3957.17
62,OK,outsc,0.44,-581.69
63,NG,outsc,0.86,-3877.34
64,NG,outsc,0.75,-3929.29
65,OK,bp,0.33,-567.48
66,OK,OK,0.00,-563.03
67,NG,SC,0.73,-3912.15
68,OK,outsc,0.34,-556.27
69,OK,OK,0.00,-535.28
70,OK,outsc,0.64,-547.09
71,NG,outsc,0.66,-3917.45
72,OK,bp,0.31,-380.96
73,OK,bp,0.37,-558.56
74,OK,OK,0.00,-588.24
75,OK,outsc,0.60,-1260.99
76,NG,outsc,0.70,-3939.69
77,OK,outsc,0.57,-1210.20
78,OK,OK,0.00,-1241.34
79,NG,deform,1.00,-1891.22
80,NG,deform,1.00,-1242.50
81,NG,outsc,0.82,-1809.56
82,NG,deform,1.00,-1764.88
83,OK,bp,0.43,680.86
84,NG,outsc,0.77,-3209.82
85,OK,SC,0.45,-1272.43
86,NG,bp,0.73,-3925.99
87,NG,outsc,0.81,-3714.99
88,NG,SC,0.56,-3961.22
89,OK,outsc,0.31,-1278.12
90,NG,deform,1.00,-3944.65
91,NG,deform,1.00,-3952.11
92,OK,OK,0.00,-1264.90
93,OK,outsc,0.55,-1261.36
94,OK,OK,0.00,-1254.48
95,OK,outsc,0.58,-1149.99
96,OK,bp,0.30,-1275.45
97,NG,bp,0.51,-3958.01
98,OK,OK,0.00,-1278.95
99,OK,bp,0.41,-1238.01
100,OK,outsc,0.50,-1273.10
101,NG,outsc,0.79,-3845.44
102,OK,bp,0.28,-1259.35

==== 總體統計 ====
總樣品數,103
OK數量,65
NG數量,38
不良率(%),36.89

==== 瑕疵統計 ====
瑕疵類型,數量,比例
outsc,17,0.45
bp,8,0.21
SC,7,0.18
deform,5,0.13
WP,1,0.03

==== 分數分布分析 ====
瑕疵類型,樣本數量,最小值,最大值,平均值,5%分位數,25%分位數,中位數,75%分位數,95%分位數,99%分位數,推薦閾值
WP,6,0.32,0.69,0.42,0.32,0.32,0.36,0.47,0.69,0.69,0.48
SC,10,0.32,0.80,0.57,0.32,0.45,0.58,0.70,0.80,0.80,0.45
outsc,45,0.26,0.89,0.57,0.30,0.38,0.56,0.72,0.87,0.89,0.64
bp,18,0.28,0.73,0.46,0.28,0.37,0.44,0.56,0.73,0.73,0.45
