==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,71,18,bp,7
1,71,18,dirty,10
1,71,18,wr,1
2,63,26,bp,13
2,63,26,dirty,13
3,75,14,outsc,14
4,69,20,outsc,20

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,NG,dirty,0.72,-3896.07
1,OK,OK,0.00,-556.70
2,OK,OK,0.00,-558.13
3,NG,dirty,0.62,-3872.03
4,NG,dirty,0.72,-3721.35
5,NG,bp,0.75,-3927.10
6,NG,dirty,0.74,-3919.71
7,NG,dirty,0.85,-3937.02
8,OK,OK,0.00,-575.50
9,NG,outsc,0.76,-3927.33
10,OK,outsc,0.40,-455.50
11,NG,outsc,0.68,-3922.11
12,OK,OK,0.00,-585.36
13,NG,outsc,0.64,-3937.72
14,NG,outsc,0.87,-3859.66
15,OK,bp,0.30,-580.87
16,OK,OK,0.00,-575.05
17,NG,bp,0.72,-3881.00
18,NG,outsc,0.68,-3864.85
19,NG,bp,0.67,-3938.94
20,OK,OK,0.00,-584.91
21,NG,dirty,0.80,-3889.03
22,NG,outsc,0.67,-3905.27
23,OK,dirty,0.27,-534.34
24,NG,bp,0.57,-3817.10
25,NG,bp,0.77,-3946.22
26,NG,dirty,0.80,-3939.58
27,NG,outsc,0.87,-3926.73
28,NG,dirty,0.70,-1841.65
29,NG,bp,0.76,-2490.07
30,OK,dirty,0.46,572.89
31,NG,bp,0.52,-3142.97
32,NG,bp,0.87,-3286.77
33,NG,dirty,0.86,-1886.73
34,NG,outsc,0.56,-2659.04
35,NG,dirty,0.80,-3921.73
36,NG,bp,0.80,-3906.12
37,NG,outsc,0.52,-3864.00
38,NG,bp,0.67,-3898.14
39,OK,dirty,0.49,-554.35
40,NG,outsc,0.88,-3586.16
41,OK,outsc,0.44,-575.51
42,NG,outsc,0.54,-3939.68
43,OK,OK,0.00,-548.07
44,NG,bp,0.84,-3911.04
45,NG,bp,0.76,-3918.07
46,NG,bp,0.73,-3877.36
47,OK,dirty,0.35,-521.49
48,NG,outsc,0.91,-3609.99
49,NG,wr,0.70,-3803.06
50,NG,dirty,0.84,-3944.21
51,NG,dirty,0.74,-3928.98
52,OK,bp,0.26,-585.13
53,NG,outsc,0.86,-3887.25
54,OK,outsc,0.35,3526.18
55,NG,outsc,0.62,-987.23
56,NG,dirty,0.57,-1359.33
57,OK,OK,0.00,1193.35
58,OK,OK,0.00,575.13
59,NG,bp,0.71,-3513.39
60,OK,dirty,0.39,-583.74
61,NG,outsc,0.80,-3898.42
62,NG,bp,0.72,-3917.84
63,OK,dirty,0.40,-580.31
64,NG,outsc,0.80,-3919.33
65,OK,OK,0.00,-582.14
66,OK,OK,0.00,-557.74
67,OK,OK,0.00,-580.58
68,OK,OK,0.00,-579.50
69,NG,dirty,0.89,-3910.71
