==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,97,767,SC,731
1,97,767,INP,4
1,97,767,deform,32
2,287,577,SC,544
2,287,577,INP,3
2,287,577,deform,30
3,794,70,OTP,70
4,804,60,OTP,60

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,OK,SC,0.68,-608.40
1,OK,SC,0.84,-612.87
2,OK,SC,0.57,-603.20
3,OK,OTP,0.78,-562.01
4,OK,deform,1.00,-591.67
5,OK,SC,0.68,-588.14
6,OK,SC,0.62,-511.25
7,OK,SC,0.80,-326.64
8,OK,SC,0.83,-603.75
9,OK,SC,0.83,-609.23
10,OK,OK,0.00,-611.03
11,OK,SC,0.56,-572.08
12,OK,SC,0.63,-605.14
13,OK,SC,0.85,-604.08
14,OK,SC,0.70,-584.15
15,OK,deform,1.00,-597.66
16,OK,SC,0.82,-591.41
17,OK,SC,0.85,-401.50
18,OK,SC,0.85,-606.24
19,OK,SC,0.71,-614.44
20,OK,SC,0.60,-611.98
21,OK,SC,0.79,-573.96
22,OK,SC,0.64,-597.44
23,OK,SC,0.84,-599.50
24,OK,SC,0.81,-578.98
25,OK,SC,0.83,-528.97
26,OK,SC,0.81,-582.37
27,OK,SC,0.60,-593.92
28,OK,SC,0.80,-411.88
29,OK,SC,0.52,-616.09
30,OK,SC,0.84,-608.17
31,OK,SC,0.84,-609.34
32,OK,SC,0.49,-603.94
33,OK,SC,0.30,-593.21
34,OK,SC,0.84,-596.47
35,OK,SC,0.73,-584.71
36,OK,SC,0.80,-603.33
37,OK,SC,0.83,-595.61
38,OK,SC,0.83,-597.78
39,OK,SC,0.84,-591.49
40,OK,SC,0.77,-581.91
41,OK,SC,0.46,-539.33
42,OK,deform,1.00,-316.32
43,OK,SC,0.77,-614.21
44,OK,SC,0.87,-608.77
45,OK,SC,0.74,-604.25
46,OK,SC,0.85,-603.10
47,OK,SC,0.80,-609.86
48,OK,SC,0.82,-588.05
49,OK,SC,0.80,-595.92
50,OK,SC,0.86,-1275.68
51,OK,SC,0.87,-1297.28
52,OK,SC,0.80,-1296.04
53,OK,SC,0.79,-1270.25
54,OK,SC,0.79,-1282.50
55,OK,SC,0.85,-1272.43
56,OK,SC,0.80,-1268.83
57,OK,SC,0.67,-967.60
58,OK,SC,0.73,-1271.57
59,OK,SC,0.81,-1269.04
60,OK,SC,0.61,-1300.44
61,OK,SC,0.65,-1290.43
62,OK,SC,0.57,-1296.79
63,OK,SC,0.83,-1306.24
64,OK,SC,0.86,-1283.20
65,OK,SC,0.90,-1284.46
66,OK,SC,0.81,-1276.93
67,OK,SC,0.80,-1253.09
68,OK,SC,0.68,-1238.26
69,OK,SC,0.68,-1289.35
70,OK,SC,0.85,-1059.12
71,OK,SC,0.84,-1302.47
72,OK,deform,1.00,-1238.44
73,OK,SC,0.83,-1287.58
74,OK,SC,0.76,-1288.40
75,OK,SC,0.63,-1277.35
76,OK,SC,0.76,-1282.46
77,OK,SC,0.70,-1288.53
78,OK,SC,0.74,-1295.28
79,OK,deform,1.00,-1281.20
80,OK,SC,0.84,-1018.76
81,OK,SC,0.51,-1276.99
82,OK,SC,0.80,-1285.53
83,OK,SC,0.87,-1299.46
84,OK,SC,0.76,-1301.00
85,OK,SC,0.71,-1297.57
86,OK,SC,0.60,-1287.51
87,OK,SC,0.75,-1286.54
88,OK,SC,0.82,-1295.18
89,OK,SC,0.85,-1281.54
90,OK,SC,0.70,-1269.90
91,OK,SC,0.76,-1296.82
92,OK,SC,0.81,-1285.17
93,OK,SC,0.79,-1287.72
94,OK,SC,0.83,-1275.26
95,OK,SC,0.44,-1261.19
96,OK,SC,0.78,-1232.15
97,OK,SC,0.77,-1292.35
98,OK,SC,0.81,-1292.06
99,OK,SC,0.74,-1274.92
100,OK,SC,0.71,-587.65
101,OK,SC,0.81,-586.31
102,OK,SC,0.80,-571.24
103,OK,deform,1.00,-602.60
104,OK,deform,1.00,-607.86
105,OK,SC,0.86,-579.81
106,OK,SC,0.80,-594.81
107,OK,SC,0.73,-562.56
108,OK,SC,0.81,-559.24
109,OK,SC,0.86,-599.80
110,OK,SC,0.86,-603.12
111,OK,SC,0.85,-575.45
112,OK,SC,0.73,-598.15
113,OK,deform,1.00,-580.36
114,OK,SC,0.73,-601.18
115,OK,SC,0.79,-577.54
116,OK,SC,0.80,-313.46
117,OK,SC,0.82,-543.35
118,OK,SC,0.84,-613.61
119,OK,SC,0.80,-583.03
120,OK,OTP,0.57,-591.08
121,OK,SC,0.81,-606.31
122,OK,SC,0.77,-600.20
123,OK,SC,0.76,-591.85
124,OK,SC,0.69,-598.43
125,OK,SC,0.80,-602.85
126,OK,SC,0.83,-523.78
127,OK,SC,0.67,-537.74
128,OK,SC,0.69,-526.48
129,OK,SC,0.84,-585.38
130,OK,deform,1.00,-536.43
131,OK,deform,1.00,-605.09
132,OK,SC,0.61,-599.73
133,OK,SC,0.76,-592.17
134,OK,SC,0.86,-594.70
135,OK,SC,0.80,211.53
136,OK,SC,0.73,-602.20
137,OK,SC,0.82,-606.31
138,OK,SC,0.75,-611.78
139,OK,SC,0.76,-599.82
140,OK,SC,0.81,-583.40
141,OK,SC,0.83,-574.06
142,OK,SC,0.70,-529.93
143,OK,SC,0.79,-606.85
144,OK,SC,0.74,-605.14
145,OK,SC,0.85,-607.57
146,OK,SC,0.90,-593.24
147,OK,SC,0.76,-601.39
148,OK,SC,0.86,-613.55
149,OK,SC,0.76,-611.36
150,OK,SC,0.88,-602.58
151,OK,SC,0.75,-1285.00
152,OK,SC,0.38,-1283.55
153,OK,SC,0.84,-1234.69
154,OK,deform,1.00,-1291.38
155,OK,SC,0.86,-1259.02
156,OK,SC,0.78,-1142.49
157,OK,SC,0.79,-1293.73
158,OK,SC,0.70,-1288.84
159,OK,OTP,0.83,-1271.98
160,OK,SC,0.87,-1301.41
161,OK,SC,0.87,-1280.30
162,OK,SC,0.74,-1288.62
163,OK,SC,0.80,-1298.32
164,OK,SC,0.84,-1278.74
165,OK,SC,0.80,-1283.22
166,OK,SC,0.85,-1261.57
167,OK,SC,0.83,-1296.85
168,OK,SC,0.75,-1293.70
169,OK,SC,0.80,-1288.94
170,OK,SC,0.75,-1276.76
171,OK,SC,0.80,-1275.41
172,OK,SC,0.83,-1254.44
173,OK,deform,1.00,-1091.42
174,OK,SC,0.56,-1222.98
175,OK,SC,0.67,-1296.36
176,OK,SC,0.74,-1283.31
177,OK,SC,0.82,-1292.39
178,OK,SC,0.72,-1272.33
179,OK,SC,0.77,-1284.86
180,OK,SC,0.80,-1286.03
181,OK,SC,0.78,-1288.09
182,OK,SC,0.80,-1281.79
183,OK,SC,0.82,-1281.74
184,OK,SC,0.80,-1261.99
185,OK,OTP,0.79,-1034.33
186,OK,SC,0.83,-1141.06
187,OK,SC,0.63,-1266.62
188,OK,SC,0.78,-1299.42
189,OK,SC,0.83,-1281.97
190,OK,SC,0.80,-1295.99
191,OK,SC,0.71,-1282.90
192,OK,OTP,0.87,-1296.98
193,OK,SC,0.84,-1283.53
194,OK,SC,0.76,-1293.96
195,OK,SC,0.84,-1296.02
196,OK,SC,0.87,-1268.90
197,OK,SC,0.81,-1299.28
198,OK,SC,0.86,-1294.69
199,OK,SC,0.81,-1284.52
200,OK,SC,0.77,158.80
201,OK,SC,0.83,37.82
202,OK,SC,0.75,-259.29
203,OK,SC,0.51,1538.48
204,OK,SC,0.74,3461.85
205,OK,SC,0.81,3288.10
206,OK,SC,0.85,3153.67
207,OK,OK,0.00,2955.48
208,OK,SC,0.73,2874.74
209,OK,SC,0.83,2712.08
210,OK,SC,0.78,2527.56
211,OK,deform,1.00,2342.80
212,OK,SC,0.78,2114.29
213,OK,SC,0.82,1909.06
214,OK,deform,1.00,1727.82
215,OK,SC,0.80,1559.30
216,OK,SC,0.76,1324.86
217,OK,SC,0.72,1123.17
218,OK,SC,0.81,882.43
219,OK,SC,0.85,704.07
220,OK,SC,0.83,506.61
221,OK,SC,0.84,311.65
222,OK,SC,0.54,93.67
