==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數
0,OK,bp,0.42,213.76
1,OK,outsc,0.32,278.24
2,OK,OK,0.00,292.16
3,OK,outsc,0.26,335.49
4,NG,outsc,0.83,-2966.85
5,NG,outsc,0.51,-2965.13
6,NG,outsc,0.76,-2931.46
7,NG,outsc,0.81,-2829.90
8,OK,OK,0.00,624.15
9,OK,OK,0.00,694.92
10,OK,OK,0.00,840.47
11,OK,OK,0.00,770.22
12,NG,outsc,0.77,-2260.50
13,NG,outsc,0.80,-2274.75
14,NG,dirty,0.72,-2105.73
15,OK,OK,0.00,1258.53
17,OK,OK,0.00,1154.41
18,OK,OK,0.00,1236.10
19,NG,outsc,0.67,-2018.22
20,NG,outsc,0.80,-2002.20
21,NG,outsc,0.60,-1975.38
22,OK,OK,0.00,1327.68
23,OK,wr,0.47,1355.47
24,NG,outsc,0.63,-1919.33
25,OK,OK,0.00,1407.13
26,OK,OK,0.00,1445.79
27,NG,outsc,0.80,-1849.29
28,NG,outsc,0.70,-1858.65
29,OK,OK,0.00,1485.52
30,OK,OK,0.00,1473.81
31,NG,outsc,0.81,-1890.67
32,OK,OK,0.00,1468.03
33,OK,OK,0.00,1463.71
34,NG,outsc,0.82,-1916.65
35,OK,OK,0.00,1673.99
36,OK,OK,0.00,1685.92
37,OK,outsc,0.49,1796.80
38,OK,OK,0.00,1711.64
39,NG,outsc,0.89,-1603.00
40,OK,dirty,0.48,1741.92
41,OK,outsc,0.25,1762.63
42,NG,outsc,0.78,-1312.41
43,NG,outsc,0.85,-1229.70
44,OK,OK,0.00,2135.15
45,OK,OK,0.00,2231.68
46,OK,OK,0.00,2298.80
47,OK,OK,0.00,2475.83
48,OK,outsc,0.34,2472.61
49,NG,outsc,0.70,-825.21
50,OK,outsc,0.28,2496.57
51,OK,OK,0.00,2468.53
52,OK,OK,0.00,2456.16
53,NG,outsc,0.62,-792.71
54,NG,outsc,0.56,-778.89
55,OK,OK,0.00,2601.23
56,OK,OK,0.00,2668.26
57,OK,OK,0.00,2792.75
58,OK,OK,0.00,2784.84
59,NG,outsc,0.69,-133.48
60,OK,OK,0.00,3283.30
61,NG,outsc,0.75,-7.08
62,OK,OK,0.00,3365.61
63,OK,OK,0.00,3409.37
64,OK,OK,0.00,3338.52
65,NG,outsc,0.64,15.07
66,NG,outsc,0.62,146.28
67,OK,OK,0.00,3520.03
68,OK,outsc,0.26,3486.01
69,OK,OK,0.00,3553.64
70,NG,outsc,0.59,420.67
71,OK,OK,0.00,3661.31
72,OK,OK,0.00,3615.31
73,NG,outsc,0.78,231.32
74,OK,OK,0.00,3550.72
75,NG,outsc,0.87,84.66
76,OK,outsc,0.29,3487.51
77,OK,OK,0.00,3464.54
78,OK,outsc,0.42,3438.11
79,OK,OK,0.00,2791.62
80,NG,outsc,0.69,148.05
81,OK,OK,0.00,3199.42
82,NG,outsc,0.54,473.55
84,OK,outsc,0.47,2922.55
86,NG,outsc,0.87,54.01
87,OK,OK,0.00,2631.35
88,OK,OK,0.00,2542.88
89,NG,outsc,0.92,-259.18
90,OK,outsc,0.29,2365.84
91,OK,OK,0.00,2274.45
92,OK,OK,0.00,2217.77
93,OK,OK,0.00,2159.88

==== 總體統計 ====

==== 分數分布分析 ====
瑕疵類型,樣本數量,最小值,最大值,平均值,5%分位數,25%分位數,中位數,75%分位數,95%分位數,99%分位數,推薦閾值
bp,1,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
outsc,42,0.25,0.92,0.63,0.26,0.49,0.68,0.80,0.87,0.92,0.49
OK,45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
dirty,2,0.48,0.72,0.60,0.48,0.48,0.60,0.72,0.72,0.72,0.48
wr,1,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47

==== ROC曲線數據 ====
瑕疵類型,閾值,真陽性率,假陽性率,準確率,F1分數
outsc,0.00,1.00,1.00,0.74,0.85
outsc,0.05,1.00,1.00,0.74,0.85
outsc,0.10,1.00,1.00,0.74,0.85
outsc,0.15,1.00,1.00,0.74,0.85
outsc,0.20,1.00,1.00,0.74,0.85
outsc,0.25,1.00,1.00,0.74,0.85
outsc,0.30,1.00,0.45,0.88,0.93
outsc,0.35,1.00,0.27,0.93,0.95
outsc,0.40,1.00,0.27,0.93,0.95
outsc,0.45,1.00,0.18,0.95,0.97
outsc,0.50,1.00,0.00,1.00,1.00
outsc,0.55,0.94,0.00,0.95,0.97
outsc,0.60,0.87,0.00,0.90,0.93
outsc,0.65,0.71,0.00,0.79,0.83
outsc,0.70,0.61,0.00,0.71,0.76
outsc,0.75,0.55,0.00,0.67,0.71
outsc,0.80,0.35,0.00,0.52,0.52
outsc,0.85,0.13,0.00,0.36,0.23
outsc,0.90,0.03,0.00,0.29,0.06
outsc,0.95,0.00,0.00,0.26,0.00
OK,0.00,0.00,1.00,0.00,0.00
OK,0.05,0.00,0.00,1.00,0.00
OK,0.10,0.00,0.00,1.00,0.00
OK,0.15,0.00,0.00,1.00,0.00
OK,0.20,0.00,0.00,1.00,0.00
OK,0.25,0.00,0.00,1.00,0.00
OK,0.30,0.00,0.00,1.00,0.00
OK,0.35,0.00,0.00,1.00,0.00
OK,0.40,0.00,0.00,1.00,0.00
OK,0.45,0.00,0.00,1.00,0.00
