==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,99,11,bp,2
1,99,11,dirty,5
1,99,11,wr,4
2,90,20,bp,4
2,90,20,dirty,15
2,90,20,wr,1
3,101,9,outsc,9
4,97,13,outsc,13

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,OK,outsc,0.39,-582.23
1,OK,dirty,0.34,-588.70
2,OK,OK,0.00,-577.13
3,NG,outsc,0.87,-3878.95
4,NG,outsc,0.87,-3897.04
5,OK,OK,0.00,-588.42
6,NG,dirty,0.73,-3923.00
7,NG,outsc,0.80,-3916.15
8,OK,bp,0.35,-420.97
9,OK,OK,0.00,-583.23
10,NG,dirty,0.63,-3927.54
11,OK,dirty,0.34,-590.01
12,NG,outsc,0.67,-3936.27
13,NG,dirty,0.59,-3934.68
14,NG,dirty,0.63,-3916.55
15,OK,dirty,0.35,-562.84
16,OK,bp,0.39,-563.72
17,OK,OK,0.00,-548.78
18,OK,dirty,0.31,-547.59
19,OK,OK,0.00,-540.11
20,NG,outsc,0.52,-3922.47
21,NG,dirty,0.69,-3936.01
22,OK,OK,0.00,-584.29
23,OK,OK,0.00,-322.17
24,NG,outsc,0.70,-3851.83
25,OK,outsc,0.39,-582.44
26,OK,bp,0.49,-590.29
27,NG,dirty,0.58,-3935.91
28,OK,OK,0.00,-565.98
29,OK,OK,0.00,-584.84
30,OK,OK,0.00,-576.21
31,OK,OK,0.00,-560.64
32,OK,OK,0.00,-583.91
33,NG,outsc,0.77,-3924.98
34,OK,outsc,0.26,-555.10
35,OK,outsc,0.35,-548.59
36,OK,wr,0.28,-566.95
37,OK,dirty,0.31,-588.95
38,OK,dirty,0.39,-584.21
39,NG,dirty,0.68,-3917.20
40,OK,OK,0.00,-584.27
41,OK,wr,0.48,-590.53
42,OK,dirty,0.33,-581.37
43,NG,dirty,0.58,-3934.34
44,OK,OK,0.00,-551.51
45,OK,dirty,0.48,-588.87
46,OK,bp,0.36,-572.93
47,NG,outsc,0.56,-3911.91
48,OK,OK,0.00,-585.58
49,NG,wr,0.62,-3925.14
50,NG,outsc,0.55,-3890.90
51,OK,outsc,0.43,-589.18
52,NG,outsc,0.82,-3938.29
