==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,67,38,bp,1
1,67,38,dirty,4
1,67,38,cf,33
2,99,6,bp,5
2,99,6,dirty,1
3,84,21,outsc,21
4,72,33,outsc,33

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,OK,OK,0.00,-531.86
1,NG,outsc,0.70,-3877.59
2,NG,outsc,0.76,304.07
3,NG,cf,0.83,-1727.58
5,NG,outsc,0.80,-3646.83
6,OK,OK,0.00,-569.06
8,NG,outsc,0.81,-3870.28
9,OK,OK,0.00,-558.13
10,OK,OK,0.00,-563.82
11,NG,cf,0.69,-3900.56
12,NG,dirty,0.88,-3895.43
13,OK,OK,0.00,-324.37
14,OK,outsc,0.43,-563.44
15,OK,OK,0.00,-566.90
16,NG,outsc,0.76,-3910.06
17,NG,cf,0.81,-3889.67
18,NG,outsc,0.88,-3894.76
19,OK,outsc,0.38,-548.85
20,NG,outsc,0.64,-3916.92
21,OK,OK,0.00,-543.87
22,NG,outsc,0.61,-3920.14
23,OK,OK,0.00,-549.13
24,NG,dirty,0.78,-3758.91
25,NG,cf,0.70,-3906.18
26,NG,outsc,0.78,-3882.82
27,OK,outsc,0.41,-568.14
29,OK,OK,0.00,-544.37
30,NG,outsc,0.90,-3883.37
31,NG,outsc,0.61,-3822.64
32,NG,outsc,0.79,-3878.61
33,NG,outsc,0.86,-3855.16
34,NG,cf,0.65,-3637.76
35,OK,outsc,0.39,-576.00
36,NG,cf,0.80,-3913.02
37,NG,outsc,0.79,-3866.32
38,NG,bp,0.75,-3878.27
39,OK,outsc,0.38,-553.49
40,NG,outsc,0.68,-3837.65
41,OK,OK,0.00,-576.24
42,NG,cf,0.59,-3917.94
43,NG,cf,0.67,-3918.49
44,NG,outsc,0.56,-3901.99
45,NG,cf,0.81,-3898.60
46,NG,outsc,0.88,-3875.50
47,OK,outsc,0.48,-553.13
48,NG,outsc,0.70,-3881.07
49,OK,OK,0.00,-567.27
50,OK,OK,0.00,-346.65
51,NG,outsc,0.82,-3921.30
52,OK,outsc,0.26,-534.74
53,NG,outsc,0.86,-3909.71
55,NG,cf,0.53,-3906.88
56,NG,cf,0.83,-3850.54
57,OK,OK,0.00,-261.18
58,NG,cf,0.86,-3924.88
59,OK,OK,0.00,-574.06
60,NG,outsc,0.85,-3912.36
61,OK,OK,0.00,-566.06
62,NG,outsc,0.70,-3855.77
63,NG,outsc,0.89,-3695.75
64,OK,OK,0.00,-540.81
65,OK,OK,0.00,-541.33
66,NG,cf,0.62,-3907.82
67,NG,cf,0.88,-3894.05
68,NG,outsc,0.56,-3895.09
69,OK,outsc,0.34,-483.63
70,NG,outsc,0.52,-3865.53
71,OK,outsc,0.36,-523.86
73,OK,OK,0.00,-573.72
74,NG,outsc,0.75,-3908.01
75,NG,cf,0.68,-3919.19
76,OK,dirty,0.26,-560.79
77,NG,cf,0.85,-3825.51
78,NG,outsc,0.50,-3814.94
80,NG,bp,0.69,-3925.28
81,NG,outsc,0.75,-3896.04
