==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,107,4,dirty,4
2,103,8,bp,2
2,103,8,dirty,6
3,89,22,outsc,22
4,81,30,outsc,30

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,OK,outsc,0.42,-500.87
1,OK,OK,0.00,-557.16
2,OK,OK,0.00,-539.04
3,OK,OK,0.00,-542.35
4,OK,outsc,0.38,-535.97
5,NG,outsc,0.62,-3897.06
6,NG,outsc,0.67,-3891.42
7,OK,outsc,0.45,-541.69
8,NG,outsc,0.58,-3911.01
9,OK,outsc,0.31,-543.96
10,OK,outsc,0.27,-558.11
11,NG,outsc,0.57,-3878.49
12,OK,OK,0.00,-319.88
13,OK,outsc,0.27,-556.64
14,OK,OK,0.00,-562.82
15,OK,OK,0.00,-564.58
16,OK,OK,0.00,-556.64
17,OK,OK,0.00,-530.01
18,NG,outsc,0.81,-3866.46
19,NG,outsc,0.78,-3724.41
20,OK,OK,0.00,-548.68
21,OK,dirty,0.30,-575.31
22,NG,outsc,0.70,-3879.74
23,NG,outsc,0.63,-3918.81
24,OK,outsc,0.48,-541.11
25,OK,OK,0.00,-216.84
26,OK,dirty,0.39,-579.03
27,OK,OK,0.00,-571.59
28,NG,outsc,0.79,-3897.20
29,NG,outsc,0.84,-3879.13
30,OK,OK,0.00,-546.33
31,NG,outsc,0.68,-3845.74
32,OK,OK,0.00,-535.41
33,NG,outsc,0.81,-3563.99
34,NG,dirty,0.63,-3916.45
35,NG,outsc,0.76,-3883.47
36,NG,outsc,0.87,-3901.04
37,NG,outsc,0.72,-3906.36
38,OK,outsc,0.32,-524.10
39,OK,outsc,0.31,-550.62
40,NG,outsc,0.73,-3844.86
41,OK,OK,0.00,-542.28
42,OK,OK,0.00,-543.84
43,OK,outsc,0.40,-346.53
44,OK,OK,0.00,-566.34
45,NG,dirty,0.78,-3908.61
46,NG,outsc,0.64,-3915.52
47,OK,OK,0.00,-569.29
48,OK,outsc,0.28,-562.77
49,NG,outsc,0.51,-3884.54
50,NG,outsc,0.54,-3857.43
51,NG,outsc,0.62,-3874.06
52,OK,bp,0.34,-569.93
53,OK,OK,0.00,-571.50
54,OK,outsc,0.37,-560.07
55,OK,OK,0.00,-575.82
56,NG,outsc,0.86,-3862.12
57,OK,OK,0.00,-554.58
58,NG,dirty,0.51,-3917.45
59,OK,OK,0.00,-573.01
60,NG,dirty,0.86,-3813.91
61,OK,OK,0.00,-541.56
62,OK,outsc,0.27,-543.80
63,OK,outsc,0.34,-371.19
64,OK,dirty,0.32,-564.34
65,NG,bp,0.80,-3925.49
66,OK,outsc,0.28,-563.17
67,NG,outsc,0.82,-3889.90
68,NG,outsc,0.74,-3916.64
69,OK,outsc,0.33,-216.23
70,NG,dirty,0.61,-3908.70
71,NG,bp,0.73,-3925.10
72,NG,outsc,0.86,-3822.09
73,NG,outsc,0.80,-3854.07
74,OK,outsc,0.44,1713.84
75,OK,OK,0.00,3534.62
76,NG,outsc,0.83,-107.35
77,OK,outsc,0.37,2979.36
78,OK,OK,0.00,2752.05
79,OK,OK,0.00,1596.74
80,NG,outsc,0.53,-2100.81
81,NG,outsc,0.84,-3887.87
82,NG,outsc,0.68,-3858.19
83,NG,outsc,0.52,-3911.16
84,OK,OK,0.00,-520.51
85,NG,outsc,0.62,-3873.59
86,OK,outsc,0.41,-475.76
87,OK,OK,0.00,-401.20
88,OK,OK,0.00,-550.31
89,OK,outsc,0.38,-563.74
90,OK,dirty,0.27,-563.26
91,NG,outsc,0.86,-3895.24
92,NG,outsc,0.86,-3800.25
93,OK,outsc,0.32,-529.77
94,OK,OK,0.00,-344.94
95,NG,outsc,0.89,-3898.60
96,OK,dirty,0.43,-1204.41
97,OK,dirty,0.46,-1198.03
98,OK,outsc,0.47,-1204.26
99,NG,outsc,0.68,-3740.06
100,OK,OK,0.00,-1211.05
101,NG,outsc,0.56,-3882.76
102,OK,OK,0.00,-1204.92
103,OK,OK,0.00,-1220.91
104,NG,outsc,0.84,-3852.49
105,NG,dirty,0.80,-3869.35
106,NG,outsc,0.79,-3840.35
107,NG,dirty,0.66,-3597.40
108,NG,outsc,0.89,-3911.53
109,NG,outsc,0.77,-3751.94
110,OK,dirty,0.25,-1174.91

==== 總體統計 ====
總樣品數,111
OK數量,62
NG數量,49
不良率(%),44.14

==== 瑕疵統計 ====
瑕疵類型,數量,比例
outsc,40,0.82
dirty,7,0.14
bp,2,0.04

==== 分數分布分析 ====
瑕疵類型,樣本數量,最小值,最大值,平均值,5%分位數,25%分位數,中位數,75%分位數,95%分位數,99%分位數,推薦閾值
outsc,62,0.27,0.89,0.60,0.28,0.40,0.62,0.79,0.86,0.89,0.49
OK,32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
dirty,14,0.25,0.86,0.52,0.25,0.32,0.49,0.66,0.86,0.86,0.47
bp,3,0.34,0.80,0.62,0.34,0.34,0.73,0.80,0.80,0.80,0.35

