==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,42,219,bp,11
1,42,219,cf,15
1,42,219,SC,30
1,42,219,WP,5
1,42,219,deform,158
2,124,137,bp,30
2,124,137,SC,29
2,124,137,WP,7
2,124,137,deform,71
3,40,221,outsc,221
4,92,169,outsc,169

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,NG,outsc,0.87,224.00
1,NG,deform,1.00,-2722.17
2,NG,outsc,0.83,-3270.33
3,NG,deform,1.00,-3831.93
4,NG,outsc,0.89,-3766.43
5,NG,outsc,0.84,-3356.18
6,NG,outsc,0.71,-3807.44
7,NG,deform,1.00,-3811.85
8,NG,outsc,0.80,-3765.87
9,NG,deform,1.00,-3841.91
10,NG,deform,1.00,-3895.32
11,NG,deform,1.00,-3691.51
12,NG,outsc,0.83,-3944.88
13,NG,outsc,0.78,267.43
14,NG,outsc,0.83,-299.83
16,NG,deform,1.00,-3844.70
17,NG,deform,1.00,-3856.99
18,NG,deform,1.00,-3640.75
20,NG,SC,0.78,-3848.21
21,NG,bp,0.81,-3893.75
24,NG,SC,0.81,-3904.00
25,NG,outsc,0.82,-3901.43
26,NG,outsc,0.89,-3746.14
27,NG,WP,0.80,-3894.73
28,NG,SC,0.80,-3909.09
29,NG,WP,0.76,-3928.85
31,NG,deform,1.00,-3894.69
32,NG,deform,1.00,-3792.50
33,NG,outsc,0.62,-3900.96
34,NG,outsc,0.73,-3871.57
35,NG,deform,1.00,-3892.02
36,NG,outsc,0.88,-3860.43
37,NG,deform,1.00,-3932.80
38,NG,deform,1.00,-3797.54
40,NG,deform,1.00,-3867.80
41,NG,deform,1.00,-3391.00
42,NG,SC,0.85,-3950.78
43,NG,deform,1.00,-3955.64
44,NG,deform,1.00,-3874.30
45,NG,outsc,0.77,-3813.52
46,NG,outsc,0.74,-3594.21
47,NG,deform,1.00,-3688.60
48,NG,outsc,0.84,-3865.78
49,NG,deform,1.00,-3934.67
50,NG,outsc,0.84,-3837.84
51,NG,deform,1.00,219.43
52,NG,deform,1.00,-510.75
54,NG,deform,1.00,-3881.12
57,NG,deform,1.00,-3908.71
58,NG,deform,1.00,-3813.24
59,NG,outsc,0.79,-3885.19
60,NG,deform,1.00,-3922.44
61,NG,deform,1.00,-3793.91
62,NG,deform,1.00,-3880.93
63,NG,deform,1.00,-3850.27
64,NG,outsc,0.76,-3767.22
65,NG,deform,1.00,-3717.57
66,NG,outsc,0.59,-3926.87
67,OK,outsc,0.47,-353.74
69,NG,outsc,0.88,-3922.30
70,NG,deform,1.00,-3829.53
72,NG,SC,0.85,-3926.78
73,NG,deform,1.00,-3889.76
74,NG,deform,1.00,-3911.54
75,NG,outsc,0.87,-3674.37
76,NG,outsc,0.78,-3921.94
77,NG,SC,0.80,-3923.68
78,NG,deform,1.00,-3916.57
79,NG,deform,1.00,-3945.33
80,NG,outsc,0.91,-3935.80
81,NG,outsc,0.87,-3890.03
82,NG,outsc,0.83,-3835.06
83,NG,deform,1.00,-3744.57
85,NG,outsc,0.90,-3889.21
86,NG,outsc,0.76,-3591.00
87,NG,outsc,0.87,-3900.86
88,NG,deform,1.00,-3937.90
89,NG,outsc,0.92,-3873.30
90,NG,deform,1.00,-3920.88
91,NG,deform,1.00,-3942.47
92,NG,outsc,0.85,-3891.26
93,NG,SC,0.81,-3929.67
94,NG,deform,1.00,376.33
95,NG,deform,1.00,-21.14
96,NG,deform,1.00,-705.10
98,NG,outsc,0.88,-1968.04
99,NG,deform,1.00,-3017.59
100,NG,deform,1.00,-3809.45
