==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,292,211,bp,28
1,292,211,dirty,155
1,292,211,wr,28
2,448,55,bp,38
2,448,55,wr,17
3,502,1,outsc,1
4,500,3,outsc,3

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,OK,dirty,0.78,-563.33
1,OK,OK,0.00,-554.25
2,OK,dirty,0.66,-567.96
3,OK,dirty,0.52,-589.23
4,OK,dirty,0.46,-576.45
5,OK,OK,0.00,-579.71
6,OK,dirty,0.71,-387.59
7,OK,OK,0.00,-588.97
8,OK,dirty,0.86,-580.02
9,OK,dirty,0.61,1487.62
10,OK,dirty,0.38,2031.85
11,OK,dirty,0.81,1804.98
12,OK,dirty,0.81,556.67
13,OK,dirty,0.50,213.59
14,OK,dirty,0.76,-8.53
15,OK,dirty,0.79,-35.25
16,OK,dirty,0.78,302.09
17,OK,dirty,0.73,-550.45
18,OK,dirty,0.81,-559.73
19,OK,dirty,0.54,-576.97
20,OK,dirty,0.80,-580.82
21,OK,dirty,0.53,-573.58
22,OK,dirty,0.72,-581.62
23,OK,dirty,0.55,-572.11
24,OK,wr,0.76,-580.67
25,OK,dirty,0.79,-566.80
26,OK,dirty,0.76,-519.15
27,OK,dirty,0.78,-555.94
28,OK,dirty,0.80,-497.74
29,OK,dirty,0.76,-311.38
30,OK,bp,0.51,-569.70
31,OK,bp,0.37,-588.22
32,OK,dirty,0.40,-583.89
33,OK,dirty,0.66,-572.27
34,OK,dirty,0.81,-590.19
35,OK,dirty,0.74,-591.45
36,OK,bp,0.39,-565.50
37,OK,dirty,0.54,-466.38
38,OK,dirty,0.83,-566.08
39,OK,dirty,0.58,-404.28
40,OK,dirty,0.27,-581.14
41,OK,dirty,0.76,-577.96
42,OK,dirty,0.72,-567.79
43,OK,dirty,0.88,-559.30
44,OK,bp,0.45,-560.33
45,OK,dirty,0.76,-547.25
46,OK,dirty,0.83,-559.85
47,OK,dirty,0.81,-550.87
48,OK,dirty,0.79,-550.20
49,OK,bp,0.59,-535.14
50,OK,dirty,0.83,-558.74
51,OK,dirty,0.81,-556.66
52,OK,dirty,0.67,-523.67
53,OK,dirty,0.82,-554.85
54,OK,dirty,0.63,-562.18
55,OK,bp,0.53,-564.19
56,OK,dirty,0.40,-1097.68
57,OK,dirty,0.81,-1234.96
58,OK,dirty,0.82,-1233.00
59,OK,dirty,0.54,-1231.25
60,OK,wr,0.85,-1234.04
61,OK,dirty,0.61,-1202.90
62,OK,dirty,0.74,-1234.36
63,OK,bp,0.66,-1231.63
64,OK,outsc,0.80,-1192.28
65,OK,dirty,0.51,-1234.45
66,OK,dirty,0.77,-1010.47
67,OK,dirty,0.48,-1234.58
68,OK,dirty,0.82,-1237.37
69,OK,dirty,0.62,-1227.96
70,OK,wr,0.82,-1226.22
71,OK,dirty,0.79,-1236.99
72,OK,dirty,0.52,-1239.88
73,OK,dirty,0.82,-1239.80
74,OK,dirty,0.74,-1215.44
75,OK,dirty,0.52,-1207.15
76,OK,dirty,0.76,-1206.39
77,OK,bp,0.55,-1176.30
78,OK,dirty,0.84,-1215.21
79,OK,bp,0.44,-1212.87
80,OK,dirty,0.73,-1195.10
81,OK,dirty,0.67,-1206.85
82,OK,dirty,0.79,-1208.04
83,OK,dirty,0.77,-1202.95
84,OK,dirty,0.28,-1220.59
85,OK,dirty,0.68,-1244.12
86,OK,dirty,0.80,-1227.63
87,OK,OK,0.00,-1231.97
88,OK,bp,0.61,-1215.61
89,OK,dirty,0.87,-1209.01
90,OK,dirty,0.71,-1212.51
91,OK,dirty,0.79,-1206.89
92,OK,bp,0.26,-1223.30
93,OK,dirty,0.75,-1201.19
94,OK,dirty,0.26,813.23
95,OK,OK,0.00,835.35
96,OK,bp,0.52,798.08
97,OK,dirty,0.70,-784.28
98,OK,dirty,0.73,-1217.16
99,OK,dirty,0.71,-1196.33
100,OK,dirty,0.82,-1226.44
101,OK,outsc,0.71,-1219.67
102,OK,dirty,0.62,-969.85
103,OK,dirty,0.68,-1238.83
104,OK,bp,0.67,-1238.81
105,OK,dirty,0.63,-1229.10
106,OK,dirty,0.84,-1217.69
107,OK,bp,0.32,-1198.62
108,OK,dirty,0.76,-1238.26
109,OK,dirty,0.77,-592.63
110,OK,dirty,0.76,-584.22
111,OK,OK,0.00,-296.94
112,OK,dirty,0.73,-591.88
113,OK,outsc,0.82,-564.30
114,OK,bp,0.47,-588.91
115,OK,dirty,0.70,-247.40
116,OK,outsc,0.72,-588.04
117,OK,dirty,0.44,-585.01
118,OK,dirty,0.78,-582.74
119,OK,bp,0.30,-578.12
120,OK,dirty,0.64,-589.48
121,OK,outsc,0.48,-586.67
122,OK,dirty,0.80,-589.99
123,OK,dirty,0.69,-568.52
124,OK,dirty,0.77,-583.66
125,OK,dirty,0.65,-546.39
126,OK,bp,0.66,-381.70
127,OK,bp,0.67,-590.11
128,OK,dirty,0.80,-222.70
129,OK,dirty,0.62,-395.19
130,OK,dirty,0.70,-526.59
131,OK,dirty,0.83,-584.96
132,OK,dirty,0.84,-589.36
133,OK,dirty,0.73,-575.29
134,OK,dirty,0.71,-553.99
135,OK,dirty,0.79,-554.41
136,OK,dirty,0.80,-553.20
137,OK,dirty,0.78,-542.47
138,OK,dirty,0.65,-564.38
139,OK,dirty,0.83,-556.06
140,OK,dirty,0.80,-552.39
141,OK,OK,0.00,-557.92
142,OK,dirty,0.80,-575.28
143,OK,dirty,0.36,-588.23
144,OK,dirty,0.83,-587.87
145,OK,dirty,0.80,-560.95
146,OK,dirty,0.76,-551.10
147,OK,dirty,0.87,-587.35
148,OK,dirty,0.75,-576.96
149,OK,dirty,0.78,-578.27
150,OK,bp,0.63,-558.47
151,OK,dirty,0.88,-308.15
152,OK,dirty,0.69,-589.23
153,OK,dirty,0.57,-590.17
154,OK,dirty,0.36,-589.16
155,OK,dirty,0.80,-588.02
156,OK,OK,0.00,-538.05
157,OK,dirty,0.56,-560.57
158,OK,dirty,0.62,1507.47
159,OK,dirty,0.84,2497.88
160,OK,dirty,0.73,2036.93
161,OK,dirty,0.50,265.23
162,OK,dirty,0.71,24.41
163,OK,dirty,0.80,-316.40
164,OK,dirty,0.77,-1203.93
165,OK,dirty,0.76,-1199.88
166,OK,dirty,0.75,-1197.00
167,OK,dirty,0.49,-1205.23
168,OK,dirty,0.75,-1100.39
169,OK,dirty,0.67,-1242.94
170,OK,dirty,0.63,-1221.65
171,OK,bp,0.40,-1236.50
172,OK,dirty,0.73,-1229.28
173,OK,bp,0.51,-1235.93
174,OK,wr,0.76,-1220.86
175,OK,dirty,0.83,-1233.83
176,OK,dirty,0.76,-1231.53
177,OK,bp,0.63,-1230.82
178,OK,dirty,0.40,2523.41
179,OK,dirty,0.41,-1208.25
180,OK,bp,0.66,113.13
181,OK,dirty,0.81,2224.17
182,OK,dirty,0.81,-1218.36
183,OK,dirty,0.75,2305.46
184,OK,dirty,0.71,-1209.27
185,OK,wr,0.83,720.46
186,OK,dirty,0.78,-1208.17
187,OK,dirty,0.73,291.14
188,OK,dirty,0.77,-1204.81
189,OK,dirty,0.81,2541.66
190,OK,bp,0.53,-121.82
191,OK,dirty,0.79,996.69
192,OK,wr,0.80,-1238.85
193,OK,dirty,0.77,-710.55
194,OK,dirty,0.64,-1039.17
195,OK,dirty,0.39,-907.84
196,OK,dirty,0.76,-1226.36
197,OK,dirty,0.72,-1234.36
198,OK,dirty,0.26,1215.63
199,OK,bp,0.30,-870.47
200,OK,dirty,0.77,-1181.80
201,OK,dirty,0.51,-1124.85
202,OK,dirty,0.61,989.07
203,OK,dirty,0.77,-1239.16
204,OK,OK,0.00,-579.69
205,OK,dirty,0.74,-1217.09
206,OK,dirty,0.57,3874.52
207,OK,dirty,0.86,-1240.53
208,OK,dirty,0.83,-1227.33
209,OK,dirty,0.71,8527.14
210,OK,dirty,0.83,-1049.71
211,OK,OK,0.00,-1240.23
212,OK,dirty,0.78,-1232.86
213,OK,outsc,0.41,2848.88
214,OK,dirty,0.68,1645.94
215,OK,bp,0.31,2555.26
216,OK,dirty,0.71,2330.46
217,OK,wr,0.41,-167.55
218,OK,dirty,0.34,-1217.96
219,OK,dirty,0.69,1979.86
220,OK,dirty,0.75,-1225.46
221,OK,dirty,0.80,-1207.32
222,OK,dirty,0.82,-1227.40
223,OK,dirty,0.69,-1232.78
224,OK,dirty,0.57,-1205.05
225,OK,dirty,0.64,3529.23
226,OK,dirty,0.59,-1210.29
227,OK,dirty,0.65,2289.17
228,OK,dirty,0.72,-1074.34
229,OK,wr,0.61,-997.30
230,OK,dirty,0.67,-1199.57
231,OK,dirty,0.49,-1202.52
232,OK,wr,0.75,-515.75
233,OK,dirty,0.76,-574.54
234,OK,dirty,0.76,4588.67
235,OK,OK,0.00,-467.35
236,OK,wr,0.84,-570.96
237,OK,wr,0.85,255.28
238,OK,dirty,0.82,-584.90
239,OK,dirty,0.72,-568.58
240,OK,dirty,0.77,-571.75
241,OK,outsc,0.74,-559.65
242,OK,dirty,0.59,-569.73
243,OK,dirty,0.76,-555.43
244,OK,dirty,0.78,-414.85
245,OK,dirty,0.73,-585.00
246,OK,bp,0.68,-578.01
247,OK,dirty,0.77,-577.34
248,OK,dirty,0.79,-566.55
249,OK,dirty,0.81,-549.38
250,OK,dirty,0.77,-556.64
251,OK,dirty,0.61,-544.96
252,OK,OK,0.00,-394.53
253,OK,bp,0.62,-582.36
254,OK,dirty,0.50,-580.02
255,OK,bp,0.64,-571.13
256,OK,dirty,0.86,-395.55
257,OK,dirty,0.57,-590.67
258,OK,dirty,0.84,-584.36
259,OK,bp,0.57,-556.56
260,OK,bp,0.35,-552.26
261,OK,dirty,0.78,-395.38
262,OK,dirty,0.54,-586.08
263,OK,dirty,0.59,-583.06
264,OK,dirty,0.74,-552.62
265,OK,dirty,0.68,-552.01
266,OK,dirty,0.74,-556.24
267,OK,wr,0.78,-554.31
268,OK,dirty,0.57,-347.79
269,OK,bp,0.62,-582.32
270,OK,dirty,0.79,-586.57
271,OK,dirty,0.79,-541.26
272,OK,dirty,0.64,-577.35
273,OK,dirty,0.64,-583.30
274,OK,bp,0.61,-581.76
275,OK,wr,0.78,-571.30
276,OK,bp,0.45,-585.00
277,OK,dirty,0.67,-584.10
278,OK,OK,0.00,-568.29
279,OK,dirty,0.54,-580.81
280,OK,dirty,0.79,-585.09
281,OK,dirty,0.35,-575.62
282,OK,dirty,0.68,-575.59
283,OK,dirty,0.72,-584.17
284,OK,dirty,0.90,-551.36
285,OK,bp,0.36,-1241.09
286,OK,dirty,0.80,-1227.92
287,OK,dirty,0.83,-1241.34
288,OK,dirty,0.63,-1206.48
289,OK,outsc,0.86,-1233.04
290,OK,dirty,0.35,-1233.50
291,OK,dirty,0.85,-1170.79
292,OK,bp,0.51,-1210.57
293,OK,dirty,0.81,-1196.93
294,OK,bp,0.70,-1220.83
295,OK,dirty,0.83,-1217.91
296,OK,dirty,0.71,-1213.85
297,OK,OK,0.00,-1207.98
298,OK,dirty,0.80,-1201.48
299,OK,dirty,0.79,1006.80
300,OK,bp,0.53,2130.50
301,OK,dirty,0.64,1879.56
302,OK,dirty,0.71,1637.53
303,OK,dirty,0.80,1395.70
304,OK,bp,0.80,1023.30
305,OK,dirty,0.81,-1211.70
306,OK,wr,0.74,-1184.30
307,OK,dirty,0.31,-1204.30
308,OK,dirty,0.56,-1200.71
309,OK,dirty,0.50,-902.79
310,OK,dirty,0.76,-1191.69
311,OK,dirty,0.41,-1237.59
312,OK,dirty,0.78,-1237.47
