==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量
1,38,1,wr,1
2,35,4,dirty,4
3,33,6,outsc,6
4,35,4,outsc,4

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數,超時
0,OK,OK,0.00,-283.33
1,NG,wr,0.54,-3937.59
2,OK,OK,0.00,-595.38
3,OK,dirty,0.40,-591.92
4,NG,dirty,0.66,-3925.19
5,OK,bp,0.26,-579.93
6,OK,outsc,0.33,-586.68
7,NG,outsc,0.85,-3801.96
8,OK,OK,0.00,-596.03
9,OK,OK,0.00,-575.26
10,OK,outsc,0.34,-585.26
11,NG,outsc,0.66,-3920.05
12,NG,outsc,0.86,-3887.32
13,NG,outsc,0.69,-3892.57
14,OK,OK,0.00,-535.58
15,OK,OK,0.00,-591.00
16,NG,dirty,0.72,-3933.80
17,OK,OK,0.00,-588.26
18,OK,OK,0.00,-576.86
19,OK,dirty,0.47,-591.28
20,NG,dirty,0.78,-3934.34
21,OK,dirty,0.28,-576.98
22,OK,outsc,0.28,-565.87
23,OK,dirty,0.39,-557.86
24,NG,outsc,0.69,-3889.55
25,NG,dirty,0.66,-3921.17
26,NG,outsc,0.53,-3935.83
27,OK,OK,0.00,-580.50
28,OK,outsc,0.40,-591.26
29,NG,outsc,0.81,-3915.59
30,OK,OK,0.00,-579.42
31,OK,OK,0.00,-273.08
32,NG,outsc,0.68,-3926.99
33,OK,OK,0.00,-594.55
34,OK,outsc,0.30,-578.94
35,OK,outsc,0.37,-591.75
36,OK,bp,0.43,-582.13
37,OK,dirty,0.32,-588.57
38,OK,OK,0.00,-584.13

==== 總體統計 ====
總樣品數,39
OK數量,26
NG數量,13
不良率(%),33.33

==== 瑕疵統計 ====
瑕疵類型,數量,比例
outsc,8,0.62
dirty,4,0.31
wr,1,0.08

==== 分數分布分析 ====
瑕疵類型,樣本數量,最小值,最大值,平均值,5%分位數,25%分位數,中位數,75%分位數,95%分位數,99%分位數,推薦閾值
OK,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
wr,1,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.00
dirty,9,0.28,0.78,0.52,0.28,0.39,0.47,0.66,0.78,0.78,0.48
bp,2,0.26,0.43,0.35,0.26,0.26,0.35,0.43,0.43,0.43,0.43
outsc,14,0.28,0.86,0.56,0.28,0.34,0.60,0.69,0.86,0.86,0.40

==== ROC曲線數據 ====
瑕疵類型,閾值,真陽性率,假陽性率,準確率,F1分數

==== 混淆矩陣（使用推薦閾值）====
瑕疵類型,閾值,真陽性(TP),假陽性(FP),真陰性(TN),假陰性(FN),準確率,靈敏度,特異度
OK,0.00,0,13,0,0,0.00,0.00,0.00
wr,0.00,1,0,0,0,1.00,1.00,0.00
dirty,0.48,4,0,5,0,1.00,1.00,1.00
bp,0.43,0,1,1,0,0.50,0.00,0.50
outsc,0.40,8,0,6,0,1.00,1.00,1.00
